Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLT_M_R
1533,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1534,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1535,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1536,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1537,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1538,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1539,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1540,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1541,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1542,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1543,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1544,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1545,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1546,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1547,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1548,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1549,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1550,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1551,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1552,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1553,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1554,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1555,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1556,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1557,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1558,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1559,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1560,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1561,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1562,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1563,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1564,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1565,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1566,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1567,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1568,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1569,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1570,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1571,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1572,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1573,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1574,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1575,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1576,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1577,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1578,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1579,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1580,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1581,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1582,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1583,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1584,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1585,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1586,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1587,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1588,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1589,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1590,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1591,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1592,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1593,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1594,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1595,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1596,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1597,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1598,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1599,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1600,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1601,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1602,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1603,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1604,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1605,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1606,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1607,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1608,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1609,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1610,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1611,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1612,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1613,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1614,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
1615,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
1616,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1617,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1618,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1619,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1620,Grassland,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1621,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1622,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1623,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1624,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1625,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1626,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1627,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1628,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1629,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1630,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1631,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1632,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1633,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1634,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1635,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1636,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1637,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1638,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1639,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1640,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1641,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1642,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1643,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1644,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1645,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1646,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1647,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1648,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1649,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1650,Grassland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1651,Grassland,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1652,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1653,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1654,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1655,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1656,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1657,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1658,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1659,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1660,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1661,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1662,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1663,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1664,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
1665,Grassland,Water,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1666,Grassland,Water,Water,NULL,Water,NULL,Wetland,Grassland
1667,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1668,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
1669,Grassland,Water,Water,Water,Water,Water,Water,Water
1670,Grassland,Water,Water,Water,Water,Water,Water,Forest
1671,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1672,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1673,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1674,Grassland,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1675,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1676,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1677,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1678,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1679,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1680,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1681,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1682,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1683,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1684,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1685,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1686,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1687,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1688,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1689,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1690,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1691,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1692,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1693,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1694,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1695,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1696,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1697,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1698,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1699,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1700,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1701,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1702,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1703,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1704,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1705,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1706,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1707,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1708,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1709,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1710,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1711,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1712,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1713,Grassland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1714,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1715,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1716,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1717,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1718,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1719,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1720,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1721,Grassland,Forest,Water,Water,Water,Wetland,Water,Forest
1722,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
1723,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1724,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1725,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1726,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1727,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1728,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1729,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1730,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1731,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1732,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1733,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1734,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1735,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1736,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1737,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1738,Grassland,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1739,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1740,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1741,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1742,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1743,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1744,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1745,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1746,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1747,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1748,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1749,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1750,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1751,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1752,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1753,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
1754,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1755,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1756,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
1757,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1758,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1759,Cropland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1760,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1761,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1762,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1763,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1764,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1765,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1766,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1767,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1768,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1769,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1770,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1771,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1772,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1773,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1774,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1775,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1776,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1777,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1778,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1779,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1780,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1781,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1782,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1783,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1784,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1785,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1786,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1787,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1788,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1789,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1790,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1791,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1792,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1793,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1794,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1795,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1796,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1797,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1798,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1799,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1800,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1801,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1802,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1803,Cropland,NULL,Cropland,Water,Non_Wetland,Built-up,Wetland,Grassland
1804,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1805,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1806,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1807,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1808,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1809,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1810,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1811,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1812,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1813,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1814,Cropland,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
1815,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1816,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1817,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1818,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1819,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1820,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1821,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1822,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1823,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1824,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1825,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1826,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1827,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1828,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1829,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1830,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1831,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1832,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1833,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1834,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1835,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
1836,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1837,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1838,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1839,Cropland,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
1840,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
