Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZK_M_R
322,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
323,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
324,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
325,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
326,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
327,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
328,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
329,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
330,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
331,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
332,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
333,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
335,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
336,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
337,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
338,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
339,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
340,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
341,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
342,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
343,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
344,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
345,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
346,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
347,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
348,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
349,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
350,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
351,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
352,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
353,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
354,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
355,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
356,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
357,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
358,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
359,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
361,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
362,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
363,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
364,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
365,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
366,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
367,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
368,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
369,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
370,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
371,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
372,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
373,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
374,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
375,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
376,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
377,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
378,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
379,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
380,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
381,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
382,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
383,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
384,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
385,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
387,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
388,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
389,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
390,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
391,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
392,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
393,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
394,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
395,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
396,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
397,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
398,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
399,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
400,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
401,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
402,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
403,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
404,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
405,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
406,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
407,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
408,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
410,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
411,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
412,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
413,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
414,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
416,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
417,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
418,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
419,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
420,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
421,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
422,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
423,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
424,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
425,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
426,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
428,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
429,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
431,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
434,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
435,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
436,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
437,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
438,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
439,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
440,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
442,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
443,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
445,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
446,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
448,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
449,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
450,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
451,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
452,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
453,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
454,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
455,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
456,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
458,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
459,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
460,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
461,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
462,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
463,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
464,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
465,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
466,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
467,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
468,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
469,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
475,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
476,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
477,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
478,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
479,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
480,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
481,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
482,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
483,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
487,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
488,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
489,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
506,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
507,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
509,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
510,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
511,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
512,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
513,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
514,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
515,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
516,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
517,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
518,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
519,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
520,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
522,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
523,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
524,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
525,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
526,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
527,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
528,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
529,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
530,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
531,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
532,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
533,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
534,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
535,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
536,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
537,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
538,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
539,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
540,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
542,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
543,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
544,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
545,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
546,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
547,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
548,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
549,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
550,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
551,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
552,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
553,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
554,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
555,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
556,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
557,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
558,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
559,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
560,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
561,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
562,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
563,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
564,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
565,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
566,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
567,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
568,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
569,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
570,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
571,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
572,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
574,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
575,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
576,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
577,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
578,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
579,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
580,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
581,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
582,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
583,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
584,NULL,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
585,NULL,Cropland,Water,NULL,Water,Cropland,Bareland,Cropland
586,NULL,Cropland,Water,Water,Water,Cropland,Grassland,Grassland
587,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
588,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
589,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
590,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
591,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
592,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
593,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
594,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
595,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
596,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
597,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
598,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
599,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
600,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
601,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
602,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
603,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
604,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
605,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
607,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
608,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
609,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
610,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
612,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
614,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
615,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
616,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
618,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
620,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
621,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
622,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
623,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
624,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
625,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
626,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
627,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
628,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
629,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
630,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
631,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
632,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
633,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
634,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
635,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
636,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
637,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
638,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
642,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
645,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
646,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
647,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
648,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
649,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
