Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTJ_M_R
1631,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1632,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
1633,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1634,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1635,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
1636,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1637,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
1638,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1639,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
1640,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1641,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1642,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1643,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1644,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1645,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1646,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1647,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1648,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1649,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1650,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1651,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
1652,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
1653,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1654,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1655,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1656,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1657,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1658,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1659,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1660,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1661,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1662,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1663,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1664,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1665,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1666,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1667,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
1668,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1669,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1670,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1671,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1672,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1673,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1674,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
1675,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1676,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1677,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1678,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
1679,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1680,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
1681,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1682,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1683,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1684,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
1685,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1686,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1687,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1688,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1689,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1690,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1691,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1692,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1693,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1694,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1695,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1696,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1697,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
1698,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1699,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1700,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1701,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1702,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1703,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1704,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1705,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1706,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1707,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1708,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1709,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1710,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1711,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1712,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1713,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1714,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1715,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
1716,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
1717,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1718,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1719,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1720,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1721,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
1722,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1723,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1724,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1725,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1726,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1727,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1728,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1729,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1730,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1731,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1732,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1733,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1734,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1735,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1736,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1737,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1738,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1739,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1740,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1741,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1742,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1743,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1744,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1745,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1746,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1747,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1748,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1749,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
1750,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1751,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1752,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1753,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1754,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1755,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1756,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1757,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1758,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1759,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1760,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1761,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1762,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1763,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1764,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
1765,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1766,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1767,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1768,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1769,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1770,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1771,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1772,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1773,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1774,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1775,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
1776,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
1777,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
1778,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1779,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
1780,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1781,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1782,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1783,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
1784,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1785,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1786,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1787,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1788,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1789,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1790,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1791,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1792,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
1793,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1794,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1795,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1796,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
1797,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
1798,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1799,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1800,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1801,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1802,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
1803,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1804,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1805,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1806,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1807,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1808,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1809,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1810,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1811,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1812,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1813,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1814,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1815,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1816,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1817,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1818,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1819,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1820,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1821,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1822,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
1823,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1824,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1825,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1826,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1827,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1828,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
1829,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1830,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1831,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1832,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1833,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1834,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1835,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1836,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1837,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1838,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1839,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1840,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1841,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1842,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1843,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1844,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1845,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1846,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1847,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1848,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1849,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1850,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1851,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1852,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1853,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1854,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
1855,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1856,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1857,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
1858,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
1859,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1860,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
1861,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1862,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
1863,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1864,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
1865,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1866,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
1867,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
1868,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
1869,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
1870,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
1871,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
1872,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
1873,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1874,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1875,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
1876,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
1877,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
1878,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,NULL
1879,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1880,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
1881,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
1882,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1883,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
1884,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
1885,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
1886,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
1887,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1888,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Cropland
1889,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
1890,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
1891,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
1892,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
1893,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
1894,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1895,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1896,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,NULL
1897,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
1898,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Cropland
1899,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Water
1900,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
1901,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
1902,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1903,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
1904,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1905,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1906,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1907,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Cropland
1908,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1909,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1910,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
1911,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
1912,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
1913,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
1914,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1915,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
1916,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1917,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1918,NULL,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
1919,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
1920,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
1921,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1922,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1923,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1924,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1925,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1926,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1927,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1928,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1929,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1930,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
1931,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1932,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1933,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1934,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1935,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1936,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1937,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1938,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1939,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
1940,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1941,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
1942,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1943,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1944,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
1945,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1946,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1947,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1948,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1949,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1950,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1951,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1952,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
1953,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1954,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1955,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1956,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1957,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1958,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1959,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1960,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1961,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
