Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGN_M_R
1185,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1186,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1187,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1188,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
1189,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1190,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Cropland
1191,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1192,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1193,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1194,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1195,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1196,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1197,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1198,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1199,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1200,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1201,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1202,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1203,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1204,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1205,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1206,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1207,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1208,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Cropland
1209,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1210,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1211,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1212,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1213,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1214,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1215,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
1216,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1217,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1218,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1219,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
1220,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1221,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
1222,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
1223,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1224,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1225,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1226,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1227,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1228,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1229,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
1230,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1231,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1232,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
1233,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
1234,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1235,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1236,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1237,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1238,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1239,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1240,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1241,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1242,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
1243,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1244,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1245,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1246,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1247,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1248,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1249,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1250,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Bareland
1251,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
1252,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1253,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
1254,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
1255,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1256,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
1257,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
1258,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1259,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
1260,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1261,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
1262,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1263,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1264,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1265,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1266,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1267,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
1268,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
1269,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
1270,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
1271,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1272,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1273,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1274,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1275,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
1276,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1277,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
1278,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1279,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1280,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1281,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
1282,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1283,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
1284,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1285,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1286,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
1287,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
1288,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Bareland
1289,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1290,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1291,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1292,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
1293,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1294,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1295,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1296,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1297,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1298,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1299,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
1300,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
1301,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1302,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1303,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1304,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1305,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
1306,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1307,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1308,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1309,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1310,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1311,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
1312,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
1313,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1314,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
1315,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1316,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
1317,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1318,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
1319,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1320,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1321,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1322,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1323,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1324,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1325,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1326,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
1327,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
1328,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1329,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1330,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1331,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1332,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1333,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
1334,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
1335,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
1336,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
1337,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
1338,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
1339,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1340,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1341,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1342,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1343,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1344,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
1345,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1346,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1347,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1348,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1349,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
1350,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1351,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1352,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1353,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
1354,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1355,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1356,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1357,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1358,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
1359,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1360,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1361,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1362,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1363,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1364,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1365,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1366,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1367,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1368,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1369,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1370,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1371,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1372,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1373,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
1374,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1375,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1376,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1377,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1378,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
1379,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1380,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1381,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1382,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1383,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1384,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1385,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1386,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1387,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1388,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1389,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1390,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1391,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1392,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1393,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1394,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1395,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1396,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1397,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1398,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1399,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1400,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1401,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1402,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1403,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1404,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1405,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1406,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1407,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1408,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1409,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1410,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1411,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1412,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1413,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1414,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1415,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1416,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1417,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1418,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1419,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1420,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1421,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1422,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1423,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1424,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1425,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1426,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1427,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1428,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1429,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1430,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1431,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1432,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1433,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1434,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1435,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1436,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1437,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1438,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1439,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1440,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1441,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1442,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1443,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1444,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1445,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
1446,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1447,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1448,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1449,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1450,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1451,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1452,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1453,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1454,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1455,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1456,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1457,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1458,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1459,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1460,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1461,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1462,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1463,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1464,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1465,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1466,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1467,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1468,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1469,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1470,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1471,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1472,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1473,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1474,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1475,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1476,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1477,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1478,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1479,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1480,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1481,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1482,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1483,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1484,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1485,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1486,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1487,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1488,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1489,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1490,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1491,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1492,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1493,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1494,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
1495,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
1496,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Forest
1497,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1498,NULL,NULL,Water,NULL,Water,NULL,Grassland,Bareland
1499,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
1500,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
1501,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
1502,NULL,NULL,Water,NULL,Water,NULL,Wetland,Bareland
1503,NULL,NULL,Water,NULL,Water,NULL,Bareland,Water
1504,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1505,NULL,NULL,Water,NULL,Water,NULL,Water,Forest
1506,NULL,NULL,Water,NULL,Water,NULL,Forest,Grassland
1507,NULL,NULL,Water,NULL,Water,NULL,Forest,Forest
1508,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1509,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Forest
1510,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1511,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1512,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
1513,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Bareland
1514,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
1515,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1516,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1517,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
1518,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Water
1519,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
1520,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
1521,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
1522,NULL,NULL,Water,NULL,Water,Shrubland,Water,NULL
1523,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1524,NULL,NULL,Water,NULL,Water,Shrubland,Water,Wetland
1525,NULL,NULL,Water,NULL,Water,Shrubland,Water,Forest
