Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPH_M_R
3444,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
3445,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
3446,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
3447,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3448,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
3449,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
3450,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
3451,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3452,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
3453,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3454,NULL,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
3455,NULL,Wetland,NULL,Water,Non_Wetland,NULL,Water,Wetland
3456,NULL,Wetland,NULL,Water,Non_Wetland,NULL,Forest,Grassland
3457,NULL,Wetland,NULL,Water,Non_Wetland,NULL,Forest,Wetland
3458,NULL,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3459,NULL,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
3460,NULL,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
3461,NULL,Wetland,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
3462,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3463,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3464,NULL,Wetland,NULL,Water,Non_Wetland,Water,NULL,NULL
3465,NULL,Wetland,NULL,Water,Non_Wetland,Water,NULL,Wetland
3466,NULL,Wetland,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
3467,NULL,Wetland,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
3468,NULL,Wetland,NULL,Water,Non_Wetland,Water,Water,NULL
3469,NULL,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
3470,NULL,Wetland,NULL,Water,Non_Wetland,Water,Forest,Wetland
3471,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3472,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3473,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3474,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3475,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3476,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3477,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
3478,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3479,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3480,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3481,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3482,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3483,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3484,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3485,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3486,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
3487,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3488,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
3489,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3490,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3491,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3492,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3493,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3494,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3495,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3496,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3497,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3498,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
3499,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3500,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3501,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3502,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3503,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3504,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3505,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3506,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
3507,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3508,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3509,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
3510,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3511,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3512,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3513,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3514,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3515,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3516,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3517,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3518,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3519,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
3520,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3521,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3522,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3523,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3524,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
3525,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3526,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3527,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
3528,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3529,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3530,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
3531,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3532,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3533,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
3534,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3535,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3536,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
3537,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3538,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3539,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3540,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
3541,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
3542,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3543,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3544,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
3545,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
3546,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3547,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3548,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3549,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3550,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3551,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
3552,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3553,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
3554,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
3555,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3556,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3557,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
3558,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
3559,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3560,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
3561,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
3562,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
3563,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
3564,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
3565,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
3566,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
3567,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3568,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
3569,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
3570,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
3571,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
3572,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
3573,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
3574,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
3575,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
3576,NULL,Wetland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
3577,NULL,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
3578,NULL,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3579,NULL,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
3580,NULL,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
3581,NULL,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
3582,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
3583,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3584,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,NULL
3585,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
3586,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
3587,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
3588,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
3589,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3590,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
3591,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
3592,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3593,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3594,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3595,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3596,NULL,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3597,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3598,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3599,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3600,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3601,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3602,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3603,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3604,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3605,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3606,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
3607,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3608,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3609,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3610,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3611,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
3612,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
3613,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
3614,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3615,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3616,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,NULL
3617,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3618,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
3619,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
3620,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3621,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3622,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3623,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3624,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3625,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3626,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3627,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3628,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
3629,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3630,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3631,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3632,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3633,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
3634,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
3635,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
3636,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3637,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3638,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3639,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3640,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3641,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3642,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3643,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3644,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3645,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3646,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3647,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3648,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3649,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3650,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
3651,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3652,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3653,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3654,NULL,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3655,NULL,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
3656,NULL,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
3657,NULL,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3658,NULL,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
3659,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3660,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3661,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3662,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3663,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3664,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
3665,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3666,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3667,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3668,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3669,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3670,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3671,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3672,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
3673,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
3674,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
3675,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3676,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3677,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3678,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3679,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3680,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3681,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3682,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3683,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
3684,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
3685,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
3686,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
3687,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3688,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3689,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
3690,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
3691,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
3692,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
3693,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Wetland
3694,NULL,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3695,NULL,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3696,NULL,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
3697,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland,Shrubland,Wetland
3698,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
3699,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Bareland
3700,NULL,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Wetland
3701,NULL,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Water
3702,NULL,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Forest
3703,NULL,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,NULL
3704,NULL,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
3705,NULL,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
3706,NULL,Wetland,Cropland,Water,Non_Wetland,Water,Water,Wetland
3707,NULL,Wetland,Cropland,Water,Non_Wetland,Water,Forest,Grassland
3708,NULL,Wetland,Cropland,Water,Non_Wetland,Water,Forest,Wetland
3709,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
3710,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3711,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
3712,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3713,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3714,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
3715,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
3716,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
3717,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
3718,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Bareland
3719,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3720,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,NULL
3721,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3722,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
3723,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
3724,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
3725,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3726,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Cropland
3727,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3728,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
3729,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
3730,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
3731,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
3732,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3733,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
3734,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
3735,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
3736,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
3737,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
3738,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3739,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3740,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
3741,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
3742,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3743,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
3744,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3745,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
3746,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
3747,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
3748,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
3749,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3750,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Water,NULL
3751,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
3752,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
3753,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
3754,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
3755,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
3756,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3757,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Cropland
3758,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
3759,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3760,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
3761,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3762,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
