Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYN_M_R
2837,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2838,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2839,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2840,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
2841,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2842,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2843,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2844,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2845,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2846,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2847,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2848,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
2849,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2850,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2851,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2852,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2853,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2854,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2855,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2856,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2857,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2858,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2859,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2860,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2861,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2862,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2863,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2864,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2865,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
2866,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
2867,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
2868,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2869,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
2870,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2871,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2872,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2873,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2874,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2875,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2876,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2877,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2878,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2879,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2880,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2881,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2882,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2883,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2884,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2885,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2886,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2887,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
2888,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
2889,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Built-up,Wetland
2890,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2891,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2892,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2893,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2894,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2895,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2896,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
2897,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2898,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
2899,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2900,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2901,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2902,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2903,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2904,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2905,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2906,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2907,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2908,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2909,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2910,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
2911,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2912,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
2913,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2914,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2915,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2916,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2917,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2918,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2919,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2920,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2921,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2922,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2923,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2924,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2925,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2926,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2927,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2928,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2929,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2930,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2931,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2932,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2933,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2934,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2935,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2936,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2937,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
2938,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2939,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2940,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Built-up,Wetland
2941,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2942,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2943,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2944,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2945,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2946,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Built-up,Wetland
2947,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2948,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2949,Grassland,Cropland,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
2950,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
2951,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
2952,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2953,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2954,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Built-up,Wetland
2955,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2956,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2957,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2958,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
2959,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2960,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2961,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2962,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
2963,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2964,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
2965,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2966,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
2967,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2968,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2969,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2970,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2971,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2972,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2973,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2974,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2975,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2976,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2977,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2978,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2979,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2980,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2981,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2982,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2983,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2984,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2985,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2986,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2987,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2988,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2989,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Wetland
2990,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2991,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2992,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2993,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2994,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2995,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2996,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
2997,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2998,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2999,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3000,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3001,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3002,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
3003,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3004,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
3005,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3006,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3007,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3008,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3009,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3010,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3011,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3012,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3013,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3014,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
3015,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3016,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
3017,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3018,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3019,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3020,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3021,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
3022,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3023,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3024,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
3025,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
3026,Grassland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
3027,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3028,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3029,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3030,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3031,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3032,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3033,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
3034,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3035,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3036,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3037,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3038,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3039,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
3040,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
3041,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3042,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3043,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3044,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3045,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3046,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3047,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Wetland
3048,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3049,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3050,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3051,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3052,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3053,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3054,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3055,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
3056,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3057,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3058,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3059,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3060,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3061,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3062,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3063,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3064,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
3065,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3066,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3067,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3068,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3069,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3070,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3071,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Wetland
3072,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3073,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3074,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3075,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3076,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3077,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3078,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3079,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
3080,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3081,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3082,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3083,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3084,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3085,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3086,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3087,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3088,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3089,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3090,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3091,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3092,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3093,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3094,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3095,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3096,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
3097,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Wetland
3098,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
3099,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
3100,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
3101,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3102,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3103,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3104,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3105,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3106,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
3107,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3108,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3109,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3110,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3111,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3112,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3113,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3114,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3115,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3116,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3117,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3118,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3119,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3120,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3121,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3122,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3123,Grassland,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Wetland
3124,Grassland,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
3125,Grassland,Built-up,Water,Water,Water,Grassland,Built-up,Grassland
3126,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3127,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3128,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3129,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3130,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3131,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3132,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
3133,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3134,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
3135,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3136,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3137,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3138,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3139,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3140,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3141,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Wetland
3142,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3143,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
