Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDL_M_R
334,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Forest,Water
335,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
336,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
337,NULL,Bareland,Wetland,NULL,Wetland,Water,Water,Water
338,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
339,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
340,NULL,Bareland,Wetland,Water,Wetland,Bareland,Forest,Water
341,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
342,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
343,NULL,Bareland,Water,NULL,Water,Bareland,Grassland,Grassland
344,NULL,Bareland,Water,NULL,Water,Water,Grassland,Grassland
345,NULL,Bareland,Water,NULL,Water,Water,Water,Forest
346,NULL,Bareland,Water,Water,Water,Bareland,Water,Bareland
347,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
348,NULL,Bareland,Water,Water,Water,Water,Grassland,Water
349,NULL,Bareland,Water,Water,Water,Water,Water,Water
350,NULL,Bareland,Water,Water,Water,Water,Forest,Water
351,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
352,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
353,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
354,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
355,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
356,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
357,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
358,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
359,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
360,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
361,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
362,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
363,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
364,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
365,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
366,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
367,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
368,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
369,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
373,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
375,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
376,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
377,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
378,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
379,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
380,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
381,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
382,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
383,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
384,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
385,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
386,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
387,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
388,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
389,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
391,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
392,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
393,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
394,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
395,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
396,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
397,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
398,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
399,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
400,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
401,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
402,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
403,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
404,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
405,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
406,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
407,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
408,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
409,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
410,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
411,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
412,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
413,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
414,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
415,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
416,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
417,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
418,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
419,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
420,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
421,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
422,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
423,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
424,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Built-up
425,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
426,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
427,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
428,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
429,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
430,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
431,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
433,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
434,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
435,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
436,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
438,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
439,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
440,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
441,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
442,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
443,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
444,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
445,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
446,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
447,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
448,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
449,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
450,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
451,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
452,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
453,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
454,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
455,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
456,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
457,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
458,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
459,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
460,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
461,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
462,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
463,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
464,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
465,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
466,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
467,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
468,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
469,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
470,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
471,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
472,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
473,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
474,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
475,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
476,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Forest
477,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
478,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
479,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
480,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
481,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Built-up
482,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
483,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
484,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
485,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
486,NULL,Built-up,Water,NULL,Water,Water,Grassland,Grassland
487,NULL,Built-up,Water,NULL,Water,Water,Bareland,Grassland
488,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
489,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
490,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
491,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
492,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
493,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
494,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
495,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
496,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
497,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
498,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
499,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
500,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
501,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
502,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
503,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
504,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
505,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
506,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
507,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
508,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
509,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
510,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
511,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
512,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
513,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
514,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
515,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
516,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
517,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
518,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Bareland
519,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
520,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
521,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
522,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Water,Grassland
523,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
524,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
525,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
526,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
527,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
528,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
529,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
530,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
531,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Forest
532,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
533,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
534,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
535,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
536,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
537,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
538,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
539,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
540,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
541,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
542,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
543,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
544,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
545,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
546,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
547,NULL,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
548,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
549,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
550,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
551,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
552,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
553,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
554,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
555,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
556,NULL,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
557,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
558,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
559,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
560,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
561,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
562,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
563,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
564,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
565,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
566,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
567,NULL,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
568,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
569,NULL,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
570,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
571,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
572,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Bareland,Forest
573,NULL,Water,Built-up,Water,Non_Wetland,Built-up,Bareland,Forest
574,NULL,Water,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
575,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
576,NULL,Water,Water,NULL,Water,Grassland,Grassland,Water
577,NULL,Water,Water,NULL,Water,Grassland,Grassland,Forest
578,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
579,NULL,Water,Water,NULL,Water,Grassland,Water,Water
580,NULL,Water,Water,NULL,Water,Grassland,Water,Forest
581,NULL,Water,Water,NULL,Water,Bareland,Grassland,Water
582,NULL,Water,Water,NULL,Water,Bareland,Water,Forest
583,NULL,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
584,NULL,Water,Water,Non_Water,Water,Water,Water,Water
585,NULL,Water,Water,Non_Water,Water,Water,Forest,Grassland
586,NULL,Water,Water,Water,Water,Grassland,Water,Water
587,NULL,Water,Water,Water,Water,Bareland,Wetland,Bareland
588,NULL,Water,Water,Water,Water,Bareland,Water,Bareland
589,NULL,Water,Water,Water,Water,Water,Water,Water
590,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
591,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
592,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
593,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
594,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
595,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
596,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
597,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
598,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
599,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
600,NULL,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
601,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
602,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
603,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
605,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
606,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
607,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
608,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
609,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
610,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
611,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
612,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
613,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
614,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
615,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
616,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
617,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
618,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
619,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
620,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
621,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
622,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
623,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
624,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
625,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
626,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
627,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
628,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
629,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
630,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
631,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
632,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
633,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
634,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
635,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
636,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
637,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
638,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
639,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
640,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
641,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Forest
642,NULL,Forest,Water,NULL,Water,Water,Grassland,Forest
643,NULL,Forest,Water,Water,Water,Bareland,Grassland,Water
644,NULL,Forest,Water,Water,Water,Water,Wetland,Grassland
645,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
646,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
647,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
648,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
649,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
650,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
651,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
652,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
653,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
654,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
655,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
656,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
657,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
658,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
659,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
660,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
661,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
662,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
663,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
664,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
665,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
666,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
667,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
668,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
669,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
670,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
671,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
672,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
673,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
674,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
