Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R
6786,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6787,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6788,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
6789,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6790,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6791,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
6792,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6793,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6794,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6795,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6796,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
6797,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6798,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6799,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
6800,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6801,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6802,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6803,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6804,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6805,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6806,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6807,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6808,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6809,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6810,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6811,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6812,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6813,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6814,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6815,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6816,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
6817,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6818,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6819,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6820,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
6821,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6822,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6823,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6824,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6825,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Cropland
6826,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
6827,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6828,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6829,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6830,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6831,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6832,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6833,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
6834,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6835,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6836,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6837,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6838,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6839,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6840,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6841,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6842,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6843,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6844,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6845,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
6846,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6847,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6848,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6849,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6850,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6851,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6852,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6853,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Wetland
6854,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
6855,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6856,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6857,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6858,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
6859,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6860,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6861,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
6862,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
6863,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
6864,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
6865,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
6866,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
6867,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Cropland
6868,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
6869,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Cropland
6870,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Wetland
6871,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,Shrubland,Grassland
6872,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
6873,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,Wetland,Cropland
6874,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
6875,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
6876,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6877,Grassland,Cropland,Forest,Water,Non_Wetland,Water,NULL,Grassland
6878,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6879,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6880,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6881,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6882,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6883,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6884,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6885,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6886,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6887,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6888,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6889,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6890,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6891,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6892,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6893,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6894,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6895,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6896,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6897,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6898,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6899,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6900,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6901,Grassland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6902,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
6903,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6904,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6905,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6906,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
6907,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6908,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
6909,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
6910,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6911,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6912,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6913,Grassland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
6914,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
6915,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
6916,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6917,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6918,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
6919,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
6920,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
6921,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6922,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
6923,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6924,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6925,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
6926,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6927,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6928,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6929,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6930,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6931,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6932,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6933,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6934,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6935,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6936,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6937,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
6938,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
6939,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6940,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6941,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6942,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
6943,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6944,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6945,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6946,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6947,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6948,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6949,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6950,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6951,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6952,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6953,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6954,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6955,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6956,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6957,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6958,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6959,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6960,Grassland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
6961,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6962,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6963,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6964,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6965,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6966,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6967,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6968,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6969,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6970,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6971,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6972,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6973,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6974,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6975,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6976,Grassland,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
6977,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6978,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
6979,Grassland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6980,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6981,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6982,Grassland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6983,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6984,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6985,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6986,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
6987,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6988,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6989,Grassland,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6990,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6991,Grassland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6992,Grassland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6993,Grassland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6994,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
6995,Grassland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6996,Grassland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
6997,Grassland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
6998,Grassland,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
6999,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
7000,Grassland,Water,Wetland,Water,Wetland,Forest,Water,Forest
7001,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
7002,Grassland,Water,Water,NULL,Water,Shrubland,Water,Grassland
7003,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7004,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7005,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
7006,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7007,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7008,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7009,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7010,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7011,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7012,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7013,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7014,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7015,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7016,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7017,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7018,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7019,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
7020,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7021,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7022,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7023,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7024,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7025,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7026,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7027,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7028,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7029,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
7030,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7031,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7032,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
7033,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7034,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7035,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7036,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7037,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7038,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7039,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7040,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7041,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7042,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7043,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7044,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7045,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7046,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7047,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7048,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7049,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7050,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7051,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
7052,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7053,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7054,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7055,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7056,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7057,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7058,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7059,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7060,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7061,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7062,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7063,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7064,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7065,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7066,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7067,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7068,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7069,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7070,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7071,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7072,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7073,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7074,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7075,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7076,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7077,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7078,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7079,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7080,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7081,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7082,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7083,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
