Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRK_M_R
1045,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1046,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1047,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1048,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1049,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1050,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1051,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1052,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1053,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1054,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
1055,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1056,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
1057,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
1058,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1059,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1060,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1061,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1062,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1063,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1064,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1065,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1066,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1067,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1068,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1069,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1070,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1071,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1072,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1073,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1074,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1075,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1076,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1077,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1078,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
1079,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
1080,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1081,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1082,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
1083,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1084,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
1085,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1086,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
1087,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
1088,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
1089,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
1090,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1091,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
1092,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1093,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1094,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1095,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
1096,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
1097,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1098,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
1099,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1100,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
1101,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1102,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1103,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1104,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1105,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1106,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1107,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1108,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1109,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1110,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1111,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1112,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1113,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1114,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1115,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1116,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1117,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1118,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
1119,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
1120,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1121,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1122,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1123,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1124,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1125,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1126,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
1127,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1128,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
1129,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1130,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
1131,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1132,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
1133,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
1134,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1135,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
1136,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
1137,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1138,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1139,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1140,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1141,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
1142,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Built-up
1143,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1144,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1145,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1146,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
1147,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1148,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1149,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1150,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1151,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1152,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1153,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
1154,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
1155,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1156,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1157,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
1158,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
1159,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Cropland
1160,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Bareland
1161,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
1162,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1163,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
1164,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
1165,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1166,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1167,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1168,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1169,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1170,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1171,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1172,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1173,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1174,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1175,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1176,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1177,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1178,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1179,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
1180,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
1181,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1182,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1183,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
1184,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
1185,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
1186,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
1187,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
1188,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1189,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1190,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
1191,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
1192,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1193,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1194,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
1195,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1196,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
1197,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1198,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1199,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1200,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1201,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1202,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1203,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1204,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1205,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
1206,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1207,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1208,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
1209,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1210,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
1211,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1212,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
1213,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1214,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
1215,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1216,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
1217,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
1218,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1219,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
1220,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
1221,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
1222,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
1223,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
1224,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1225,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
1226,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
1227,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1228,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
1229,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1230,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1231,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
1232,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,NULL
1233,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1234,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Cropland
1235,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
1236,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
1237,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Bareland
1238,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
1239,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1240,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
1241,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
1242,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
1243,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1244,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
1245,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
1246,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
1247,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
1248,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
1249,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1250,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1251,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1252,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1253,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1254,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1255,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1256,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
1257,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
1258,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
1259,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
1260,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1261,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
1262,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
1263,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
1264,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1265,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
1266,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
1267,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
1268,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Wetland
1269,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1270,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
1271,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
1272,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
1273,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
1274,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
1275,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
1276,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
1277,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Bareland
1278,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
1279,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1280,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1281,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1282,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
1283,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
1284,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
1285,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
1286,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1287,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
1288,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1289,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Bareland
1290,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
1291,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
1292,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
1293,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
1294,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
1295,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
1296,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1297,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
1298,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1299,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
1300,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1301,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1302,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1303,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Cropland
1304,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
1305,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
1306,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Shrubland,Grassland
1307,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
1308,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Wetland
1309,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Bareland
1310,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Built-up,Grassland
1311,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
1312,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1313,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
1314,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
1315,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
1316,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Built-up
1317,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
1318,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
1319,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,NULL
1320,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1321,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
1322,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1323,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1324,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1325,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
1326,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,NULL
1327,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1328,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
1329,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
1330,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
1331,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
1332,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
1333,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,NULL
1334,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
1335,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
1336,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
1337,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
1338,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
1339,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
1340,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,NULL
1341,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1342,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
1343,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
1344,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
1345,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
1346,NULL,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
1347,NULL,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Cropland
1348,NULL,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
1349,NULL,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Water
1350,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
1351,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1352,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
1353,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
1354,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
1355,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1356,NULL,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
1357,NULL,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Wetland
1358,NULL,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Water
1359,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1360,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1361,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1362,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1363,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
1364,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
1365,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
1366,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1367,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1368,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1369,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
