Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R
3837,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3838,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3839,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3840,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3841,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3842,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3843,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3844,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3845,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3846,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
3847,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3848,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3849,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3850,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3851,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3852,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3853,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3854,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3855,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3856,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3857,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3858,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3859,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3860,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3861,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3862,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3863,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3864,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3865,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3866,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3867,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3868,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3869,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3870,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3871,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3872,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3873,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
3874,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3875,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3876,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3877,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3878,NULL,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3879,NULL,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3880,NULL,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3881,NULL,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3882,NULL,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3883,NULL,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3884,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3885,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3886,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3887,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3888,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3889,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3890,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3891,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3892,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3893,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3894,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3895,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3896,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3897,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3898,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3899,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3900,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3901,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3902,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3903,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3904,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3905,NULL,Wetland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3906,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
3907,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3908,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
3909,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
3910,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3911,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
3912,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
3913,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3914,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3915,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3916,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3917,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3918,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3919,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3920,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
3921,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3922,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3923,NULL,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3924,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
3925,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
3926,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
3927,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
3928,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
3929,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
3930,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3931,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3932,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3933,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
3934,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
3935,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
3936,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
3937,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3938,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3939,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,NULL
3940,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3941,NULL,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3942,NULL,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
3943,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3944,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3945,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
3946,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3947,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
3948,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3949,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3950,NULL,Wetland,Built-up,NULL,Non_Wetland,Forest,Water,NULL
3951,NULL,Wetland,Water,NULL,Water,Wetland,Forest,Forest
3952,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3953,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3954,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3955,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3956,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3957,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3958,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3959,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3960,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3961,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
3962,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
3963,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3964,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3965,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3966,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3967,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3968,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3969,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3970,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3971,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3972,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3973,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3974,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3975,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3976,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3977,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3978,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3979,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3980,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3981,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3982,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3983,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
3984,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
3985,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3986,NULL,Wetland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
3987,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3988,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3989,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3990,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3991,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3992,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3993,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3994,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
3995,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3996,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3997,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3998,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
3999,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
4000,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4001,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4002,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
4003,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4004,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4005,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
4006,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4007,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
4008,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4009,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4010,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4011,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4012,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4013,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4014,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4015,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4016,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
4017,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
4018,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
4019,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4020,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4021,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4022,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4023,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
4024,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4025,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
4026,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Built-up,Built-up
4027,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4028,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4029,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4030,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4031,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4032,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4033,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4034,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4035,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4036,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4037,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4038,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4039,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4040,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4041,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
4042,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4043,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4044,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4045,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4046,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
4047,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
4048,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4049,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
4050,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
4051,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
4052,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
4053,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,Built-up
4054,NULL,Bareland,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
4055,NULL,Bareland,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
4056,NULL,Bareland,Wetland,Water,Wetland,Shrubland,Water,Grassland
4057,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
4058,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4059,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
4060,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4061,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4062,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4063,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
4064,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4065,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4066,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
4067,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4068,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
4069,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4070,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4071,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
4072,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4073,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4074,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4075,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
4076,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4077,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4078,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4079,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4080,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4081,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4082,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4083,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
4084,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4085,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4086,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4087,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
4088,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Built-up
4089,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4090,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4091,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
4092,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
4093,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
4094,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
4095,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
4096,NULL,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
4097,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Built-up
4098,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4099,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4100,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4101,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4102,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4103,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4104,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4105,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4106,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4107,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
4108,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
4109,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Shrubland,Water
4110,NULL,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4111,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4112,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4113,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4114,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4115,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4116,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4117,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
4118,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4119,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4120,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4121,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
4122,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4123,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4124,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
4125,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4126,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4127,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
4128,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4129,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
4130,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
4131,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4132,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4133,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4134,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4135,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4136,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4137,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4138,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4139,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4140,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4141,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4142,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4143,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4144,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4145,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4146,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4147,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4148,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4149,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4150,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
4151,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4152,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
4153,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
4154,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4155,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
