Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLH_M_R
1090,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1091,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1092,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1093,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1094,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1095,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1097,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1098,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1099,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1100,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1101,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1102,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1103,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1104,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1105,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1106,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1107,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1108,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1109,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1110,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1112,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1113,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1114,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1115,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1116,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1118,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1119,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1120,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1121,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1122,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1123,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1124,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1125,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1126,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1127,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1128,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1130,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1131,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1132,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1133,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1134,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1135,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1136,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1137,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1138,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1139,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1140,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1141,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1142,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1143,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1144,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1145,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1147,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1148,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1149,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1150,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1151,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1152,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1153,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1154,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1155,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1156,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1157,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1158,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1159,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1160,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1161,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1162,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1163,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1164,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1165,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1166,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1167,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1168,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1169,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1170,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1171,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1172,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1173,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1174,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1175,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1176,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1177,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1178,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1179,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1180,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1181,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1182,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1183,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1184,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1185,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1186,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1188,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1189,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1190,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1191,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1192,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1193,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1194,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1195,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1196,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1197,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1198,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1199,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1200,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1201,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1202,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1203,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
1204,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1205,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1206,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1207,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1208,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
1209,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1210,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1211,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1212,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1213,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1214,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1215,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1216,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1217,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1218,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
1219,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1220,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
1221,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1222,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1223,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1224,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1225,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1226,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1227,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1228,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1229,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1230,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1231,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1232,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1233,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1234,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1235,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1236,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1237,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1238,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1239,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1240,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1241,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1242,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1243,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1244,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1245,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1246,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1247,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1248,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1249,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1250,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1251,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1252,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1253,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1254,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1255,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1256,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1257,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1258,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1259,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1260,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1261,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1262,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1263,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1265,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1266,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1268,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1269,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1270,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1271,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1272,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1273,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1274,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1275,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1276,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1277,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1278,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1279,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1280,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1281,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1283,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1284,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1285,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1286,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1287,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1288,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1289,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1290,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1291,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1292,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1293,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1294,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1295,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1296,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1297,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1298,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1299,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1300,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1301,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1302,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1304,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1305,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1306,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1307,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1308,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1309,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1310,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1311,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1312,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1313,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1314,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1315,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1316,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1317,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1318,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1319,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1320,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1321,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1322,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1323,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1324,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1325,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1326,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1327,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1328,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1329,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1330,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1331,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1332,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1333,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1334,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1335,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1336,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
1337,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1338,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1339,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1340,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1341,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1342,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1343,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1344,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1345,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1346,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1347,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Wetland
1348,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1349,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1350,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1351,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1352,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1353,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1354,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1355,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1356,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1357,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1358,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1359,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1361,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1362,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1363,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1364,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1365,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1366,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1367,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1368,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1369,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1370,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
1371,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1372,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1373,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1374,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1375,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1376,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1377,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1378,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1379,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1380,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1381,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1382,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1383,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1384,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1385,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1386,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1387,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1388,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1389,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1390,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1391,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1392,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1393,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1394,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1395,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1396,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1397,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1398,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1399,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1400,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1401,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1402,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1403,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1404,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1405,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1406,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1407,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1408,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1409,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1410,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1411,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1412,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1413,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1414,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1415,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1416,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1417,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1418,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1419,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1420,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1421,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
