Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYN_M_R
327,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
328,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
329,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
330,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
331,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
332,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
333,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
334,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
335,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
336,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
337,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
338,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
339,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
340,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
341,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
342,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
343,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
345,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
346,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
347,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
348,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
349,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
350,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
351,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
352,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
353,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
354,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
355,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
356,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
357,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
358,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
359,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
360,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
361,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
362,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
363,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
364,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
365,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
366,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
367,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
368,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
369,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
370,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
371,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
372,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
373,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
374,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
375,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
376,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
377,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
378,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
379,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
387,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
388,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
389,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
390,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
391,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
392,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
393,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
394,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
395,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
396,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
397,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
398,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
399,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
400,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
401,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
402,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
403,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
404,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
405,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
406,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
408,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
409,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
410,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
411,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
412,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
414,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
415,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
416,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
418,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
419,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
420,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
421,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
422,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
423,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
424,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
425,NULL,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
426,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
427,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
428,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
429,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
430,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
431,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
432,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
433,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
434,NULL,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
435,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
436,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
437,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
439,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
440,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
441,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
442,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
443,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
444,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
445,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
446,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
447,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
448,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
449,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
450,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
451,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
452,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
453,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
454,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
455,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
456,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
457,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
458,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
459,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
460,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
461,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
462,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
463,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Water
464,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
465,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
466,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
467,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
468,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
469,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
470,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
471,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
472,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
473,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
474,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
475,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
476,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
477,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
478,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
479,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
480,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
481,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
482,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
483,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
484,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
485,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
486,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
487,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
488,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
489,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
490,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
491,NULL,Water,Water,NULL,Water,Grassland,Grassland,Forest
492,NULL,Water,Water,Water,Water,Grassland,Wetland,Grassland
493,NULL,Water,Water,Water,Water,Grassland,Water,Bareland
494,NULL,Water,Water,Water,Water,Water,Water,Water
495,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
497,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
498,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
499,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
500,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
501,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
502,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
503,NULL,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
504,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
505,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
506,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
507,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
508,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
509,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
510,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
511,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
512,NULL,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
513,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
514,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
515,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
516,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
517,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
518,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
519,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
520,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
521,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
522,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
523,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
524,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
525,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
526,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
527,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
528,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
530,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
531,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
532,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
533,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
534,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
535,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
536,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
537,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
538,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
539,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
540,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
541,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
542,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
544,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
545,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
546,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
547,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
548,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
549,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
550,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
551,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
552,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
553,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
554,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
555,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
556,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
557,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
558,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
559,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
560,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
561,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
562,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
563,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
564,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
565,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
566,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
567,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
568,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
569,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
570,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
571,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
572,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
573,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
574,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
575,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
576,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
577,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
578,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
579,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
580,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
581,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
582,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
583,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
584,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
585,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
586,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
587,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
588,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
589,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
590,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
591,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
592,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
593,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
594,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
595,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
596,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
597,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
598,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
599,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
600,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
601,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
602,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
603,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
604,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
605,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
606,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
607,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
608,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
609,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
610,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
611,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
612,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
613,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
614,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
615,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
616,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
617,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
618,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
619,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
620,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
621,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
622,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
623,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
624,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
625,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
626,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
627,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
628,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
629,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
630,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
631,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
632,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
633,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
634,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
635,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
636,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
637,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
638,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
639,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
640,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
641,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
642,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
643,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
644,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
645,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
646,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
647,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
648,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
649,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
650,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
651,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
652,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
653,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
654,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
655,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
656,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
657,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
658,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
659,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
660,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
661,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
662,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
