Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUB_M_R
5863,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5864,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5865,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5866,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5867,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
5868,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
5869,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
5870,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5871,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
5872,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
5873,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
5874,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
5875,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
5876,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
5877,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5878,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
5879,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5880,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5881,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
5882,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5883,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5884,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5885,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5886,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
5887,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5888,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5889,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5890,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5891,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5892,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5893,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5894,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5895,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5896,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5897,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5898,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5899,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5900,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5901,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
5902,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5903,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
5904,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5905,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
5906,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
5907,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
5908,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
5909,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5910,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5911,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5912,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
5913,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
5914,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5915,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5916,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5917,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5918,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
5919,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
5920,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5921,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5922,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5923,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5924,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5925,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5926,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5927,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5928,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5929,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5930,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5931,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
5932,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5933,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
5934,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
5935,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
5936,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5937,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
5938,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
5939,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
5940,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5941,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5942,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5943,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5944,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5945,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5946,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5947,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5948,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5949,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5950,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
5951,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5952,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5953,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5954,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5955,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5956,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5957,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5958,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5959,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5960,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5961,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5962,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5963,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5964,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
5965,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5966,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
5967,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5968,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
5969,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
5970,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
5971,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
5972,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
5973,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
5974,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5975,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5976,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5977,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
5978,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5979,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
5980,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5981,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
5982,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
5983,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
5984,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
5985,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5986,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
5987,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
5988,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
5989,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
5990,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
5991,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5992,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
5993,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
5994,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5995,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
5996,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
5997,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
5998,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
5999,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6000,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
6001,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
6002,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
6003,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
6004,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
6005,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
6006,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
6007,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6008,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
6009,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
6010,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6011,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
6012,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
6013,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Grassland
6014,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Wetland
6015,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Bareland
6016,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6017,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6018,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
6019,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6020,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6021,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6022,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
6023,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
6024,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6025,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6026,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
6027,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Wetland
6028,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Built-up
6029,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6030,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
6031,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
6032,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
6033,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
6034,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Grassland
6035,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
6036,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6037,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6038,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
6039,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6040,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6041,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6042,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6043,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
6044,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6045,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
6046,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
6047,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
6048,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6049,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6050,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6051,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
6052,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
6053,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6054,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6055,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
6056,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6057,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
6058,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6059,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6060,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
6061,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Forest
6062,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
6063,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,NULL,Grassland
6064,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
6065,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,NULL
6066,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
6067,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
6068,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Forest
6069,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6070,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
6071,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
6072,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
6073,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Grassland
6074,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
6075,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Built-up,Grassland
6076,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Forest,NULL
6077,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Forest,Forest
6078,NULL,Built-up,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
6079,NULL,Built-up,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6080,NULL,Built-up,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
6081,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
6082,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
6083,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Built-up,Grassland
6084,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
6085,NULL,Built-up,Forest,Water,Non_Wetland,Water,Built-up,Forest
6086,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6087,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6088,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6089,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6090,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6091,NULL,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
6092,NULL,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
6093,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6094,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6095,NULL,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6096,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6097,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6098,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6099,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6100,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6101,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6102,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6103,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6104,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
6105,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6106,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6107,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6108,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
6109,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6110,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6111,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6112,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6113,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6114,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
6115,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6116,NULL,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
6117,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6118,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
6119,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
6120,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6121,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
6122,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6123,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6124,NULL,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
6125,NULL,Water,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
6126,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6127,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
6128,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6129,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6130,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6131,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6132,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
6133,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
6134,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
6135,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6136,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6137,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6138,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6139,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Built-up
6140,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
6141,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
6142,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6143,NULL,Water,NULL,Non_Water,Non_Wetland,Forest,Bareland,Grassland
6144,NULL,Water,NULL,Non_Water,Non_Wetland,Forest,Bareland,Water
6145,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6146,NULL,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
6147,NULL,Water,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
6148,NULL,Water,NULL,Water,Non_Wetland,NULL,Bareland,Wetland
6149,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6150,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
6151,NULL,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
6152,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
6153,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
6154,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
6155,NULL,Water,NULL,Water,Non_Wetland,Water,Water,NULL
6156,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6157,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6158,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6159,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6160,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6161,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6162,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
6163,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6164,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6165,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6166,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6167,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6168,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6169,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6170,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6171,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
6172,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6173,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6174,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6175,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6176,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
6177,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
6178,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6179,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6180,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6181,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6182,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6183,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
6184,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6185,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6186,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6187,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6188,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
6189,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
