Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R
2165,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
2166,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Bareland
2167,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
2168,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
2169,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
2170,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
2171,NULL,NULL,Water,NULL,Water,Bareland,NULL,Water
2172,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
2173,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2174,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
2175,NULL,NULL,Water,NULL,Water,Water,NULL,Grassland
2176,NULL,NULL,Water,NULL,Water,Water,Shrubland,Grassland
2177,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
2178,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
2179,NULL,NULL,Water,NULL,Water,Water,Water,NULL
2180,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
2181,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2182,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2183,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2184,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
2185,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,Cropland
2186,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
2187,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Bareland
2188,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Water
2189,NULL,NULL,Water,Non_Water,Water,NULL,Water,Water
2190,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,NULL
2191,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
2192,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
2193,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Water
2194,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
2195,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
2196,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
2197,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Cropland
2198,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Wetland
2199,NULL,NULL,Water,Non_Water,Water,Shrubland,Built-up,Bareland
2200,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Water
2201,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
2202,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
2203,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,NULL
2204,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
2205,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Cropland
2206,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Wetland
2207,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,NULL
2208,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2209,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
2210,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
2211,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
2212,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
2213,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
2214,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
2215,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
2216,NULL,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
2217,NULL,NULL,Water,Non_Water,Water,Water,Water,Cropland
2218,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
2219,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
2220,NULL,NULL,Water,Water,Water,NULL,NULL,Water
2221,NULL,NULL,Water,Water,Water,NULL,Shrubland,NULL
2222,NULL,NULL,Water,Water,Water,NULL,Shrubland,Grassland
2223,NULL,NULL,Water,Water,Water,NULL,Shrubland,Bareland
2224,NULL,NULL,Water,Water,Water,NULL,Shrubland,Forest
2225,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
2226,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
2227,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
2228,NULL,NULL,Water,Water,Water,NULL,Water,Water
2229,NULL,NULL,Water,Water,Water,NULL,Water,Forest
2230,NULL,NULL,Water,Water,Water,Shrubland,NULL,Grassland
2231,NULL,NULL,Water,Water,Water,Shrubland,NULL,Wetland
2232,NULL,NULL,Water,Water,Water,Shrubland,NULL,Water
2233,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
2234,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Water
2235,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
2236,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
2237,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Water
2238,NULL,NULL,Water,Water,Water,Shrubland,Water,NULL
2239,NULL,NULL,Water,Water,Water,Shrubland,Water,Grassland
2240,NULL,NULL,Water,Water,Water,Shrubland,Water,Wetland
2241,NULL,NULL,Water,Water,Water,Shrubland,Water,Bareland
2242,NULL,NULL,Water,Water,Water,Shrubland,Water,Water
2243,NULL,NULL,Water,Water,Water,Shrubland,Water,Forest
2244,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
2245,NULL,NULL,Water,Water,Water,Grassland,NULL,Water
2246,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2247,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
2248,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
2249,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
2250,NULL,NULL,Water,Water,Water,Grassland,Water,Water
2251,NULL,NULL,Water,Water,Water,Bareland,NULL,Cropland
2252,NULL,NULL,Water,Water,Water,Built-up,Grassland,Bareland
2253,NULL,NULL,Water,Water,Water,Water,NULL,Grassland
2254,NULL,NULL,Water,Water,Water,Water,NULL,Cropland
2255,NULL,NULL,Water,Water,Water,Water,NULL,Water
2256,NULL,NULL,Water,Water,Water,Water,Shrubland,Water
2257,NULL,NULL,Water,Water,Water,Water,Water,Cropland
2258,NULL,NULL,Water,Water,Water,Water,Water,Water
2259,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2260,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2261,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2262,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2263,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2264,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2265,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2266,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2267,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2268,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2269,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
2270,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2271,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
2272,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
2273,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2274,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2275,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2276,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2277,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2278,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2279,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2280,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2281,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2282,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2283,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2284,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
2285,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2286,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2287,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2288,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2289,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
2290,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2291,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2292,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2293,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2294,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2295,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2296,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2297,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2298,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
2299,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
2300,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2301,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2302,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2303,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2304,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2305,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2306,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2307,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
2308,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2309,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2310,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2311,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2312,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2313,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2314,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2315,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2316,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2317,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2318,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2319,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
2320,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2321,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2322,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
2323,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2324,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2325,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2326,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2327,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
2328,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2329,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2330,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2331,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2332,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2333,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2334,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2335,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
2336,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2337,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2338,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2339,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2340,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2341,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2342,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2343,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
2344,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2345,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2346,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2347,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2348,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2349,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2350,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2351,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2352,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2353,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2354,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2355,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2356,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2357,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2358,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2359,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2360,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2361,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2362,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
2363,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2364,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2366,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2367,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2368,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2369,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
2370,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2371,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2372,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2373,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2374,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2375,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,NULL
2376,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
2377,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2378,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2379,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2380,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2381,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2382,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2383,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2384,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2385,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2386,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2387,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2388,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2389,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2390,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2391,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2392,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2393,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2394,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2395,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2396,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2397,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2398,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
2399,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2400,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2401,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2402,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2403,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2404,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2405,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2406,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2407,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2408,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2409,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2410,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2411,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2412,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2413,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
2414,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2415,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
2416,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2417,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
2418,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2419,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2420,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2421,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2422,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2423,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2424,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2425,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2426,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
2427,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
2428,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2429,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2430,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2431,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2432,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2433,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2434,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2435,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2436,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2437,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2438,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2439,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2440,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2441,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2442,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2443,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2444,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2445,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2446,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
2447,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2448,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
2449,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2450,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2451,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
2452,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2453,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2454,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2455,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
2456,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2457,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
2458,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2459,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2460,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2461,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
2462,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2463,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
2464,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2465,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2466,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2467,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
2468,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2469,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
2470,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2471,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
2472,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
2473,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2474,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
2475,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
2476,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2477,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2478,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2479,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2480,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
2481,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2482,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2483,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2484,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
2485,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2486,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2487,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2488,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2489,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2490,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
2491,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2492,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
2493,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2494,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,NULL
2495,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Shrubland,Forest
2496,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
2497,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2498,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2499,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2500,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
2501,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
2502,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2503,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2504,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
2505,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2506,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
2507,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
