Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFU_M_R
4963,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4964,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4965,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4966,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
4967,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4968,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4969,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4970,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4971,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4972,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4973,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4974,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4975,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4976,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4977,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4978,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4979,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4980,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4981,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4982,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4983,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4984,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4985,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4986,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4987,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4988,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4989,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4990,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4991,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4992,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4993,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4994,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4995,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4996,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
4997,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
4998,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4999,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5000,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5001,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5002,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5003,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5004,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5005,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5006,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5007,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5008,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5009,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5010,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5011,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5012,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5013,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5014,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5015,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5016,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5017,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5018,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5019,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5020,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5021,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5022,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5023,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5024,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5025,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5026,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
5027,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5028,Grassland,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5029,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5030,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5031,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5032,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5033,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
5034,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5035,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5036,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5037,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5038,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5039,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5040,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5041,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5042,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5043,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
5044,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
5045,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
5046,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5047,Grassland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
5048,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5049,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5050,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5051,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
5052,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
5053,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
5054,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5055,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
5056,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5057,Grassland,Forest,Water,NULL,Water,NULL,Water,Forest
5058,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
5059,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5060,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5061,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5062,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5063,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5064,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5065,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5066,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5067,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5068,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5069,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5070,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5071,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5072,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5073,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5074,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5075,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5076,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5077,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5078,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5079,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5080,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5081,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5082,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5083,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5084,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5085,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5086,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5087,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5088,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5089,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5090,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5091,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5092,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5093,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5094,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5095,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5096,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5097,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5098,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5099,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5100,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5101,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5102,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5103,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5104,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
5105,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5106,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
5107,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5108,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5109,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5110,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5111,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5112,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5113,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5114,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5115,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5116,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5117,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
5118,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5119,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5120,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5121,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5122,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
5123,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
5124,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5125,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5126,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5127,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5128,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5129,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5130,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5131,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5132,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5133,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5134,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5135,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5136,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5137,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5138,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5139,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5140,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5141,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
5142,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
5143,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5144,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5145,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5146,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5147,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5148,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5149,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5150,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5151,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
5152,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5153,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5154,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5155,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5156,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
5157,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5158,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5159,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5160,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5161,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5162,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5163,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5164,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5165,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5166,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5167,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5168,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5169,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
5170,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5171,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
5172,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5173,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5174,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
5175,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5176,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5177,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5178,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5179,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5180,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5181,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5182,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
5183,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5184,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5185,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
5186,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5187,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
5188,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
5189,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
5190,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5191,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
5192,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5193,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5194,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5195,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5196,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5197,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5198,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5199,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5200,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5201,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5202,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5203,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5204,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5205,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
5206,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5207,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5208,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5209,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5210,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5211,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
5212,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
5213,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
5214,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5215,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5216,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
5217,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
5218,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5219,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5220,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5221,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5222,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5223,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5224,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5225,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5226,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5227,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5228,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5229,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5230,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5231,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5232,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5233,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5234,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5235,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5236,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5237,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5238,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5239,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5240,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5241,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5242,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5243,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5244,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5245,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5246,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5247,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5248,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
5249,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5250,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5251,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5252,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5253,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5254,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5255,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5256,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5257,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5258,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
5259,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5260,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5261,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5262,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5263,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
5264,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
5265,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5266,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5267,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5268,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5269,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
5270,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5271,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5272,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
5273,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5274,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5275,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5276,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5277,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5278,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5279,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5280,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5281,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
