Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVA_M_R
2594,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2595,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2596,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2597,Grassland,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
2598,Grassland,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
2599,Grassland,Wetland,Water,Non_Water,Water,Water,Grassland,Water
2600,Grassland,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
2601,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2602,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
2603,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2604,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Water
2605,Grassland,Wetland,Water,Non_Water,Water,Forest,Grassland,Wetland
2606,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
2607,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
2608,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
2609,Grassland,Wetland,Water,Water,Water,Grassland,NULL,Wetland
2610,Grassland,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
2611,Grassland,Wetland,Water,Water,Water,Grassland,Grassland,Water
2612,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
2613,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Water
2614,Grassland,Wetland,Water,Water,Water,Grassland,Water,Wetland
2615,Grassland,Wetland,Water,Water,Water,Grassland,Water,Water
2616,Grassland,Wetland,Water,Water,Water,Wetland,NULL,Wetland
2617,Grassland,Wetland,Water,Water,Water,Wetland,NULL,Water
2618,Grassland,Wetland,Water,Water,Water,Wetland,NULL,Forest
2619,Grassland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
2620,Grassland,Wetland,Water,Water,Water,Wetland,Grassland,Water
2621,Grassland,Wetland,Water,Water,Water,Wetland,Grassland,Forest
2622,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2623,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
2624,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
2625,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
2626,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
2627,Grassland,Wetland,Water,Water,Water,Water,NULL,Wetland
2628,Grassland,Wetland,Water,Water,Water,Water,NULL,Water
2629,Grassland,Wetland,Water,Water,Water,Water,Grassland,Wetland
2630,Grassland,Wetland,Water,Water,Water,Water,Grassland,Water
2631,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
2632,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
2633,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
2634,Grassland,Wetland,Water,Water,Water,Water,Water,Water
2635,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2636,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2637,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2638,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2639,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2640,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2641,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2642,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2643,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2644,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2645,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2646,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2647,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2648,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2649,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2650,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2651,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2652,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2653,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2654,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2655,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2656,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2657,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2658,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2659,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2660,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2661,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2662,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
2663,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2664,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2665,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2666,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2667,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2668,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2669,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2670,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2671,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2672,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2673,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2674,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2675,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2676,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2677,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2678,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
2679,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2680,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2681,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
2682,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
2683,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2684,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2685,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2686,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
2687,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2688,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2689,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
2690,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2691,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2692,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2693,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
2694,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
2695,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2696,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2697,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2698,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2699,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
2700,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2701,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
2702,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Water
2703,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
2704,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2705,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2706,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
2707,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Water
2708,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2709,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2710,Grassland,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2711,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2712,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2713,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2714,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2715,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2716,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2717,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2718,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2719,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2720,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2721,Grassland,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2722,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
2723,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2724,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2725,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2726,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2727,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2728,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2729,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
2730,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2731,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2732,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2733,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2734,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2735,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2736,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2737,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2738,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2739,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2740,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2741,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2742,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2743,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2744,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2745,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
2746,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Water
2747,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2748,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
2749,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
2750,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2751,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2752,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
2753,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
2754,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
2755,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Water
2756,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
2757,Grassland,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
2758,Grassland,Water,Water,Non_Water,Water,Grassland,Grassland,Water
2759,Grassland,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
2760,Grassland,Water,Water,Non_Water,Water,Wetland,Grassland,Water
2761,Grassland,Water,Water,Non_Water,Water,Water,Water,Wetland
2762,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
2763,Grassland,Water,Water,Water,Water,Wetland,Grassland,Water
2764,Grassland,Water,Water,Water,Water,Wetland,Water,Water
2765,Grassland,Water,Water,Water,Water,Water,NULL,Wetland
2766,Grassland,Water,Water,Water,Water,Water,Grassland,Water
2767,Grassland,Water,Water,Water,Water,Water,Wetland,Water
2768,Grassland,Water,Water,Water,Water,Water,Water,Wetland
2769,Grassland,Water,Water,Water,Water,Water,Water,Water
2770,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2771,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2772,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2773,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2774,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2775,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2776,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2777,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2778,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2779,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2780,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2781,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2782,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2783,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2784,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2785,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2786,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2787,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2788,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2789,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2790,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2791,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2792,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2793,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2794,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2795,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2796,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2797,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2798,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2799,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2800,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2801,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2802,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2803,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
2804,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2805,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2806,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2807,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2808,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
2809,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2810,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2811,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
2812,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2813,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2814,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2815,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
2816,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2817,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2818,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
2819,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2820,Grassland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
2821,Grassland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2822,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
2823,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2824,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2825,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
2826,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
2827,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2828,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2829,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
2830,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2831,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
2832,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2833,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2834,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2835,Grassland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2836,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2837,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
2838,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2839,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2840,Grassland,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
2841,Grassland,Forest,Wetland,Water,Wetland,Grassland,NULL,Wetland
2842,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2843,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
2844,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2845,Grassland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2846,Grassland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
2847,Grassland,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
2848,Grassland,Forest,Wetland,Water,Wetland,Water,Grassland,Water
2849,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2850,Grassland,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
2851,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2852,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2853,Grassland,Forest,Water,Non_Water,Water,Grassland,Grassland,Wetland
2854,Grassland,Forest,Water,Non_Water,Water,Wetland,Grassland,Wetland
2855,Grassland,Forest,Water,Non_Water,Water,Water,NULL,Wetland
2856,Grassland,Forest,Water,Non_Water,Water,Water,Grassland,Wetland
2857,Grassland,Forest,Water,Non_Water,Water,Water,Grassland,Water
2858,Grassland,Forest,Water,Non_Water,Water,Water,Water,Wetland
2859,Grassland,Forest,Water,Water,Water,Grassland,Grassland,Wetland
2860,Grassland,Forest,Water,Water,Water,Wetland,Grassland,Water
2861,Grassland,Forest,Water,Water,Water,Wetland,Water,Wetland
2862,Grassland,Forest,Water,Water,Water,Water,NULL,Wetland
2863,Grassland,Forest,Water,Water,Water,Water,Grassland,Wetland
2864,Grassland,Forest,Water,Water,Water,Water,Grassland,Water
2865,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
2866,Grassland,Forest,Water,Water,Water,Water,Water,Water
2867,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2868,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2869,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2870,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2871,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2872,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2873,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2874,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2875,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2876,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2877,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2878,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2879,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2880,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2881,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2882,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2883,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2884,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2885,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2886,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2887,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2888,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2889,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2890,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2891,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2892,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2893,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2894,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
2895,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2896,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2897,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2898,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
2899,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2900,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
2901,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2902,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2903,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2904,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2905,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2906,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
2907,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
2908,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2909,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2910,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
