Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDG_M_R
1637,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1638,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1639,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1640,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1662,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1663,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1665,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1666,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1667,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
1668,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1669,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
1670,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1671,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1672,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
1673,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1674,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1675,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1676,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1677,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1678,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1679,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1680,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1681,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1682,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1683,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1684,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1685,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1686,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1687,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1688,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1689,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1690,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1691,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
1692,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1693,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1694,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
1695,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
1696,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
1697,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1698,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1699,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1700,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1701,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1702,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1703,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1704,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1705,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1706,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1707,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1708,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1709,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1710,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1711,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1712,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1713,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1714,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1715,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1716,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1717,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1718,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1719,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1720,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
1721,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1722,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1723,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1724,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1725,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1726,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1727,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1728,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1729,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1730,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1731,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1732,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1733,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1734,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1735,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1736,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1737,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1738,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
1739,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1740,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1741,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1742,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1743,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1744,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1745,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1746,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1747,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1748,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1749,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1750,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1751,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1752,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1753,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1754,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1755,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1756,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1757,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1758,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1759,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1760,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1761,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1762,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1763,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1764,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1765,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1766,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
1767,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1768,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1769,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1770,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1771,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1772,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1773,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
1774,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1775,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1776,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1777,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1778,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1779,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1780,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1781,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1782,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1783,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1784,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1785,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
1786,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1787,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1788,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1789,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1790,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1791,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1792,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1793,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1794,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1795,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1796,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1797,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1798,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1799,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1800,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1801,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1802,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1803,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
1804,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
1805,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1806,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1807,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1808,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1809,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1810,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1811,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1812,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1813,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1814,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1815,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1816,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1817,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1818,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1819,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1820,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1821,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1822,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
1823,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1824,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1825,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1826,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1827,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1828,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1829,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
1830,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1831,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1832,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1833,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1834,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1835,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1836,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1837,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1838,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1839,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1840,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1841,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1842,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1843,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1844,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1845,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1846,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1847,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1848,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1849,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1850,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1851,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1852,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1853,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1854,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1855,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1856,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1857,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1858,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1859,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1860,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1861,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1862,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1863,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1864,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1865,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1866,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1867,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1868,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1869,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1870,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1871,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1872,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1873,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1874,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1875,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1876,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1877,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1878,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1879,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1880,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1881,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1882,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1883,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1884,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1885,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1886,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Built-up
1887,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1888,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1889,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1890,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1891,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1892,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1893,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
1894,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1895,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1896,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1897,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1898,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1899,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
1900,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1901,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1902,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1903,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1904,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1905,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1906,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1907,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1908,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1909,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1910,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1911,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1912,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1913,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1914,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1915,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1916,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1917,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1918,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1919,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1920,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
1921,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1922,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1923,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1924,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1925,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1926,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1927,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
1928,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1929,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
1930,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1931,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1932,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1933,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1934,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,NULL
1935,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1936,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
1937,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
1938,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1939,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1940,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
1941,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
1942,NULL,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
1943,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1944,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1945,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Water
1946,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
1947,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
1948,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1949,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
1950,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1951,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
