Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKU_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
323,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Bareland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
333,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
350,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
351,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
356,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
357,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
360,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
363,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
367,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
369,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
371,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
375,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
378,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
383,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
386,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
390,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
392,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
396,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
398,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
399,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
400,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
401,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
402,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
403,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
404,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
405,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
406,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
407,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
408,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
409,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
410,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
411,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
412,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
413,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
414,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
415,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
416,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
417,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
418,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
419,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
420,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
421,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
422,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
423,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
424,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
425,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
426,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
427,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
428,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
429,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
430,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
431,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
432,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
433,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
435,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
436,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
438,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
439,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
440,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
441,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
442,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
443,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
444,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
445,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
447,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
448,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
449,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
450,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
451,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
452,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
453,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
454,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
455,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
456,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
457,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
458,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
459,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
460,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
461,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
462,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Built-up
463,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Cropland
465,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
466,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
467,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
468,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
469,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Wetland
470,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
471,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Cropland
472,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
473,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
474,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
475,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
476,NULL,NULL,Wetland,NULL,Wetland,Cropland,Bareland,Grassland
477,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
478,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Wetland
479,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
480,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Wetland
481,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
482,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
483,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
484,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
485,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
486,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
487,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
488,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
489,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
490,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
491,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
492,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
493,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
494,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
495,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
496,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
497,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
498,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
499,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
500,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
501,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
502,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
503,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
504,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
505,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
506,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
507,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
508,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
509,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
510,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
511,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
512,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
513,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
514,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
515,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
516,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
517,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
518,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
519,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
520,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
521,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
522,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
523,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
524,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
525,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
526,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
527,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
528,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
529,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
530,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
531,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
532,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
533,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
534,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
535,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
536,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
537,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
538,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
539,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
540,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
541,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
542,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
543,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
544,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
545,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
546,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
547,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
548,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
549,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
550,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
551,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
552,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
553,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
554,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
555,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
556,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
557,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
558,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
559,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
560,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
561,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Cropland
562,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
563,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
564,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
565,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
566,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Forest,Grassland
567,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Forest,Wetland
568,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
569,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
570,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
571,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
572,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
573,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
574,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
575,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
576,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
577,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
578,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
579,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
580,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
581,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
582,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
583,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
584,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
585,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
586,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
587,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
588,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
589,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
591,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
592,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
593,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
594,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
595,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
596,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
597,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
598,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
599,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
600,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
601,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
602,NULL,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
603,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
604,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
605,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
606,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
607,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
608,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
609,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
610,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
611,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
612,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
613,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
614,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
615,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
616,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Wetland
617,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
618,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Wetland
619,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
620,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
621,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
622,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
623,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
624,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Cropland
625,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
626,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
627,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
628,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
629,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
630,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
631,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
632,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Cropland
633,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
634,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
635,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
636,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
637,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
638,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
639,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
640,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
641,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
642,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
643,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
644,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
645,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
646,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
647,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
648,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
649,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
650,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
651,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
652,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Water
653,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Grassland
654,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
655,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
656,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
657,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
658,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
659,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Built-up
660,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
661,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
662,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
663,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
664,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
665,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
666,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
667,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
