Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVN_M_R
3361,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3362,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3363,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3364,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3365,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3366,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3367,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3368,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3369,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3370,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3371,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3372,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3373,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3374,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3375,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3376,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3377,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3378,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3379,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3380,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3381,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3382,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3383,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3384,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3385,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3386,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3387,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3388,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3389,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3390,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3391,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3392,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3393,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3394,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3395,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3396,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3397,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3398,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3399,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3400,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3401,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3402,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3403,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3404,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3405,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3406,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3407,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3408,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3409,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3410,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3411,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3412,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3413,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
3414,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
3415,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
3416,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3417,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3418,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3419,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3420,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3421,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3422,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3423,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3424,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3425,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3426,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3427,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3428,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3429,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
3430,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
3431,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3432,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3433,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3434,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Water
3435,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3436,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3437,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3438,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3439,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3440,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3441,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
3442,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3443,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3444,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3445,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3446,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3447,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3448,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3449,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3450,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3451,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3452,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3453,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3454,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3455,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3456,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3457,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3458,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3459,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3460,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3461,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3462,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3463,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3464,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3465,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3466,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3467,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3468,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3469,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3470,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3471,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3472,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3473,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3474,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3475,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3476,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3477,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3478,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3479,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3480,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3481,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3482,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3483,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3484,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3485,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3486,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3487,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3488,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3489,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3490,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3491,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3492,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3493,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3494,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
3495,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3496,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3497,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3498,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3499,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3500,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3501,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3502,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3503,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3504,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3505,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3506,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3507,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3508,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3509,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3510,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3511,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
3512,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3513,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3514,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3515,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3516,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3517,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3518,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3519,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3520,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
3521,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3522,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3523,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3524,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3525,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3526,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3527,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3528,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3529,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3530,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3531,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3532,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3533,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3534,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3535,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
3536,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
3537,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3538,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3539,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3540,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3541,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3542,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3543,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3544,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3545,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3546,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3547,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3548,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3549,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3550,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3551,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3552,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3553,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3554,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3555,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3556,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3557,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3558,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3559,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3560,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3561,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3562,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3563,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3564,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3565,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3566,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3567,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3568,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3569,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3570,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3571,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3572,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3573,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3574,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3575,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3576,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3577,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3578,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3579,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3580,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3581,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3582,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3583,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3584,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3585,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3586,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3587,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3588,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3589,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3590,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3591,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3592,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3593,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3594,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3595,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3596,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3597,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
3598,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
3599,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3600,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3601,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3602,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3603,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3604,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
3605,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
3606,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3607,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3608,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3609,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3610,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3611,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3612,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3613,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3614,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3615,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3616,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3617,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3618,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3619,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3620,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3621,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3622,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3623,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3624,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3625,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3626,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3627,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3628,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3629,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3630,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3631,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3632,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3633,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3634,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3635,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3636,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3637,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3638,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3639,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3640,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3641,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3642,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3643,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3644,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3645,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3646,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3647,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3648,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3649,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3650,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3651,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3652,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
3653,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3654,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3655,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3656,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3657,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3658,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3659,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3660,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3661,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3662,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3663,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3664,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3665,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3666,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3667,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3668,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3669,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3670,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
3671,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3672,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
3673,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
3674,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
3675,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3676,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3677,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3678,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
