Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWQ_M_R
1727,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1728,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1729,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1730,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1731,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1732,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1733,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1734,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1735,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1736,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1737,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
1738,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1739,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1740,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1741,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1742,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1743,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1744,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1745,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1746,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1747,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1748,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1749,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1750,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1751,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1752,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1753,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1754,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1755,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1756,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1757,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1758,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1759,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1760,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1761,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1762,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1763,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1764,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1765,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1766,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1767,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1768,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1769,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1770,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1771,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1772,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1773,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1774,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1775,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1776,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1777,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1778,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1779,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1780,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1781,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1782,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1783,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1784,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1785,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1786,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1787,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1789,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1790,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1791,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1792,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1793,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1794,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1795,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1796,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1797,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1798,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1799,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1800,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1801,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1802,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1803,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1804,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1805,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1806,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1807,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1808,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1809,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1810,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1811,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1812,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1813,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1814,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1815,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1816,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1817,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1818,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1819,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1820,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1821,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1822,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1823,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1824,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1825,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1826,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1827,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1828,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1829,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1830,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1831,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1832,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1833,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1834,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1835,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1836,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1837,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1838,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1839,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1840,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1841,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1842,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1843,Forest,Water,Water,Water,Water,NULL,NULL,Water
1844,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1845,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1846,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1847,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1848,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1849,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1850,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1851,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1852,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1853,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1854,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1855,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1856,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1857,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1858,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1859,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1860,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1861,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1862,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1863,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1864,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1865,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1866,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1867,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1868,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1869,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1870,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1871,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1872,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1873,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1874,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1875,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1876,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1877,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1878,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1879,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1880,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1881,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1882,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1883,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1884,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1885,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1886,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1887,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1888,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1889,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1890,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1891,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1892,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1893,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1894,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1895,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1896,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1897,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1898,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1899,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1900,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1901,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1902,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1903,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1904,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1905,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1906,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1907,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1908,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1909,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1910,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1911,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1912,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1913,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1914,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1915,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1916,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1917,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1918,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1919,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1920,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1921,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1922,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1923,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1924,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1925,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1926,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1927,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1928,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1929,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1930,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1931,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1932,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1933,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1934,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1935,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1936,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1937,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1938,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1939,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1940,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1941,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1942,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1943,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1944,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1945,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1946,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1947,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1948,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1949,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1950,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1951,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1952,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1953,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1954,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1955,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1956,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1957,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1958,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1959,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1960,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1961,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1962,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1963,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1964,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1965,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1966,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1967,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1968,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1969,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1970,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1971,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1972,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1973,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1974,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1975,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1976,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1977,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1978,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
