Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNR_M_R
2167,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Forest
2168,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2169,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2170,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2171,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
2172,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2173,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
2174,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Forest
2175,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Forest
2176,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2177,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Grassland
2178,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2179,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Forest
2180,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Forest
2181,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
2182,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
2183,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,NULL,Forest
2184,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
2185,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
2186,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
2187,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
2188,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
2189,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Bareland
2190,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
2191,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
2192,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
2193,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
2194,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Forest
2195,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2196,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
2197,NULL,Built-up,Water,NULL,Water,NULL,Water,Forest
2198,NULL,Built-up,Water,NULL,Water,Wetland,NULL,Grassland
2199,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
2200,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
2201,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
2202,NULL,Built-up,Water,NULL,Water,Built-up,Water,Water
2203,NULL,Built-up,Water,NULL,Water,Built-up,Water,Forest
2204,NULL,Built-up,Water,NULL,Water,Water,Water,Water
2205,NULL,Built-up,Water,NULL,Water,Water,Water,Forest
2206,NULL,Built-up,Water,NULL,Water,Forest,NULL,Forest
2207,NULL,Built-up,Water,NULL,Water,Forest,Water,Forest
2208,NULL,Built-up,Water,Non_Water,Water,NULL,Water,Forest
2209,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Built-up
2210,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Forest
2211,NULL,Built-up,Water,Non_Water,Water,Water,NULL,Forest
2212,NULL,Built-up,Water,Non_Water,Water,Water,Built-up,Water
2213,NULL,Built-up,Water,Water,Water,NULL,Water,Water
2214,NULL,Built-up,Water,Water,Water,NULL,Water,Forest
2215,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
2216,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
2217,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Forest
2218,NULL,Built-up,Water,Water,Water,Built-up,Water,Built-up
2219,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
2220,NULL,Built-up,Water,Water,Water,Built-up,Water,Forest
2221,NULL,Built-up,Water,Water,Water,Water,Water,Built-up
2222,NULL,Built-up,Water,Water,Water,Water,Water,Water
2223,NULL,Built-up,Water,Water,Water,Water,Water,Forest
2224,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2225,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2226,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2227,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2228,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2229,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2230,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2231,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2232,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2233,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2234,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2235,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
2236,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2237,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2238,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
2239,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2240,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2241,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Built-up
2242,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Water
2243,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
2244,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2245,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
2246,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2247,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2248,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2249,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2250,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2251,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2252,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2253,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2254,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2255,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2256,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2257,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2258,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2259,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2260,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2261,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2262,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2263,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2264,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2265,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2266,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2267,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2268,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2269,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2270,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2271,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2272,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2273,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2274,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2275,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2276,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2277,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2278,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2279,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2280,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
2281,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
2282,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Water
2283,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2284,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2285,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2286,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2287,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2288,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2289,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2290,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2291,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2292,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2293,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2294,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
2295,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2296,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
2297,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Built-up
2298,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
2299,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2300,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
2301,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
2302,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2303,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
2304,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2305,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Built-up
2306,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
2307,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
2308,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2309,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
2310,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
2311,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2312,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2313,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2314,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2315,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2316,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
2317,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
2318,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2319,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
2320,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2321,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2322,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2323,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2324,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
2325,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2326,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2327,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Forest
2328,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2329,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2330,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2331,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Water,Forest
2332,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Forest,Built-up
2333,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Built-up,Forest
2334,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2335,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2336,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2337,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2338,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2339,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2340,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2341,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2342,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2343,NULL,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2344,NULL,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2345,NULL,Water,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
2346,NULL,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2347,NULL,Water,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
2348,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
2349,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2350,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2351,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2352,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2353,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2354,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2355,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2356,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2357,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2358,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2359,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2360,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2361,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2362,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2363,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2364,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2365,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2366,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2367,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2368,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2369,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2370,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2371,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2372,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2373,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2374,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
2375,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2376,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2377,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2378,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2379,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2380,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2381,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2382,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2383,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
2384,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2385,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2386,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2387,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
2388,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2389,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2390,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2391,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2392,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2393,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2394,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2395,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2396,NULL,Water,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
2397,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
2398,NULL,Water,Wetland,Non_Water,Wetland,Built-up,NULL,Forest
2399,NULL,Water,Wetland,Non_Water,Wetland,Built-up,Water,Forest
2400,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2401,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2402,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2403,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2404,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2405,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2406,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2407,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2408,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2409,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2410,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
2411,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2412,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2413,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2414,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2415,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2416,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2417,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2418,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
2419,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
2420,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
2421,NULL,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
2422,NULL,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2423,NULL,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
2424,NULL,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
2425,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
2426,NULL,Water,Built-up,Water,Non_Wetland,Water,NULL,Bareland
2427,NULL,Water,Water,NULL,Water,NULL,Built-up,Grassland
2428,NULL,Water,Water,NULL,Water,NULL,Water,Water
2429,NULL,Water,Water,NULL,Water,NULL,Water,Forest
2430,NULL,Water,Water,NULL,Water,Water,NULL,Forest
2431,NULL,Water,Water,Water,Water,NULL,Water,Grassland
2432,NULL,Water,Water,Water,Water,NULL,Water,Forest
2433,NULL,Water,Water,Water,Water,Water,NULL,Water
2434,NULL,Water,Water,Water,Water,Water,Water,Water
2435,NULL,Water,Water,Water,Water,Forest,Water,Forest
2436,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2437,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2438,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2439,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2440,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2441,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2442,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2443,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2444,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2445,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2446,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2447,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2448,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2449,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2450,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2451,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2452,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2453,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2454,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2455,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2456,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2457,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2458,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2459,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2460,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2461,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2462,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2463,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2464,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2465,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2466,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2467,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2468,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2469,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2470,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2471,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2472,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2473,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2474,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2475,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2476,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2477,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2478,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2479,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2480,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2481,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2482,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2483,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2484,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2485,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2486,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2487,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2488,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2489,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
2490,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2491,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
2492,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2493,NULL,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2494,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2495,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2496,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2497,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
2498,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2499,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2500,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2501,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2502,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2503,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2504,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2505,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2506,NULL,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
2507,NULL,Forest,NULL,Water,Non_Wetland,Built-up,NULL,Grassland
