Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R
326,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
328,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
329,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
333,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
334,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
335,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
336,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
339,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
342,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
345,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
346,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
348,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
349,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
351,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
354,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
355,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
359,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
360,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
361,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
365,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
366,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
367,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
368,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
369,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
370,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
371,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
372,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
373,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
374,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
375,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
376,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
377,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
378,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
379,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
380,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
381,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
382,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
383,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
384,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
386,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
387,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
388,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
389,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
390,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
391,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
393,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
394,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
395,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
396,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
397,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
398,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
399,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
400,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
401,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
402,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
403,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
404,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
405,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
406,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
407,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
408,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Bareland
409,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
410,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
411,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
412,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
413,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
414,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
415,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
416,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
417,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
418,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
419,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
421,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
422,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
423,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
424,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
425,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
427,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
428,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
429,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
430,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
431,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
432,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
433,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
435,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
437,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
438,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
440,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
441,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
443,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
444,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
445,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
448,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
449,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
450,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
451,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
452,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
453,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
454,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
455,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
456,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
457,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
458,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
459,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
460,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
461,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
463,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
464,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
465,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
466,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
467,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
468,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
469,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
470,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
471,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
472,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
473,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
474,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
475,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
476,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
477,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
478,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
479,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
480,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
481,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
482,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
483,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
484,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
485,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
486,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
487,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
488,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
489,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
490,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
491,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
492,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
493,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
494,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
495,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
496,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
497,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
498,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
499,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
500,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
501,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
502,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
503,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
504,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
505,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
506,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
507,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
508,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
509,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Bareland
510,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
511,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
512,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
514,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
515,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
516,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
517,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
518,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
519,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
520,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
521,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
523,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
524,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
525,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
526,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
527,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
528,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
529,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
531,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
532,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
533,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
534,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
535,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
536,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
537,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
538,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
539,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
540,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
541,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
542,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
543,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
544,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
545,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
546,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
547,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
548,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
549,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
550,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
551,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
552,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
553,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
554,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
555,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
556,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
557,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
558,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
559,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
560,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
561,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
562,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
563,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
564,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
565,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
566,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
567,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
568,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
569,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
570,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
571,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
572,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
573,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
574,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
575,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
576,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
577,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
578,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
579,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
580,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
581,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
582,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
583,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
584,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
585,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
586,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
587,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
588,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
589,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
590,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
591,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
592,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
593,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
594,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
595,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
596,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
597,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
598,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
599,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
600,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
603,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
604,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
605,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
608,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
610,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
611,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
613,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
614,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
615,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
616,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
617,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
618,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
619,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,NULL
620,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
621,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
622,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
623,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
624,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
625,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
626,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
627,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
628,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
629,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
630,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
631,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
632,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
633,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
634,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
635,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
636,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
637,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Wetland,Grassland
638,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
639,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
640,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
641,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
642,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
643,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,NULL
644,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
645,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
646,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
647,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
648,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
649,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
650,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
651,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
652,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
653,NULL,NULL,Water,NULL,Water,NULL,Bareland,Grassland
654,NULL,NULL,Water,NULL,Water,NULL,Bareland,Bareland
655,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
656,NULL,NULL,Water,NULL,Water,NULL,Forest,Grassland
657,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
658,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
659,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
660,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
661,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
662,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
663,NULL,NULL,Water,NULL,Water,Bareland,NULL,Water
664,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
665,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
666,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
667,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
668,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
