Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKF_M_R
1419,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1420,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1421,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
1422,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1423,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1424,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1425,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1426,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1427,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1428,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
1429,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1430,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1431,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1432,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Bareland
1433,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
1434,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1435,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1436,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1437,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1438,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1439,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1440,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1441,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1442,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1443,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1444,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1445,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1446,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1447,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1448,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1449,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1450,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1451,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1452,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1453,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1454,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1455,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1456,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1457,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1458,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1459,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1460,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1461,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1462,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1463,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1464,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1465,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1466,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1467,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1468,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1469,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1470,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1471,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1472,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1473,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1474,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1475,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1476,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1477,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1478,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1479,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1480,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1481,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1482,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1483,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
1484,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1485,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1486,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1487,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1488,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1489,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1490,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1491,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1492,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1493,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1494,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1495,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1496,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1497,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1498,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1499,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1500,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1501,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1502,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1503,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1504,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1505,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
1506,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1507,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1508,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1509,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1510,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1511,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1512,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1513,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1514,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1515,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1516,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1517,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1518,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1519,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1520,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1521,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
1522,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
1523,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1524,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Bareland
1525,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Water
1526,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1527,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1528,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1529,Forest,Forest,Water,NULL,Water,Grassland,Water,Grassland
1530,Forest,Forest,Water,NULL,Water,Grassland,Water,Bareland
1531,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
1532,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1533,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
1534,Forest,Forest,Water,NULL,Water,Grassland,Forest,Bareland
1535,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
1536,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1537,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
1538,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1539,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1540,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
1541,Forest,Forest,Water,NULL,Water,Water,Grassland,Grassland
1542,Forest,Forest,Water,NULL,Water,Water,Grassland,Bareland
1543,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
1544,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1545,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1546,Forest,Forest,Water,NULL,Water,Water,Water,Bareland
1547,Forest,Forest,Water,NULL,Water,Water,Water,Water
1548,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1549,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1550,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
1551,Forest,Forest,Water,NULL,Water,Forest,Grassland,Grassland
1552,Forest,Forest,Water,NULL,Water,Forest,Grassland,Bareland
1553,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
1554,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1555,Forest,Forest,Water,NULL,Water,Forest,Water,Bareland
1556,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1557,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
1558,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1559,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1560,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1561,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1562,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1563,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1564,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1565,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1566,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1567,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1568,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1569,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1570,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1571,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1572,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1573,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1574,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1575,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1576,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1577,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1578,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1579,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1580,Forest,Forest,Water,Water,Water,Water,Water,Water
1581,Forest,Forest,Water,Water,Water,Water,Water,Forest
1582,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1583,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1584,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1585,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1586,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1587,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1588,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1589,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1590,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1591,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1592,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1593,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1594,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1595,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1596,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1597,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1598,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1599,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1600,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1601,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1602,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1603,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1604,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1605,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1606,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1607,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1608,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1609,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1610,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1611,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1612,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1613,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1614,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1615,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
1616,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1617,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1618,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1619,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1620,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1621,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1622,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1623,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1624,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1625,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1626,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1627,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1628,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1629,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1630,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
1631,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1632,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1633,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1634,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1635,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1636,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1637,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1638,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1639,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1640,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1641,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1642,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1643,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1644,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1645,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1646,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
1647,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
1648,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1649,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1650,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
1651,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1652,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1653,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1654,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1655,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1656,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1657,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1658,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
1659,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Water
1660,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1661,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1662,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1663,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1664,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1665,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1666,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1667,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Bareland
1668,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1669,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1670,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1671,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1672,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1673,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1674,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1675,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1676,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1677,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1678,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1679,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1680,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1681,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1682,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1683,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1684,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1685,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1686,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1687,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1688,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1689,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1690,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1691,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Water
1692,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1693,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1694,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1695,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1696,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1697,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
