Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPR_M_R
5060,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5061,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5062,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5063,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5064,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5065,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5066,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5067,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5068,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5069,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5070,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5071,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5072,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5073,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5074,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5075,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5076,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5077,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5078,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5079,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5080,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5081,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5082,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5083,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5084,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5085,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5086,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5087,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5088,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5089,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5090,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5091,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5092,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5093,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5094,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5095,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5096,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5097,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5098,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5099,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5100,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5101,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5102,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5103,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5104,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
5105,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5106,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5107,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5108,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5109,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
5110,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5111,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5112,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
5113,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5114,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5115,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5116,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5117,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5118,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5119,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5120,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5121,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5122,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5123,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5124,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5125,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5126,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5127,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Forest
5128,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
5129,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5130,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
5131,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5132,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5133,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5134,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5135,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5136,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5137,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5138,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5139,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5140,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
5141,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
5142,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5143,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5144,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5145,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5146,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5147,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5148,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
5149,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
5150,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5151,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5152,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5153,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5154,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5155,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5156,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5157,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5158,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5159,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5160,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5161,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5162,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5163,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5164,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5165,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5166,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5167,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5168,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5169,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5170,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5171,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5172,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5173,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5174,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5175,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5176,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5177,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5178,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5179,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5180,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5181,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5182,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5183,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5184,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5185,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
5186,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5187,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5188,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5189,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
5190,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5191,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5192,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5193,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5194,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5195,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
5196,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
5197,Cropland,NULL,Water,NULL,Water,NULL,Water,Grassland
5198,Cropland,NULL,Water,Water,Water,Water,NULL,Water
5199,Cropland,NULL,Water,Water,Water,Water,Water,Water
5200,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5201,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5202,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5203,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5204,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5205,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5206,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5207,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5208,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5209,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5210,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5211,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
5212,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5213,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5214,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5215,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5216,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5217,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5218,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5219,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5220,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5221,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5222,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5223,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5224,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5225,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5226,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5227,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5228,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5229,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5230,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5231,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
5232,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5233,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5234,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5235,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5236,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5237,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
5238,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Wetland
5239,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
5240,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5241,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
5242,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
5243,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
5244,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5245,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5246,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5247,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5248,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5249,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5250,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5251,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5252,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5253,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5254,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5255,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5256,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5257,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5258,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5259,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5260,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5261,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5262,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5263,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5264,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5265,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
5266,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
5267,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5268,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5269,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5270,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5271,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5272,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5273,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5274,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5275,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5276,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5277,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5278,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5279,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5280,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5281,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5282,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5283,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5284,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5285,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5286,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5287,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5288,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
5289,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
5290,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5291,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
5292,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5293,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
5294,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5295,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5296,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5297,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5298,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5299,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5300,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5301,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5302,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5303,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5304,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5305,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5306,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5307,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5308,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5309,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5310,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5311,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5312,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
5313,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5314,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5315,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5316,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5317,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5318,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5319,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5320,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5321,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5322,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5323,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5324,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5325,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5326,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5327,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5328,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5329,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5330,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5331,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5332,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5333,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5334,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5335,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
5336,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5337,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5338,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5339,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5340,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5341,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5342,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5343,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
5344,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5345,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
5346,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5347,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5348,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5349,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5350,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5351,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5352,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5353,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5354,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5355,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5356,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5357,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5358,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5359,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5360,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5361,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5362,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5363,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5364,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5365,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5366,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5367,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5368,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5369,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5370,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5371,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5372,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5373,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5374,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5375,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5376,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
