Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLN_M_R
2247,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2248,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2249,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2250,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2251,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2252,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2253,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2254,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2255,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2256,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2257,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2258,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2259,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2260,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2261,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2262,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
2263,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2264,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2265,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2266,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2267,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2268,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2269,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2270,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2271,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2272,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2273,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2274,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2275,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2276,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2277,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2278,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2279,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2280,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2281,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2282,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2283,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2286,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2287,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2295,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2296,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2297,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2298,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2299,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2300,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2301,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2302,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2303,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
2304,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
2313,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
2324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2328,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2329,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2330,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
2331,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2332,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2333,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
2334,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
2335,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
2336,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2337,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2338,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2339,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2340,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2341,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2342,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2343,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2344,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2345,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
2346,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
2347,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2348,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2349,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2350,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2351,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2352,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2353,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2354,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2355,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2356,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2357,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2358,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2359,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2360,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2361,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Built-up
2362,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2363,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2364,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2365,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
2366,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2367,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2368,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2369,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2370,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2371,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2372,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2373,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2374,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2375,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2376,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2377,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2378,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
2379,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2380,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2381,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2382,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2383,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2384,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2385,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2386,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
2387,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2388,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2389,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2390,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2391,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2392,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2393,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2394,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2395,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2396,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2397,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2398,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2399,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
2400,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2401,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2402,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2403,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
2404,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2405,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
2406,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2407,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2408,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2409,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2410,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
2411,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2412,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2413,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2414,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
2415,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2416,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2417,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2418,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2419,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
2420,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
2421,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
2422,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2423,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2424,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2425,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
2426,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2427,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2428,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2429,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2430,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2431,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2432,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2433,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2434,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2435,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2436,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2437,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2438,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2439,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2440,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2441,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2442,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2443,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2444,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2445,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2446,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2447,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2448,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2449,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2450,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2451,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2452,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2453,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2454,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2455,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2456,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2457,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
2458,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2459,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2460,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2461,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2462,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2463,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2464,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2465,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2466,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2467,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2468,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2469,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2470,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2471,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2472,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2473,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2474,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2475,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2476,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2477,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2478,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2479,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2480,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2481,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2482,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2483,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2484,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
2485,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2486,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2487,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2488,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2489,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2490,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2491,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2492,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2493,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2494,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2495,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2496,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2497,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2498,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2499,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2500,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2501,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2502,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2503,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2504,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2505,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2506,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2507,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2508,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2509,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2510,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2511,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2512,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2513,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2514,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2515,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2516,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2517,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2518,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2519,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2520,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2521,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2522,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2523,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2524,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2525,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2526,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2527,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2528,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2529,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2530,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2531,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
2532,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
2533,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
2534,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2535,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2536,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2537,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
2538,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2539,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2540,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2541,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2542,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2543,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2544,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2545,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2546,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2547,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2548,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2549,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2550,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2551,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2552,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2553,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2554,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2555,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2556,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2557,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2558,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2559,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
