Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R
4340,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4341,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
4342,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
4343,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
4344,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
4345,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
4346,Grassland,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
4347,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
4348,Grassland,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
4349,Grassland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4350,Grassland,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
4351,Grassland,Forest,Wetland,Water,Wetland,Water,NULL,Forest
4352,Grassland,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
4353,Grassland,Forest,Wetland,Water,Wetland,Water,Grassland,Water
4354,Grassland,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
4355,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
4356,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4357,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4358,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4359,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
4360,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
4361,Grassland,Forest,Water,Non_Water,Water,Grassland,Grassland,Wetland
4362,Grassland,Forest,Water,Non_Water,Water,Wetland,Grassland,Wetland
4363,Grassland,Forest,Water,Non_Water,Water,Water,NULL,Grassland
4364,Grassland,Forest,Water,Water,Water,Grassland,Grassland,Wetland
4365,Grassland,Forest,Water,Water,Water,Wetland,NULL,Wetland
4366,Grassland,Forest,Water,Water,Water,Water,Grassland,Wetland
4367,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4368,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4369,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4370,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4371,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4372,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4373,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4374,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4375,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4376,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4377,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4378,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
4379,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4380,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4381,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4382,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4383,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4384,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4385,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4386,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4387,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4388,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4389,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4390,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4391,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4392,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4393,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4394,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4395,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4396,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4397,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4398,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4399,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4400,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4401,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4402,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4403,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4404,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4405,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4406,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4407,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4408,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4409,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4410,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4411,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4412,Grassland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Wetland
4413,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
4414,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4415,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4416,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4417,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4418,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4419,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4420,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4421,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4422,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4423,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4424,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4425,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4426,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4427,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4428,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4429,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4430,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
4431,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
4432,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4433,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4434,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4435,Grassland,Forest,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
4436,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
4437,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
4438,Grassland,Forest,Forest,Water,Non_Wetland,Forest,Grassland,Forest
4439,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4440,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4441,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4442,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4443,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4444,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4445,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4446,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4447,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
4448,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4449,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4450,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4451,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4452,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4453,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4454,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4455,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4456,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4457,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4458,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4459,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4460,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
4461,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4462,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4463,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4464,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4465,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
4466,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4467,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4468,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4469,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4470,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4471,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4472,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4473,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4474,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4475,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4476,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4477,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4478,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4479,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4480,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4481,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4482,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4483,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
4484,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4485,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4486,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4487,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4488,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4489,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4490,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4491,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4492,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4493,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4494,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4495,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
4496,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4497,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Wetland
4498,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4499,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4500,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
4501,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4502,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4503,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4504,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4505,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4506,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4507,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4508,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4509,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4510,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4511,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4512,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
4513,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4514,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4515,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4516,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4517,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
4518,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4519,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Forest,Bareland
4520,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4521,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4522,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4523,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4524,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4525,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4526,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4527,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4528,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4529,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4530,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4531,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4532,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4533,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4534,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4535,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4536,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
4537,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4538,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4539,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4540,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4541,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4542,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4543,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4544,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4545,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4546,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4547,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4548,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4549,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4550,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4551,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4552,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4553,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4554,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4555,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4556,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4557,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4558,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4559,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4560,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4561,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4562,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4563,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4564,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4565,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4566,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4567,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4568,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4569,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4571,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4579,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4580,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4581,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4582,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4583,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4584,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4585,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4586,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4587,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
4595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
4597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4598,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4604,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4605,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4606,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4607,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4608,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4609,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4610,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4611,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4612,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4613,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4614,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4615,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
4616,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4617,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4618,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4619,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4620,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4621,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4622,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4623,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4624,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
4625,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4626,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
4627,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4628,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4629,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4630,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4631,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4632,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4633,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4634,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4635,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4636,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4637,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4638,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4639,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4640,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4641,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4642,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
4643,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4644,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4645,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4646,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4647,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4648,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4649,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4650,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4651,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4652,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4653,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4654,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4655,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4656,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4657,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4658,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4659,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
4660,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
