Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFR_M_R
3273,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3274,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
3275,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3276,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3277,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3278,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3279,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3280,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3281,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3282,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3283,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3284,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3285,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3286,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3287,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3288,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3289,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3290,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3291,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3292,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3293,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
3294,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
3295,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3296,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3297,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3298,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3299,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3300,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
3301,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3302,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3303,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3304,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3305,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
3306,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3307,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3308,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Built-up
3309,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3310,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3311,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
3312,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
3313,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3314,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3315,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3316,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3317,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3318,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Built-up,Forest
3319,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Grassland,Forest
3320,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3321,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3322,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3323,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3324,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3325,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3326,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3327,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3328,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3329,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3330,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3331,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3332,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3333,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3334,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3335,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3336,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3337,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3338,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3339,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3340,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3341,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3342,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3343,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3344,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3345,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3346,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3347,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3348,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3349,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3350,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3351,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3352,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3353,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3354,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3355,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3356,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3357,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3358,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3359,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3360,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3361,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3362,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3363,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3364,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3365,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3366,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3367,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3368,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3369,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3370,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3371,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3372,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3373,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3374,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3375,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3376,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3377,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3378,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3379,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3380,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3381,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3382,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3383,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3384,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3385,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3386,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3387,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3388,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3389,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3390,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3391,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3392,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3393,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3394,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3395,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3396,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3397,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3398,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
3399,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3400,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
3401,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
3402,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3403,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3404,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3405,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3406,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
3407,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3408,NULL,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
3409,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,NULL
3410,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3411,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,NULL
3412,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
3413,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3414,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3415,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3416,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
3417,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
3418,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,NULL
3419,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3420,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
3421,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3422,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
3423,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3424,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3425,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3426,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
3427,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3428,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
3429,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
3430,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
3431,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3432,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
3433,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
3434,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
3435,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
3436,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
3437,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
3438,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
3439,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
3440,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
3441,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
3442,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
3443,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
3444,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
3445,NULL,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
3446,NULL,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,NULL
3447,NULL,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
3448,NULL,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3449,NULL,Built-up,Wetland,NULL,Wetland,Forest,Grassland,NULL
3450,NULL,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
3451,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
3452,NULL,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
3453,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
3454,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
3455,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
3456,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Built-up
3457,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
3458,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3459,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Water
3460,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3461,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
3462,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
3463,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
3464,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
3465,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3466,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3467,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
3468,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Built-up,Forest
3469,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
3470,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3471,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
3472,NULL,Built-up,Wetland,Water,Wetland,Shrubland,Grassland,Forest
3473,NULL,Built-up,Wetland,Water,Wetland,Shrubland,Water,Forest
3474,NULL,Built-up,Wetland,Water,Wetland,Bareland,Shrubland,Forest
3475,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
3476,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Built-up
3477,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
3478,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
3479,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
3480,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
3481,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
3482,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Built-up
3483,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
3484,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
3485,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
3486,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
3487,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Grassland
3488,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
3489,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
3490,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Cropland
3491,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
3492,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Forest
3493,NULL,Built-up,Wetland,Water,Wetland,Forest,NULL,Forest
3494,NULL,Built-up,Wetland,Water,Wetland,Forest,Water,Forest
3495,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3496,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3497,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3498,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
3499,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
3500,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3501,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3502,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3503,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3504,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3505,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3506,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3507,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
3508,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Forest
3509,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3510,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3511,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3512,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3513,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3514,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3515,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
3516,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3517,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3518,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3519,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3520,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3521,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3522,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3523,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3524,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3525,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3526,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3527,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3528,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3529,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3530,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3531,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3532,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3533,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
3534,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3535,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3536,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
3537,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3538,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3539,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3540,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3541,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3542,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3543,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3544,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3545,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3546,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3547,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3548,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3549,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3550,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3551,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3552,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3553,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3554,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3555,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3556,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3557,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3558,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3559,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3560,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3561,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3562,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3563,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3564,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3565,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3566,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3567,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3568,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3569,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3570,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3571,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3572,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3573,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3574,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3575,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3576,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3577,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3578,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3579,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3580,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3581,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3582,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3583,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3584,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3585,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3586,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3587,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3588,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3589,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3590,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3591,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3592,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3593,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3594,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3595,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
