Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDT_M_R
1401,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1402,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1403,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1404,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1405,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
1406,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1407,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
1408,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1409,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1410,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
1411,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Grassland
1412,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
1413,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Forest
1414,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1415,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1416,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
1417,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1418,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1419,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1420,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1421,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1422,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1423,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1424,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1425,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1426,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1427,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1428,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1429,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
1430,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1431,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1432,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1433,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
1434,Water,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Water
1435,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1436,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1437,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1438,Water,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Water
1439,Water,Bareland,Water,NULL,Water,Bareland,Wetland,Forest
1440,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
1441,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Water
1442,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
1443,Water,Bareland,Water,NULL,Water,Bareland,Water,Water
1444,Water,Bareland,Water,NULL,Water,Bareland,Water,Forest
1445,Water,Bareland,Water,NULL,Water,Water,Wetland,Forest
1446,Water,Bareland,Water,NULL,Water,Water,Bareland,Grassland
1447,Water,Bareland,Water,NULL,Water,Water,Bareland,Water
1448,Water,Bareland,Water,NULL,Water,Water,Bareland,Forest
1449,Water,Bareland,Water,NULL,Water,Water,Water,Water
1450,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1451,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
1452,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
1453,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Water
1454,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
1455,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1456,Water,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
1457,Water,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1458,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
1459,Water,Bareland,Water,Water,Water,Bareland,Bareland,Forest
1460,Water,Bareland,Water,Water,Water,Bareland,Water,Water
1461,Water,Bareland,Water,Water,Water,Bareland,Water,Forest
1462,Water,Bareland,Water,Water,Water,Bareland,Forest,Water
1463,Water,Bareland,Water,Water,Water,Water,Bareland,Grassland
1464,Water,Bareland,Water,Water,Water,Water,Bareland,Water
1465,Water,Bareland,Water,Water,Water,Water,Bareland,Forest
1466,Water,Bareland,Water,Water,Water,Water,Water,Water
1467,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1468,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1469,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1470,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1471,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1472,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1473,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1474,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1475,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1476,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1477,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
1478,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1479,Water,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1480,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1481,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1482,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Water
1483,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1484,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
1485,Water,Bareland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1486,Water,Bareland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1487,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1488,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1489,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1490,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1491,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1492,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
1493,Water,Bareland,Forest,Water,Non_Wetland,Water,Bareland,Water
1494,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1495,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1496,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1497,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1498,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1499,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1500,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1501,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1502,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1503,Water,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
1504,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1505,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
1506,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
1507,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1508,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1509,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1510,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1511,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1512,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1513,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1514,Water,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Water
1515,Water,Built-up,Water,NULL,Water,Water,Bareland,Forest
1516,Water,Built-up,Water,Non_Water,Water,Water,Bareland,Water
1517,Water,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
1518,Water,Built-up,Water,Water,Water,Bareland,Bareland,Water
1519,Water,Built-up,Water,Water,Water,Water,Bareland,Water
1520,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1521,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1522,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1523,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1524,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1525,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1526,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1527,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1528,Water,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Water
1529,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1530,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1531,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1532,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1533,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1534,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1535,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1536,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1537,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1538,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1539,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1540,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1541,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1542,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
1543,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1544,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1545,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1546,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1547,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1548,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1549,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1550,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1551,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1552,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1553,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1554,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
1555,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1556,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1557,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1558,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1559,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1560,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
1561,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1562,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1563,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1564,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1565,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1566,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1567,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1568,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1569,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1570,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1571,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1572,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1573,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
1574,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
1575,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
1576,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1577,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1578,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
1579,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
1580,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1581,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1582,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1583,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1584,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1585,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
1586,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
1587,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1588,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1589,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1590,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1591,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1592,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
1593,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1594,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1595,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1596,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
1597,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
1598,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1599,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1600,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1601,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1602,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1603,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
1604,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1605,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1606,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1607,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1608,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1609,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1610,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1611,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1612,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1613,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1614,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1615,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1616,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1617,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1618,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1619,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1620,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1621,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1622,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1623,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1624,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1625,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
1626,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1627,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1628,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1629,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1630,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1631,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1632,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1633,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1634,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1635,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1636,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1637,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
1638,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
1639,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1640,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1641,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1642,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1643,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1644,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1645,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1646,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1647,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1648,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1649,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1650,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1651,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1652,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1653,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
1654,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1655,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1656,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1657,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1658,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1659,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1660,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1661,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1662,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
1663,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1664,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1665,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
1666,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1667,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1668,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1669,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1670,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
1671,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1672,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1673,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1674,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1675,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1676,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1677,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1678,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1679,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
1680,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1681,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1682,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1683,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1684,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1685,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1686,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1687,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1688,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1689,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1690,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
1691,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1692,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1693,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Water
1694,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
1695,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1696,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1697,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1698,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Water
1699,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1700,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1701,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1702,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
1703,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1704,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1705,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1706,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1707,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
1708,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1709,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
1710,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1711,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1712,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
1713,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
1714,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
1715,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1716,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1717,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1718,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1719,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1720,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1721,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1722,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1723,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1724,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1725,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
1726,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1727,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1728,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1729,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
1730,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1731,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1732,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1733,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
