Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLB_M_R
1063,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1064,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1065,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1066,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1068,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1069,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1070,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1071,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1072,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1073,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1074,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1075,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1076,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1078,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1080,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1081,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1082,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1083,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1085,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1086,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1087,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1088,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1089,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1090,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1091,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1093,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1095,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1096,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1097,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1098,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1099,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1100,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1101,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1102,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1103,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1104,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1105,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1106,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1107,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1108,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1109,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1110,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1111,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1112,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1113,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1114,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1116,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1117,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1118,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1119,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1120,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1121,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1122,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1123,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1124,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1125,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1126,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1127,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1128,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1129,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1130,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1131,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1132,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1133,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1134,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1135,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1136,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1137,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1138,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1140,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1141,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1142,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1143,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1144,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1145,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1146,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1147,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1148,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1150,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1151,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1152,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1153,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1154,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1155,Cropland,Built-up,Water,NULL,Water,NULL,NULL,NULL
1156,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1157,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
1158,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1159,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Water
1160,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1161,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1162,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
1163,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1164,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1166,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1167,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1168,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1169,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1171,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1173,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1174,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1175,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1177,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1178,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1179,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1180,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1181,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1182,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1184,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1185,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1187,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1188,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1189,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1190,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1191,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1192,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1193,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1194,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1195,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1196,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1197,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1198,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1199,Cropland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1200,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1201,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1202,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1203,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1206,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1207,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1208,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1209,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1210,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
1211,Cropland,Water,Water,Water,Water,NULL,NULL,Cropland
1212,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1214,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1215,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1216,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1217,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1218,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1219,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1221,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1222,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1223,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1224,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1225,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1226,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1227,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1228,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1229,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1230,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1232,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1233,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1234,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1235,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1236,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1238,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1239,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1240,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1242,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1243,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1244,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1245,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1246,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1248,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1249,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1250,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1251,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1252,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1253,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1256,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1258,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1259,Cropland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1260,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1261,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1262,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1263,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1264,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1265,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1266,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1267,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1268,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1269,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1271,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1272,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1273,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1274,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1275,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1276,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1277,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1278,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1279,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1280,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1281,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1282,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1283,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1284,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1285,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1286,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1287,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1288,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1290,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1291,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1292,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1293,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
1294,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1295,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1296,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1297,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1298,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1299,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1300,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1301,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1302,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1303,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
1304,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1305,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1306,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1307,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1309,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1310,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1311,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1312,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1313,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1314,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1316,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1317,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1318,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1319,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1320,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1321,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1322,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1323,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1324,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1325,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1326,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1327,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1328,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1329,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1330,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1331,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1332,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1333,Wetland,Water,Water,Water,Water,NULL,NULL,NULL
1334,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1335,Wetland,Water,Water,Water,Water,NULL,NULL,Cropland
1336,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1337,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1338,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1339,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1340,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1342,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1343,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1344,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1345,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1346,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1347,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1348,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1349,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1350,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1351,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1352,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1353,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1354,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1356,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1357,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1358,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1359,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1360,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1361,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1362,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1363,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1364,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1365,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1366,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1367,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1368,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1369,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1370,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1371,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1372,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1373,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1374,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1375,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1376,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1377,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1378,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1379,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1380,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1381,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1382,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1383,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1384,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1385,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1386,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1387,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1388,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1389,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1390,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1391,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1392,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
