Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R
1085,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1086,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1087,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1088,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1089,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1090,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1091,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1092,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1093,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1095,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1096,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1097,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1098,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1099,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1100,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1101,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1102,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1103,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1104,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1105,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1106,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1107,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1108,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1109,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1110,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1111,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1112,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1113,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1114,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1115,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1116,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1117,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1118,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1119,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1120,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1121,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1122,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1123,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1124,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1125,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1126,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1127,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1128,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1129,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1130,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1132,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1134,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1135,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1136,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1137,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1138,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1140,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1142,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1143,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1144,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1145,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1146,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1147,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1148,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1149,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1150,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1151,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1152,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1153,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Cropland
1154,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1155,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1156,Wetland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1157,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1158,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1159,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1161,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1162,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1163,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1164,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1165,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1167,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1168,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1169,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1170,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1171,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1172,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1173,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1174,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1175,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1176,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1177,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1178,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1179,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1180,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1181,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1182,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1183,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1184,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1185,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1186,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1187,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1188,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1189,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1190,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1191,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1192,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1193,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1194,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1195,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1196,Wetland,Water,Water,NULL,Water,NULL,NULL,Cropland
1197,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1198,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1199,Wetland,Water,Water,Water,Water,NULL,NULL,Cropland
1200,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1201,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1202,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1204,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1205,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1207,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1208,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1209,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1210,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1211,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1212,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1213,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1214,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1215,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1216,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1217,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1218,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1219,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1221,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1222,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1223,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1224,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1225,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1226,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1227,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1228,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1229,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1230,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1231,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1232,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1233,Wetland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1234,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1235,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1236,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1237,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1238,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1239,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1240,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1241,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1242,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1243,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1244,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1245,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1246,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1247,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1248,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1249,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1250,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1251,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1252,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1253,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1254,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1255,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1256,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1257,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1258,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1259,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1260,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1261,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1262,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1263,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1264,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1265,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1266,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1267,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1268,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1269,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1270,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1271,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1272,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1273,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1274,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1275,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1276,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1277,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1278,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1279,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1280,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1281,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1282,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1283,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1284,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1285,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1286,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1287,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1288,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1289,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1290,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1291,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1293,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1294,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1295,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1296,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1297,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1298,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1299,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1300,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1301,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1302,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1303,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1304,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1305,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1306,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1307,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1308,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1309,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1310,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1311,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1312,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1313,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1314,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1315,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1316,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1317,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1318,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1319,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1320,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1321,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1323,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1324,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1325,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1326,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1327,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1328,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1330,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1331,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1332,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1333,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1334,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1335,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1336,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1337,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1338,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1339,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1340,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1341,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1342,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1343,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1344,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1345,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1346,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1347,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1348,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1349,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1350,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1351,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1352,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1353,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1354,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1356,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1357,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1358,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1359,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1360,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1361,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1362,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1363,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1364,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1365,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1366,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1367,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1368,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1369,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1370,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1371,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1372,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1373,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1374,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1375,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1376,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1377,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1378,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1379,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1380,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1381,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1382,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1383,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1384,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1385,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1386,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1387,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1388,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1389,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1391,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1392,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1393,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1394,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1395,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1397,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1398,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1399,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1400,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1401,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1402,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1403,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1404,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1405,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1406,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1407,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1408,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1409,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1410,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1411,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1412,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1413,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1414,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1415,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1416,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1417,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1418,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
