Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKF_M_R
2532,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2533,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
2534,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2535,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
2536,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2537,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
2538,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
2539,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
2540,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2541,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2542,NULL,Water,Water,NULL,Water,NULL,Forest,Water
2543,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
2544,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Water
2545,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
2546,NULL,Water,Water,NULL,Water,Shrubland,Wetland,NULL
2547,NULL,Water,Water,NULL,Water,Shrubland,Water,NULL
2548,NULL,Water,Water,NULL,Water,Shrubland,Water,Grassland
2549,NULL,Water,Water,NULL,Water,Shrubland,Forest,Forest
2550,NULL,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
2551,NULL,Water,Water,NULL,Water,Bareland,NULL,Bareland
2552,NULL,Water,Water,NULL,Water,Bareland,Shrubland,Grassland
2553,NULL,Water,Water,NULL,Water,Bareland,Shrubland,Bareland
2554,NULL,Water,Water,NULL,Water,Bareland,Shrubland,Water
2555,NULL,Water,Water,NULL,Water,Bareland,Grassland,Water
2556,NULL,Water,Water,NULL,Water,Bareland,Water,Grassland
2557,NULL,Water,Water,NULL,Water,Bareland,Water,Bareland
2558,NULL,Water,Water,NULL,Water,Bareland,Water,Water
2559,NULL,Water,Water,NULL,Water,Bareland,Water,Forest
2560,NULL,Water,Water,NULL,Water,Forest,Forest,Water
2561,NULL,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
2562,NULL,Water,Water,Non_Water,Water,Shrubland,Water,NULL
2563,NULL,Water,Water,Non_Water,Water,Shrubland,Water,Forest
2564,NULL,Water,Water,Non_Water,Water,Bareland,Water,NULL
2565,NULL,Water,Water,Non_Water,Water,Bareland,Water,Forest
2566,NULL,Water,Water,Water,Water,NULL,Water,NULL
2567,NULL,Water,Water,Water,Water,NULL,Water,Water
2568,NULL,Water,Water,Water,Water,Shrubland,Shrubland,NULL
2569,NULL,Water,Water,Water,Water,Shrubland,Shrubland,Forest
2570,NULL,Water,Water,Water,Water,Shrubland,Water,NULL
2571,NULL,Water,Water,Water,Water,Shrubland,Water,Grassland
2572,NULL,Water,Water,Water,Water,Shrubland,Water,Water
2573,NULL,Water,Water,Water,Water,Shrubland,Water,Forest
2574,NULL,Water,Water,Water,Water,Grassland,Shrubland,NULL
2575,NULL,Water,Water,Water,Water,Bareland,Shrubland,Grassland
2576,NULL,Water,Water,Water,Water,Bareland,Water,NULL
2577,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
2578,NULL,Water,Water,Water,Water,Bareland,Water,Bareland
2579,NULL,Water,Water,Water,Water,Bareland,Water,Water
2580,NULL,Water,Water,Water,Water,Bareland,Water,Forest
2581,NULL,Water,Water,Water,Water,Water,Water,Water
2582,NULL,Water,Water,Water,Water,Water,Water,Forest
2583,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2584,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2585,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2586,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2587,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2588,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2589,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2590,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
2591,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
2592,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2593,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2594,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2595,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2596,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2597,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2598,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2599,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2600,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2601,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2602,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2603,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2604,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2605,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
2606,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2607,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2608,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2609,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2610,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2611,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2612,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2613,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2614,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2615,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2616,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2617,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2618,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2619,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2620,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
2621,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2622,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
2623,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2624,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2625,NULL,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Bareland
2626,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,NULL
2627,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2628,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2629,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2630,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2631,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2632,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2633,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2634,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2635,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2636,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2637,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2638,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2639,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2640,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2641,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2642,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2643,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2644,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2645,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2646,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2647,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2648,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2649,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2650,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2651,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2652,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2653,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2654,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2655,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2656,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2657,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2658,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2659,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2660,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2661,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2662,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2663,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2664,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2665,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2666,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2667,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2668,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2669,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2670,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2671,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2672,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2673,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2674,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2675,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2676,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2677,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2678,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2679,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2680,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
2681,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2682,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2683,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2684,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2685,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2686,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2687,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2688,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2689,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2690,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2691,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2692,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2693,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2694,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2695,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2696,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2697,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2698,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2699,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2700,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2701,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2702,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2703,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2704,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2705,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2706,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2707,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
2708,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2709,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2710,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2711,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2712,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2713,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2714,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2715,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2716,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2717,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2718,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2719,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2720,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2721,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2722,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2723,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2724,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2725,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2726,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2727,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2728,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2729,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2730,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2731,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2732,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2733,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2734,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2735,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2736,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2737,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2738,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2739,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2740,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2741,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2742,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2743,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2744,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2745,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2746,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2747,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2748,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2749,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2750,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2751,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2752,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2753,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2754,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2755,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2756,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2757,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2758,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2759,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2760,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2761,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2762,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2763,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2764,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
2765,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2766,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2767,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2768,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2769,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2770,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2771,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2772,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2773,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2774,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2775,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2776,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2777,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2778,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2779,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2780,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2781,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2782,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2783,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2784,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2785,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2786,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2787,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2788,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2789,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2790,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2791,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2792,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2793,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2794,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2795,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2796,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2797,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2798,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2799,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2800,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2801,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2802,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2803,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2804,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2805,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2806,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2807,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2808,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2809,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2810,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2811,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2812,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2813,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2814,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2815,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2816,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2817,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
2818,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2819,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2820,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2821,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2822,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2823,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2824,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2825,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2826,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2827,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2828,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2829,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2830,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2831,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2832,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2833,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2834,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2835,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2836,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2837,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2838,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2839,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2840,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2841,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2842,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2843,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2844,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2845,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2846,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2847,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2848,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2849,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2850,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2851,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2852,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2853,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
2854,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2855,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
2856,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2857,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
2858,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
2859,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
2860,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2861,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2862,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2863,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2864,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2865,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2866,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
