Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPV_M_R
2090,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2091,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2092,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2093,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2094,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2095,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2096,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2097,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2098,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2099,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2100,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2101,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2102,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2103,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2104,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2105,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2106,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2107,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2108,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2109,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2110,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2111,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2112,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2113,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2114,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2115,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2116,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2117,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2118,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2119,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2120,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2121,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2122,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2123,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2124,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2125,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2126,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2127,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2128,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2129,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2130,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2131,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2132,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2133,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2134,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2135,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2136,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2137,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
2138,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2139,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2140,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2141,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2142,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2143,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2144,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2145,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2146,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2147,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2148,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2149,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2150,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2151,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2152,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2153,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2154,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2155,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2156,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2157,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2158,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2159,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2160,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2161,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2162,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2163,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2164,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2165,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2166,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2167,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2168,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2169,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2170,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
2171,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2172,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2173,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
2174,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
2175,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2176,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2177,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2178,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
2179,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
2180,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2181,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2182,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2183,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2184,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2185,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2186,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2187,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2188,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2189,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2190,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2191,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2192,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
2193,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2194,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2195,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2196,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2197,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2198,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2199,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2200,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2201,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2202,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2203,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2204,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2205,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
2206,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2207,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2208,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2209,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2210,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2211,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2212,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2213,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
2214,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2215,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2216,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2217,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2218,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2219,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
2220,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2221,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
2222,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
2223,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2224,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
2225,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2226,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2227,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2228,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
2229,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2230,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2231,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
2232,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2233,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2234,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
2235,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
2236,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
2237,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2238,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
2239,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2240,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2241,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2242,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2243,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2244,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2245,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2246,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
2247,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
2248,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
2249,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2250,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2251,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2252,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2253,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2254,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2255,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
2256,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2257,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
2258,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
2259,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2260,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2261,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2262,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,NULL
2263,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2264,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2265,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2266,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2267,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2268,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2269,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2270,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2271,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2272,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2273,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2274,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2275,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2276,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2277,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2278,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2279,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2280,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2281,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2282,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2283,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2284,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2285,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2286,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2287,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2288,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2289,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2290,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2291,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2292,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
2293,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2294,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
2295,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2296,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2297,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2298,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2299,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
2300,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2301,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2302,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2303,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2304,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2313,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
2314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2328,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2329,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2330,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2331,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2332,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2333,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2364,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2365,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
2366,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2367,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2368,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2369,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
2378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
2380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2387,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2389,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2398,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
