Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWR_M_R
1647,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
1648,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1649,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
1650,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Bareland
1651,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
1652,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
1653,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1654,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1655,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1656,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
1657,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Bareland
1658,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
1659,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1660,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1661,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1662,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
1663,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Bareland
1664,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Water
1665,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1666,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1667,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
1668,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1669,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1670,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1671,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1672,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1673,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1674,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
1675,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Water
1676,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
1677,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1678,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1679,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Cropland
1680,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1681,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
1682,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
1683,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
1684,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
1685,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1686,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
1687,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Built-up
1688,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
1689,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
1690,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1691,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
1692,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1693,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1694,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1695,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1696,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1697,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1698,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1699,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
1700,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1701,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
1702,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1703,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
1704,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1705,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Bareland
1706,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
1707,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
1708,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1709,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
1710,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
1711,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
1712,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
1713,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1714,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1715,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1716,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1717,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
1718,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
1719,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
1720,NULL,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1721,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1722,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Cropland
1723,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1724,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
1725,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
1726,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
1727,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
1728,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
1729,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
1730,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
1731,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
1732,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
1733,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
1734,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
1735,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1736,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1737,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1738,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1739,NULL,NULL,Wetland,NULL,Wetland,Forest,Bareland,NULL
1740,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
1741,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
1742,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1743,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1744,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1745,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1746,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1747,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1748,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1749,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
1750,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1751,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
1752,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
1753,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Bareland
1754,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
1755,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
1756,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
1757,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1758,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
1759,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
1760,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
1761,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1762,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,NULL
1763,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
1764,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Cropland
1765,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
1766,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
1767,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1768,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
1769,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1770,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
1771,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
1772,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1773,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
1774,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1775,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
1776,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1777,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Bareland
1778,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
1779,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
1780,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1781,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1782,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
1783,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1784,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Bareland
1785,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
1786,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1787,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
1788,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1789,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
1790,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1791,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
1792,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
1793,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
1794,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Built-up,NULL
1795,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Built-up,Grassland
1796,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
1797,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1798,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
1799,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
1800,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
1801,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1802,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
1803,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
1804,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1805,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
1806,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1807,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
1808,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Built-up
1809,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1810,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
1811,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
1812,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
1813,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
1814,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Bareland
1815,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Built-up
1816,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
1817,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
1818,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
1819,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1820,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
1821,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
1822,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1823,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,NULL
1824,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1825,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
1826,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
1827,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1828,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
1829,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
1830,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
1831,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1832,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
1833,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
1834,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
1835,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
1836,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
1837,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Bareland
1838,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1839,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Cropland
1840,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
1841,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
1842,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
1843,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1844,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1845,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Built-up,Forest
1846,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
1847,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1848,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1849,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1850,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
1851,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1852,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
1853,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1854,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
1855,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1856,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
1857,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1858,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
1859,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
1860,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Bareland
1861,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
1862,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
1863,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1864,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
1865,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1866,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1867,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,NULL
1868,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1869,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
1870,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1871,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1872,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
1873,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1874,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1875,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1876,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1877,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
1878,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
1879,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
1880,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
1881,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1882,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
1883,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
1884,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
1885,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
1886,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,NULL
1887,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
1888,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Cropland
1889,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
1890,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
1891,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1892,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1893,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1894,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1895,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1896,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1897,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
1898,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1899,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
1900,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Bareland
1901,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
1902,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
1903,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,NULL
1904,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1905,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
1906,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
1907,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
1908,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,NULL
1909,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
1910,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Bareland
1911,NULL,NULL,Wetland,Water,Wetland,NULL,Water,NULL
1912,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1913,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
1914,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Built-up
1915,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1916,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
1917,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1918,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
1919,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Bareland
1920,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
1921,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
1922,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1923,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1924,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
1925,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1926,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
1927,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1928,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1929,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,NULL
1930,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
1931,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
1932,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
1933,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
1934,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
1935,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Bareland
1936,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
1937,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1938,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
1939,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
1940,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1941,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,NULL
1942,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1943,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
1944,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
1945,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
1946,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,NULL
1947,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1948,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
1949,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Bareland
1950,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
1951,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Forest
1952,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
1953,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1954,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
1955,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1956,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
1957,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1958,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1959,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Bareland
1960,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Water
1961,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,NULL
1962,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1963,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
1964,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1965,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,NULL
1966,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
1967,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
1968,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
1969,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,NULL
1970,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
1971,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Bareland
1972,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
1973,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1974,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
1975,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,NULL
1976,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Cropland
1977,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1978,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
1979,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1980,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1981,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1982,NULL,NULL,Wetland,Water,Wetland,Water,NULL,NULL
1983,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1984,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
1985,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1986,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
1987,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
1988,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,NULL
1989,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
1990,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
1991,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Bareland
1992,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
1993,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
1994,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1995,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
1996,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
