Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLG_M_R
1976,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1977,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1978,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1979,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1980,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1981,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1982,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1983,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1984,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1985,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1986,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1987,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1988,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1989,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1990,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1991,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1992,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1993,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1994,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1995,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1996,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1997,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1998,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1999,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2000,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2001,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2002,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2003,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2004,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2005,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2006,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2007,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2008,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2009,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2010,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2011,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2012,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
2013,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2014,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2015,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2016,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2017,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
2018,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2019,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2020,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2021,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
2022,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2023,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2024,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2025,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2026,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2027,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2028,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2029,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2030,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2031,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2032,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2033,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2034,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2035,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2036,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2037,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2038,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2039,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2040,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2041,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2042,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2043,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2044,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2045,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2046,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2047,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2048,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2049,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2050,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2051,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2052,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2053,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2054,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2055,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2056,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2057,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2058,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2059,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2060,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2061,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2062,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2063,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2064,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2065,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2066,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2067,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2068,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2069,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2070,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2071,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2072,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
2073,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2074,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2075,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2076,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2077,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2078,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2079,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2080,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2081,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2082,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2083,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2084,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2085,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2086,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2087,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2088,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2089,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2090,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2091,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2092,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2093,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2094,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2095,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2096,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2097,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2098,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2099,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2100,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2101,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2102,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2103,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2104,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
2105,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2106,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
2107,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2108,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2109,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2110,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2111,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2112,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2113,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2114,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2115,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2116,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2117,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2118,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2119,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2120,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2121,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2122,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2123,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2124,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2125,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2126,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2127,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2128,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2129,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2130,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2131,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2132,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2133,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2134,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2135,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2136,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2137,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2138,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2139,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2140,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2141,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2142,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2143,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2144,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2145,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2146,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2147,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2148,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2149,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2150,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2151,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2152,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2153,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2154,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2155,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2156,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2157,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2158,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2159,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2160,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2161,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2162,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2163,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2164,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2165,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2166,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2167,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2168,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2169,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2170,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2171,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2172,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2173,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2174,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2175,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2176,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2177,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2178,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2179,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2180,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2181,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2182,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2183,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2184,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2185,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2186,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2187,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2188,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2189,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2190,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2191,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2192,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2193,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2194,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2195,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2196,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2197,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2198,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2199,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2200,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2201,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2202,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2203,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2204,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2205,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
2206,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2207,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2208,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2209,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2210,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2211,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2212,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2213,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2214,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2215,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2216,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2217,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2218,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
2219,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2220,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2221,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2222,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2223,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2224,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2225,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2226,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2227,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2228,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2229,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2230,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2231,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2232,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2233,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2234,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2235,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2236,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2237,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2238,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2239,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2240,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2241,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2242,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2243,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2244,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2245,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2246,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2247,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2248,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2249,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2250,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2251,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2252,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2253,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2254,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2255,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2256,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2257,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2258,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2259,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2260,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2261,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2262,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2263,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2264,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2265,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2266,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2267,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2268,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2269,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
2270,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
2271,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Built-up,Cropland
2272,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2273,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
2274,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
2275,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2276,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2277,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2278,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2279,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2280,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2281,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2282,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2283,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2284,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2285,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2286,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2287,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
