Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMP_M_R
3666,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3667,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3668,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3669,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
3670,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Forest,Cropland
3671,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3672,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3673,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3674,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3675,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3676,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3677,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3678,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3679,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3680,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3681,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
3682,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3683,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3684,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3685,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
3686,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3687,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3688,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3689,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3690,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3691,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3692,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3693,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3694,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3695,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3696,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3697,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3698,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3699,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3700,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3701,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3702,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3703,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3704,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3705,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3706,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3707,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3708,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3709,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3710,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3711,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3712,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
3713,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3714,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3715,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3716,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3717,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3718,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3719,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3720,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3721,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3722,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3723,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3724,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3725,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3726,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3727,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3728,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3729,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3730,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
3731,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3732,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3733,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3734,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3735,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3736,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3737,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3738,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3739,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3740,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3741,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3742,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3743,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
3744,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3745,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
3746,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3747,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3748,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3749,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3750,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3751,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3752,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3753,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3754,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3755,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3756,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3757,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3758,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3759,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
3760,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3761,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3762,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3763,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3764,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3765,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3766,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3767,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3768,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3769,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
3770,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
3771,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3772,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3773,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3774,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3775,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3776,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3777,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3778,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3779,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3780,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3781,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3782,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3783,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
3784,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3785,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3786,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3787,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3788,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3789,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3790,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3791,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3792,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3793,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3794,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3795,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3796,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3797,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3798,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3799,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3800,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3801,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3802,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3803,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3804,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3805,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3806,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3807,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3808,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3809,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3810,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3811,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3812,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3813,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3814,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3815,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3816,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3817,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3818,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3819,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3820,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3821,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3822,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3823,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3824,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3825,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3826,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3827,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3828,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3829,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3830,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3831,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3832,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3833,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3834,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3835,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3836,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3837,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
3838,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3839,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3840,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3841,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3842,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3843,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3844,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3845,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3846,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3847,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3848,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3849,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
3850,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3851,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
3852,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Wetland
3853,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3854,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
3855,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3856,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3857,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3858,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
3859,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
3860,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3861,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
3862,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
3863,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3864,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
3865,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3866,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3867,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3868,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3869,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3870,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3871,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3872,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3873,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3874,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3875,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3876,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3877,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3878,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3879,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3880,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3881,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3882,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3883,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
3884,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3885,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
3886,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
3887,Grassland,Cropland,Water,NULL,Water,Forest,Forest,Wetland
3888,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
3889,Grassland,Cropland,Water,Non_Water,Water,Shrubland,NULL,Wetland
3890,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
3891,Grassland,Cropland,Water,Non_Water,Water,Wetland,NULL,Wetland
3892,Grassland,Cropland,Water,Water,Water,Forest,NULL,Wetland
3893,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3894,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3895,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3896,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3897,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3898,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3899,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3900,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3901,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3902,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3903,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3904,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3905,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3906,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3907,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3908,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3909,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3910,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3911,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3912,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
3913,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3914,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3915,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3916,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3917,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3918,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3919,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3920,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3921,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3922,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3923,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3924,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3925,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3926,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3927,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
3928,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3929,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3930,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3931,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3932,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3933,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3934,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3935,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3936,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3937,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3938,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3939,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3940,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
3941,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3942,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3943,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3944,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3945,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
3946,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
3947,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3948,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3949,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3950,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3951,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3952,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3953,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3954,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3955,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3956,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3957,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
3958,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3959,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
3960,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
3961,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
3962,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3963,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3964,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3965,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3966,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3967,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
