Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXC_M_R
336,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
337,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
338,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
339,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
340,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
341,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
342,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
343,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
344,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
345,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
346,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
347,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
348,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
349,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
350,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
351,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
352,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
353,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
354,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
355,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
356,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
357,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
358,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
359,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
360,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
361,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
362,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
363,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
364,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
366,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
367,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
368,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
375,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
376,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
377,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
378,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
379,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
380,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
381,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
382,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
383,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
384,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
385,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
387,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
388,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
389,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
390,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
391,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
392,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
393,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
394,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
395,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
396,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
397,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
398,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
399,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
400,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
401,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
402,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
403,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
404,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
405,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
406,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
407,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
408,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
409,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
410,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
411,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
412,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
413,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
415,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
416,NULL,Wetland,Water,Water,Water,Water,Grassland,Wetland
417,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
424,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
425,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
426,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
427,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
428,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
429,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
430,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
431,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
432,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
434,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
435,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
436,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
438,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
439,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
440,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
441,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
442,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
443,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
444,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
445,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
446,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
447,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
448,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
449,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
450,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
451,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
452,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
453,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
454,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
455,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
456,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
457,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
458,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
459,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
460,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
462,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
463,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
464,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
465,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
466,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
467,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
468,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
469,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
470,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
471,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
472,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
473,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
474,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
475,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
476,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
477,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
478,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
479,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
480,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
481,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
482,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
483,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
484,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
485,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
486,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
487,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
488,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
489,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
490,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
491,NULL,Water,Water,NULL,Water,Grassland,Forest,Forest
492,NULL,Water,Water,Water,Water,Wetland,Wetland,Forest
493,NULL,Water,Water,Water,Water,Water,Wetland,Water
494,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
495,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
496,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
497,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
498,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
499,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
500,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
501,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
502,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
503,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
504,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
505,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
506,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
507,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
508,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
509,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
510,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
511,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
512,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
513,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
514,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
515,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
516,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
517,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
518,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
519,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
520,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
521,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
522,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
523,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
524,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
525,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
526,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
527,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
528,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
529,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
530,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
531,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
532,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
533,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
534,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
535,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
536,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
537,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
538,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
539,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
540,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
541,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
542,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
543,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
544,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
545,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
546,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
547,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
548,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
549,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
550,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
551,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
552,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
553,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
554,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
555,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
556,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
557,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
558,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
559,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
560,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
561,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
562,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
563,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
564,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
565,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
566,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
567,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
568,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
569,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
570,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
571,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
572,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
573,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
574,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
575,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
576,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
577,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
578,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
579,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
580,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
581,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
582,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
583,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
584,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
585,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
586,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
587,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
588,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
589,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
590,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
591,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
592,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
593,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
594,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
595,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
596,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
597,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
598,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
599,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
600,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
601,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
602,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
603,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
604,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
605,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
606,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
607,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
608,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
609,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
610,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
611,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
612,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
613,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
614,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
615,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
616,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
617,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
618,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
619,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
620,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
621,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
622,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
623,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
624,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
625,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
626,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
627,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
628,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
629,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
630,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
631,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
632,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
633,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
635,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
636,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
637,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
638,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
639,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
640,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
641,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
642,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
643,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
644,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
645,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
646,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
647,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
648,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
649,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
650,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
651,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
652,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
653,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
654,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
655,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
656,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
657,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
658,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
659,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
660,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
661,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
662,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
663,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
664,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
665,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
666,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
667,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
668,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
669,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
