Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGD_M_R
2059,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2060,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2061,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2062,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2063,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2064,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2065,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2066,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2067,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2068,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2069,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2070,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
2071,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2072,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
2073,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2074,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
2075,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2076,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2077,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2078,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2079,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2080,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2081,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2082,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
2083,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
2084,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2085,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2086,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2087,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2088,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2089,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2090,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2091,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2092,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2093,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2094,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2095,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2096,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2097,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2098,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
2099,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2100,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2101,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2102,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2103,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2104,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2105,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2106,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2107,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2108,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2109,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2110,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2111,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2112,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2113,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2114,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2115,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2116,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2117,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2118,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2119,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2120,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2121,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2122,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2123,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2124,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2125,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2126,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2127,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2128,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2129,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2130,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
2131,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2132,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2133,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2134,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2135,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2136,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2137,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
2138,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,NULL
2139,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2140,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2141,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2142,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2143,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
2144,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2145,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2146,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2147,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2148,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2149,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2150,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2151,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2152,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2153,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2154,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2155,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2156,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2157,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2158,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2159,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2160,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2161,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2162,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2163,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2164,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2165,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2166,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2167,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2168,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2169,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2170,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2171,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2172,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2173,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2174,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2175,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2176,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2177,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2178,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2179,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2180,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2181,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2182,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2183,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2184,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2185,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2186,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2187,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2188,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2189,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
2190,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2191,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2192,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2193,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2194,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2195,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2196,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2197,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2198,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2199,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2200,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2201,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2202,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2203,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2204,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2205,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2206,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2207,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
2208,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2209,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2210,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2211,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2212,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2213,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2214,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2215,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2216,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2217,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
2218,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2219,NULL,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
2220,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2221,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2222,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
2223,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
2224,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2225,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2226,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
2227,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2228,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
2229,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
2230,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2231,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2232,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
2233,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
2234,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
2235,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Water
2236,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2237,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
2238,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
2239,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
2240,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2241,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2242,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
2243,NULL,Wetland,Wetland,Water,Wetland,NULL,Bareland,Water
2244,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,NULL
2245,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
2246,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Water
2247,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
2248,NULL,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
2249,NULL,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
2250,NULL,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
2251,NULL,Wetland,Water,Non_Water,Water,Bareland,Water,Water
2252,NULL,Wetland,Water,Water,Water,Bareland,Water,Water
2253,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2254,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2255,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2256,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2257,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2258,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2259,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2260,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
2261,NULL,Bareland,Water,NULL,Water,Bareland,Built-up,Cropland
2262,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2263,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2264,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2265,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2266,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2267,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2268,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2269,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2270,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2271,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2272,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
2273,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2274,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2275,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2276,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2277,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2278,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2279,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2280,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2281,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2282,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
2283,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2284,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
2285,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2286,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
2287,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2288,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2289,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
2290,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2291,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2292,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2293,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
2294,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2295,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2296,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2297,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2298,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
2299,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2300,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2301,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2302,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2303,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2304,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2305,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2306,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2307,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
2308,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2309,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2310,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2311,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2312,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2313,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Water
2314,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2315,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2316,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2317,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2318,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2319,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2320,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2321,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2322,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2323,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2324,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2325,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2326,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2327,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
2328,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2329,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2330,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2331,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2332,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2333,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2334,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2335,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2336,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2337,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2338,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2339,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2340,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2341,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2342,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2343,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
2344,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Built-up
2345,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
2346,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2347,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2348,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2349,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2350,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
2351,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2352,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2353,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2354,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2355,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2356,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2357,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2358,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2359,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2360,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2361,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2362,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2363,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2364,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2365,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
2366,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2367,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2368,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
2369,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2370,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2371,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2372,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2373,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2374,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2375,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
2376,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2377,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
2378,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
2379,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2380,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2381,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2382,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2383,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
