Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMJ_M_R
332,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
333,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
334,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
335,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
336,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
337,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
338,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
339,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
340,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
341,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
342,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
343,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
344,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
345,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
346,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
347,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
348,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
349,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
350,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
351,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
352,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
353,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
354,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
355,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
356,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
357,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
358,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
359,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
360,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
361,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
362,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
363,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
364,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
365,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
366,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
367,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
368,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
369,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
370,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
371,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
372,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
373,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
374,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
375,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
376,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
377,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
378,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
379,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
380,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
381,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
382,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
383,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
384,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
385,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
386,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
387,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
388,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
389,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
390,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
391,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Water
392,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
393,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
402,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
405,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
406,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
407,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
408,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
409,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
410,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
411,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
412,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
415,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
416,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
417,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
418,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
419,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
420,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
421,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
422,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
423,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
424,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
425,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
426,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
427,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
428,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
429,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
430,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
431,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
432,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
433,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
434,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
435,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
436,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
437,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
438,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
439,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
440,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
441,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
442,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
443,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
444,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
445,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
446,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
447,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
448,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
449,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
450,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
451,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
452,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
453,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
454,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
455,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
456,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
457,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
458,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
459,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
460,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
461,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
462,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
463,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
464,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
465,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
466,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
467,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
468,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
469,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
470,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
471,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
472,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
473,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
474,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
475,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
476,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
477,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
478,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
479,Grassland,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
480,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
481,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
482,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
483,Grassland,Water,Water,NULL,Water,Grassland,Water,Grassland
484,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
485,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
486,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
487,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
488,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
489,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
490,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
491,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
493,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
494,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
495,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
496,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
497,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
498,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
499,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
500,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
501,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
502,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
503,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
504,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
505,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
506,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
507,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
508,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
509,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
510,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
511,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
512,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
513,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
514,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
515,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
516,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
517,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
518,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
519,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
520,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
521,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
522,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
523,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
524,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
525,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
526,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
527,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
528,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
529,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
530,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
531,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
532,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
533,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
534,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
535,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
536,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
537,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
538,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
539,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
540,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
541,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
542,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
543,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
544,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
545,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
546,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
547,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
548,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
549,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
550,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
551,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
552,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
553,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
554,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
555,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
556,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
557,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
558,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
559,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
560,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
561,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
562,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
563,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
564,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
565,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
566,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
567,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
568,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
569,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
570,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
571,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
572,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
573,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
574,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
575,Cropland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
576,Cropland,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
577,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
578,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
579,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Forest
580,Cropland,Water,Water,NULL,Water,Bareland,Bareland,Water
581,Cropland,Water,Water,Water,Water,Water,Water,Water
582,Cropland,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
583,Cropland,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
584,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
585,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
586,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
587,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
588,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
589,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
590,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
591,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
592,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
593,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
594,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
595,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
596,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
597,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
598,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
599,Wetland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Water
600,Wetland,NULL,Water,Water,Water,Grassland,Bareland,Grassland
601,Wetland,NULL,Water,Water,Water,Grassland,Bareland,Water
602,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
603,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
604,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
605,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
606,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
607,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
608,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
609,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
610,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
611,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
612,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
613,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
614,Wetland,Wetland,Water,Water,Water,NULL,Water,Forest
615,Wetland,Wetland,Water,Water,Water,Grassland,Bareland,Grassland
616,Wetland,Wetland,Water,Water,Water,Grassland,Bareland,Bareland
617,Wetland,Wetland,Water,Water,Water,Water,Water,Water
618,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
619,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
620,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
621,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
622,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
623,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
624,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
625,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
626,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
627,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
628,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
629,Wetland,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
630,Wetland,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
631,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Forest
632,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
633,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
634,Wetland,Water,Wetland,Water,Wetland,NULL,Bareland,Bareland
635,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
636,Wetland,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
637,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
638,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
639,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
640,Wetland,Water,Water,NULL,Water,Bareland,Wetland,Water
641,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
642,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Water
643,Wetland,Water,Water,NULL,Water,Water,Water,Water
644,Wetland,Water,Water,Water,Water,Grassland,Wetland,Water
645,Wetland,Water,Water,Water,Water,Grassland,Wetland,Forest
646,Wetland,Water,Water,Water,Water,Grassland,Bareland,Water
647,Wetland,Water,Water,Water,Water,Water,Wetland,Water
648,Wetland,Water,Water,Water,Water,Water,Water,Water
649,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
650,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
651,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
652,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
653,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
654,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
655,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
656,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
657,Wetland,Water,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
658,Wetland,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
659,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
660,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
661,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
662,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
663,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
664,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
