Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXQ_M_R
325,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
326,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
327,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
328,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
329,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
330,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
331,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
332,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
333,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
334,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
335,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
336,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
337,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
338,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
339,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
340,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
344,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
346,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
347,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
348,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
349,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
350,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
351,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
352,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
353,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
354,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
355,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
356,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
357,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
358,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
359,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
360,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
361,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
362,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
363,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
364,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
365,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
366,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
368,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
369,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
370,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
371,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
372,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
373,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
374,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
375,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
376,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
377,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
378,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
379,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
380,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
381,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
382,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
383,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
384,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
385,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
386,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
387,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
388,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
389,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
390,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
391,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
392,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
393,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
394,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
395,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
396,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
397,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
398,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
399,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
400,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
401,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
402,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
403,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
404,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
405,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
406,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
407,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
408,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
409,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
410,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
411,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
412,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
413,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
414,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
415,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
416,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
418,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
419,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
421,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
422,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
423,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
424,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
425,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
426,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
427,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
428,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
429,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
430,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
431,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
432,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
433,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
434,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
435,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
436,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
437,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
439,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
440,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
441,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
442,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
443,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
444,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
445,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
446,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
447,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
448,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
449,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
450,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
451,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
452,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
453,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
454,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
455,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
456,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
457,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
458,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
459,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
460,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
461,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
462,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
463,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
464,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
465,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
466,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
467,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
468,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
469,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
470,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
471,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
472,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
473,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
474,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
475,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
476,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
477,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
478,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
479,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
480,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
481,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
482,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
483,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
484,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
485,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
487,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
488,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
489,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
490,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
491,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
492,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
493,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
494,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
495,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Bareland
496,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
497,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
498,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
499,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
500,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
501,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
502,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
503,NULL,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
504,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
505,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
506,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
507,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
508,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
509,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
510,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
511,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
512,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
513,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
514,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
515,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
516,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
517,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
518,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
519,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
520,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
521,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
522,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
524,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
525,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
526,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
527,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
528,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
529,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
530,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
531,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
532,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
533,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
534,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
535,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
536,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
537,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
538,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
539,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
540,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
541,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
542,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
543,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
544,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
545,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
546,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
547,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
548,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
549,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
550,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
551,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
552,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
553,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
554,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
555,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
556,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
557,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
558,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
559,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
560,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
561,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
562,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
563,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
592,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
593,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
594,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
595,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
596,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
597,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
598,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
599,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
600,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
601,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
602,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
603,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
604,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
605,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
606,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
607,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
608,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
609,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
610,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
611,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
612,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
613,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
614,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
615,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
616,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
617,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
618,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
619,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
620,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
621,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
622,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
623,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
624,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
625,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
626,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
627,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
628,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
629,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
630,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
631,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
632,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
633,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
634,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
635,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
636,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
637,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
638,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
639,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
640,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
641,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
642,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
643,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
644,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
645,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
646,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Forest
647,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
648,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
649,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
