Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCC_M_R
324,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
325,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
326,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
327,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
328,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
329,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
330,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
331,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
332,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
333,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
334,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
335,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
336,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
337,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
338,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
339,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
340,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
341,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
342,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
343,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
344,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
345,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
346,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
347,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
348,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
349,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
350,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
351,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
352,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
353,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
354,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
355,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
356,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
357,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
358,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
359,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
360,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
361,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
362,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
363,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
364,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
365,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
366,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
367,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
368,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
369,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
370,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
371,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
372,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
373,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
374,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
375,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
376,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
377,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
378,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
379,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
380,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
381,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
382,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
383,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
384,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
385,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
386,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
387,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
388,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
389,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
390,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
391,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
392,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
393,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
394,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
395,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
396,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
397,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
398,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
399,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
400,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
401,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
402,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
403,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
404,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
405,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
406,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
407,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
408,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
409,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
410,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
411,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
412,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
413,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
414,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
415,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
416,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
417,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
418,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
419,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
420,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
421,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
422,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
423,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
424,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
425,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
426,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
427,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
428,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
429,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
430,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
431,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
432,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
433,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
434,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
435,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
436,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
437,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
438,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
439,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
440,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
441,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
442,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
443,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
444,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
445,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
446,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
447,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
448,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
449,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
450,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Wetland,Wetland
451,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Bareland,Grassland
452,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
453,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
454,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
455,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
456,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
457,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
458,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
459,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
460,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
461,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
462,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
463,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
464,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Bareland
465,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
466,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
467,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
468,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
469,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
470,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
471,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
472,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
473,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
474,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
475,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
476,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
477,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
478,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
479,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
480,NULL,NULL,Wetland,Water,Wetland,Cropland,Forest,Wetland
481,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
482,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
483,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
484,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
485,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
486,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
487,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
488,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
489,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
490,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
491,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
492,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
493,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
494,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
495,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
496,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
497,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
498,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
499,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
500,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
501,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
502,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
503,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
504,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
505,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
506,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
507,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Wetland
508,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
509,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
510,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
511,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
512,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
513,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
514,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
515,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
516,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
517,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
518,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Wetland
519,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
520,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
521,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
522,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
523,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
524,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
525,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
526,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
527,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
528,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
529,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
530,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
531,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
532,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
533,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
534,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
535,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
536,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
537,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
538,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
539,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
540,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
541,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
542,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
543,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
544,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
545,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
546,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
548,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
549,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
550,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
551,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
552,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
553,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
554,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
555,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
556,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
557,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
558,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
559,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
560,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
561,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
562,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
563,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
564,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
565,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Bareland,Wetland
566,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
567,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
568,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
569,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
570,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
571,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
572,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
573,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
575,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
576,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
577,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
578,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
579,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
580,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
581,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
582,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
583,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
584,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
585,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
586,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
587,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
588,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
589,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
590,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
591,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
592,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
593,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
594,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
595,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
596,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
597,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
598,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
599,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
600,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
603,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
604,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
605,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
608,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
609,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
610,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
611,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
613,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
614,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
615,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Wetland
616,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
617,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
619,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
620,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
621,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
622,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
623,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
624,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
625,NULL,NULL,Water,NULL,Water,NULL,Wetland,Forest
626,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
627,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
628,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
629,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
630,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
631,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
632,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
633,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
634,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
635,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
636,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
637,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
638,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
639,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
640,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
641,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
642,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
643,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
644,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
645,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
646,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
647,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
648,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
649,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Water
650,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
651,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
652,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
653,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
654,NULL,NULL,Water,Water,Water,NULL,Wetland,Wetland
655,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
656,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
657,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
658,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
659,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
660,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
661,NULL,NULL,Water,Water,Water,Wetland,Wetland,Bareland
662,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
663,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
664,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
665,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
666,NULL,NULL,Water,Water,Water,Wetland,Water,Water
667,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
668,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
669,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
670,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
671,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
672,NULL,NULL,Water,Water,Water,Water,Wetland,Water
673,NULL,NULL,Water,Water,Water,Water,Water,Grassland
674,NULL,NULL,Water,Water,Water,Water,Water,Wetland
675,NULL,NULL,Water,Water,Water,Water,Water,Water
676,NULL,NULL,Water,Water,Water,Water,Water,Forest
677,NULL,NULL,Water,Water,Water,Forest,Wetland,Wetland
678,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
679,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
680,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
