Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCR_M_R
328,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
329,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
330,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
331,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
332,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
333,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
334,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
335,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
336,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
337,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
338,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
339,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
340,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
341,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
342,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
343,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
344,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
345,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
346,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
347,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
348,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
349,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
350,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
351,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
352,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
353,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
354,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
355,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
356,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
357,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
358,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
359,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Water
360,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
361,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
362,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
363,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
364,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
365,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
366,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
367,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
368,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
370,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
371,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
372,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
373,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
374,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
375,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
376,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
377,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
378,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
379,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
380,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
381,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
382,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
383,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
384,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
385,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Built-up
386,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
387,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
388,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
389,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
390,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
392,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
393,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
394,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
395,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
396,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
397,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
398,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
399,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
400,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
401,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
402,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
403,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
404,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
405,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Forest
406,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
407,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Water,Grassland
408,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
409,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
410,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
411,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
412,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
413,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
414,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
415,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
416,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
417,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
418,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Forest
419,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
420,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
421,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
422,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
423,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
424,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
425,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
427,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
428,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
429,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
430,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
431,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
432,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
433,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
434,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
435,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
436,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
437,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
438,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
439,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
440,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
441,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
442,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
443,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
444,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
445,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
446,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
447,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
448,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
449,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
450,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
451,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
452,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
453,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
454,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
455,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
456,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
457,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
458,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
459,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
460,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Water
461,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
462,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
463,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
464,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
465,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
466,NULL,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
467,NULL,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
468,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
469,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
470,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
471,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
472,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
473,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
474,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
475,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
476,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
477,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
478,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
479,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
480,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
481,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
482,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
483,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
484,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
485,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
486,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
487,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
488,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
489,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
490,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
491,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
492,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
493,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
494,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
495,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
496,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
497,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
498,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
499,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
500,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
501,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
502,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
503,NULL,NULL,Built-up,Water,Non_Wetland,Water,NULL,Water
504,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Water
505,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
506,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
507,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
508,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
509,NULL,NULL,Water,NULL,Water,Grassland,NULL,Built-up
510,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
511,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
512,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
513,NULL,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
514,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
515,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
516,NULL,NULL,Water,NULL,Water,Bareland,NULL,Built-up
517,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
518,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
519,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
520,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
521,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Grassland
522,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
523,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
524,NULL,NULL,Water,NULL,Water,Built-up,Water,Water
525,NULL,NULL,Water,NULL,Water,Water,NULL,Grassland
526,NULL,NULL,Water,NULL,Water,Water,NULL,Built-up
527,NULL,NULL,Water,NULL,Water,Water,Bareland,Grassland
528,NULL,NULL,Water,NULL,Water,Water,Water,Water
529,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
530,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
531,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
532,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
533,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
534,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
535,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
536,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
537,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Water
538,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
539,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
540,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
541,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
542,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
543,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
544,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
545,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
546,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
547,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
548,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
549,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
550,NULL,NULL,Water,Water,Water,NULL,NULL,Water
551,NULL,NULL,Water,Water,Water,NULL,Wetland,Water
552,NULL,NULL,Water,Water,Water,Wetland,NULL,Grassland
553,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
554,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
555,NULL,NULL,Water,Water,Water,Wetland,Water,Water
556,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
557,NULL,NULL,Water,Water,Water,Bareland,NULL,Wetland
558,NULL,NULL,Water,Water,Water,Bareland,Wetland,Water
559,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
560,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
561,NULL,NULL,Water,Water,Water,Bareland,Water,Water
562,NULL,NULL,Water,Water,Water,Water,NULL,Grassland
563,NULL,NULL,Water,Water,Water,Water,NULL,Water
564,NULL,NULL,Water,Water,Water,Water,Wetland,Water
565,NULL,NULL,Water,Water,Water,Water,Built-up,Water
566,NULL,NULL,Water,Water,Water,Water,Water,Grassland
567,NULL,NULL,Water,Water,Water,Water,Water,Water
568,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
569,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
570,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
571,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
572,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
573,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
576,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
577,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
579,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
580,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
581,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
583,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
584,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
585,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
586,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
587,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
588,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
589,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
590,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
591,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
592,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
593,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
594,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
595,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
596,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
597,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
598,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
600,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
602,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
603,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
604,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
605,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
606,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
607,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
608,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
609,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
610,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
611,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
612,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
613,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
614,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
615,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
616,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
617,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
618,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
622,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
623,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
626,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
628,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
629,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
630,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
631,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
632,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
633,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
634,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
635,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
636,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
637,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
638,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
639,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
640,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
641,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
642,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
643,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
644,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
645,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
646,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
647,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
648,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
649,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
650,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
651,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
652,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
653,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
654,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
655,NULL,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
656,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
657,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
658,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
659,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
660,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
661,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
662,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
663,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
665,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
666,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
667,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
668,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
669,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
670,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
671,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
672,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
673,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
674,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
675,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
676,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
677,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
678,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
679,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
680,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
