Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Water
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
