Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PLQ_M_R
1713,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1714,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1715,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1716,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1717,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1718,Water,Water,Cropland,Water,Non_Wetland,Grassland
1719,Water,Water,Cropland,Water,Non_Wetland,Wetland
1720,Water,Water,Cropland,Water,Non_Wetland,Water
1721,Water,Water,Cropland,Water,Non_Wetland,Forest
1722,Water,Water,Wetland,NULL,Wetland,NULL
1723,Water,Water,Wetland,NULL,Wetland,Grassland
1724,Water,Water,Wetland,NULL,Wetland,Wetland
1725,Water,Water,Wetland,NULL,Wetland,Bareland
1726,Water,Water,Wetland,NULL,Wetland,Water
1727,Water,Water,Wetland,NULL,Wetland,Forest
1728,Water,Water,Wetland,Non_Water,Wetland,NULL
1729,Water,Water,Wetland,Non_Water,Wetland,Grassland
1730,Water,Water,Wetland,Non_Water,Wetland,Wetland
1731,Water,Water,Wetland,Non_Water,Wetland,Bareland
1732,Water,Water,Wetland,Non_Water,Wetland,Water
1733,Water,Water,Wetland,Non_Water,Wetland,Forest
1734,Water,Water,Wetland,Water,Wetland,NULL
1735,Water,Water,Wetland,Water,Wetland,Grassland
1736,Water,Water,Wetland,Water,Wetland,Cropland
1737,Water,Water,Wetland,Water,Wetland,Wetland
1738,Water,Water,Wetland,Water,Wetland,Bareland
1739,Water,Water,Wetland,Water,Wetland,Water
1740,Water,Water,Wetland,Water,Wetland,Forest
1741,Water,Water,Bareland,NULL,Non_Wetland,NULL
1742,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1743,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1744,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1745,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1746,Water,Water,Bareland,Water,Non_Wetland,Wetland
1747,Water,Water,Bareland,Water,Non_Wetland,Bareland
1748,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1749,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1750,Water,Water,Built-up,NULL,Non_Wetland,Water
1751,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
1752,Water,Water,Built-up,Water,Non_Wetland,Grassland
1753,Water,Water,Built-up,Water,Non_Wetland,Bareland
1754,Water,Water,Built-up,Water,Non_Wetland,Water
1755,Water,Water,Water,NULL,Water,NULL
1756,Water,Water,Water,NULL,Water,Grassland
1757,Water,Water,Water,NULL,Water,Wetland
1758,Water,Water,Water,NULL,Water,Water
1759,Water,Water,Water,NULL,Water,Forest
1760,Water,Water,Water,Non_Water,Water,NULL
1761,Water,Water,Water,Non_Water,Water,Grassland
1762,Water,Water,Water,Non_Water,Water,Wetland
1763,Water,Water,Water,Non_Water,Water,Bareland
1764,Water,Water,Water,Non_Water,Water,Water
1765,Water,Water,Water,Non_Water,Water,Forest
1766,Water,Water,Water,Water,Water,NULL
1767,Water,Water,Water,Water,Water,Grassland
1768,Water,Water,Water,Water,Water,Wetland
1769,Water,Water,Water,Water,Water,Bareland
1770,Water,Water,Water,Water,Water,Water
1771,Water,Water,Water,Water,Water,Forest
1772,Water,Water,Forest,NULL,Non_Wetland,NULL
1773,Water,Water,Forest,NULL,Non_Wetland,Grassland
1774,Water,Water,Forest,NULL,Non_Wetland,Cropland
1775,Water,Water,Forest,NULL,Non_Wetland,Wetland
1776,Water,Water,Forest,NULL,Non_Wetland,Bareland
1777,Water,Water,Forest,NULL,Non_Wetland,Water
1778,Water,Water,Forest,NULL,Non_Wetland,Forest
1779,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1780,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1781,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1782,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1783,Water,Water,Forest,Non_Water,Non_Wetland,Water
1784,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1785,Water,Water,Forest,Water,Non_Wetland,NULL
1786,Water,Water,Forest,Water,Non_Wetland,Grassland
1787,Water,Water,Forest,Water,Non_Wetland,Wetland
1788,Water,Water,Forest,Water,Non_Wetland,Bareland
1789,Water,Water,Forest,Water,Non_Wetland,Water
1790,Water,Water,Forest,Water,Non_Wetland,Forest
1791,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1792,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1793,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1794,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1795,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1796,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1797,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1798,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1799,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1800,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1801,Water,Forest,Grassland,Water,Non_Wetland,Grassland
1802,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1803,Water,Forest,Cropland,Water,Non_Wetland,Grassland
1804,Water,Forest,Wetland,NULL,Wetland,Grassland
1805,Water,Forest,Wetland,NULL,Wetland,Wetland
1806,Water,Forest,Wetland,NULL,Wetland,Water
1807,Water,Forest,Wetland,NULL,Wetland,Forest
1808,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1809,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1810,Water,Forest,Wetland,Non_Water,Wetland,Forest
1811,Water,Forest,Wetland,Water,Wetland,NULL
1812,Water,Forest,Wetland,Water,Wetland,Grassland
1813,Water,Forest,Wetland,Water,Wetland,Wetland
1814,Water,Forest,Wetland,Water,Wetland,Bareland
1815,Water,Forest,Wetland,Water,Wetland,Water
1816,Water,Forest,Wetland,Water,Wetland,Forest
1817,Water,Forest,Water,NULL,Water,Water
1818,Water,Forest,Water,NULL,Water,Forest
1819,Water,Forest,Water,Non_Water,Water,Grassland
1820,Water,Forest,Water,Non_Water,Water,Water
1821,Water,Forest,Water,Non_Water,Water,Forest
1822,Water,Forest,Water,Water,Water,Grassland
1823,Water,Forest,Water,Water,Water,Wetland
1824,Water,Forest,Water,Water,Water,Water
1825,Water,Forest,Water,Water,Water,Forest
1826,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1827,Water,Forest,Forest,NULL,Non_Wetland,Water
1828,Water,Forest,Forest,NULL,Non_Wetland,Forest
1829,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1830,Water,Forest,Forest,Water,Non_Wetland,Forest
1831,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1832,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1833,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1834,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1835,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
1836,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1837,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1838,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1839,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1840,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1841,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1842,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1843,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1844,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1845,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1846,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1847,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1848,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1849,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1850,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1851,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1852,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1853,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1854,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1855,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1856,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1857,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1858,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1859,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1860,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1861,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1862,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1863,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1864,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1865,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1866,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1867,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1868,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1869,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1870,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1871,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1872,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1873,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1874,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1875,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1876,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1877,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1878,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1879,Forest,NULL,Grassland,Water,Non_Wetland,Water
1880,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1881,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1882,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1883,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1884,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1885,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1886,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1887,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1888,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1889,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1890,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1891,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1892,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1893,Forest,NULL,Wetland,NULL,Wetland,NULL
1894,Forest,NULL,Wetland,NULL,Wetland,Grassland
1895,Forest,NULL,Wetland,NULL,Wetland,Wetland
1896,Forest,NULL,Wetland,NULL,Wetland,Bareland
1897,Forest,NULL,Wetland,NULL,Wetland,Water
1898,Forest,NULL,Wetland,NULL,Wetland,Forest
1899,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1900,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1901,Forest,NULL,Wetland,Non_Water,Wetland,Water
1902,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1903,Forest,NULL,Wetland,Water,Wetland,Grassland
1904,Forest,NULL,Wetland,Water,Wetland,Cropland
1905,Forest,NULL,Wetland,Water,Wetland,Wetland
1906,Forest,NULL,Wetland,Water,Wetland,Bareland
1907,Forest,NULL,Wetland,Water,Wetland,Water
1908,Forest,NULL,Wetland,Water,Wetland,Forest
1909,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1910,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1911,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1912,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1913,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1914,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1915,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1916,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1917,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1918,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1919,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1920,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1921,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1922,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1923,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1924,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1925,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1926,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1927,Forest,NULL,Water,NULL,Water,Grassland
1928,Forest,NULL,Water,NULL,Water,Wetland
1929,Forest,NULL,Water,NULL,Water,Forest
1930,Forest,NULL,Water,Non_Water,Water,Grassland
1931,Forest,NULL,Water,Non_Water,Water,Wetland
1932,Forest,NULL,Water,Non_Water,Water,Bareland
1933,Forest,NULL,Water,Non_Water,Water,Forest
1934,Forest,NULL,Water,Water,Water,Grassland
1935,Forest,NULL,Water,Water,Water,Wetland
1936,Forest,NULL,Water,Water,Water,Water
1937,Forest,NULL,Water,Water,Water,Forest
1938,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1939,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1940,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1941,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1942,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1943,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1944,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1945,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1946,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1947,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1948,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1949,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1950,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1951,Forest,NULL,Forest,Water,Non_Wetland,Water
1952,Forest,NULL,Forest,Water,Non_Wetland,Forest
1953,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1954,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1955,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1956,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1957,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1958,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1959,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1960,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1961,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1962,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1963,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1964,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1965,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1966,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1967,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1968,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1969,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1970,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1971,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1972,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1973,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1974,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1975,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1976,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1977,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1978,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1979,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1980,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1981,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1982,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1983,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1984,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1985,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1986,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1987,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1988,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1989,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1990,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1991,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1992,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1993,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1994,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1995,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1996,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1997,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1998,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1999,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
2000,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2001,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
2002,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2003,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2004,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2005,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2006,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2007,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
2008,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
2009,Forest,Wetland,Wetland,NULL,Wetland,NULL
2010,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2011,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2012,Forest,Wetland,Wetland,NULL,Wetland,Water
2013,Forest,Wetland,Wetland,NULL,Wetland,Forest
2014,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2015,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2016,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2017,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2018,Forest,Wetland,Wetland,Water,Wetland,NULL
2019,Forest,Wetland,Wetland,Water,Wetland,Grassland
2020,Forest,Wetland,Wetland,Water,Wetland,Wetland
2021,Forest,Wetland,Wetland,Water,Wetland,Water
2022,Forest,Wetland,Wetland,Water,Wetland,Forest
2023,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2024,Forest,Wetland,Water,NULL,Water,Grassland
2025,Forest,Wetland,Water,NULL,Water,Wetland
2026,Forest,Wetland,Water,NULL,Water,Water
2027,Forest,Wetland,Water,NULL,Water,Forest
2028,Forest,Wetland,Water,Non_Water,Water,Grassland
2029,Forest,Wetland,Water,Non_Water,Water,Wetland
2030,Forest,Wetland,Water,Non_Water,Water,Water
2031,Forest,Wetland,Water,Non_Water,Water,Forest
2032,Forest,Wetland,Water,Water,Water,Grassland
2033,Forest,Wetland,Water,Water,Water,Wetland
2034,Forest,Wetland,Water,Water,Water,Water
2035,Forest,Wetland,Water,Water,Water,Forest
2036,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2037,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2038,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2039,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2040,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2041,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2042,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2043,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2044,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2045,Forest,Wetland,Forest,Water,Non_Wetland,Water
2046,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2047,Forest,Bareland,Wetland,Water,Wetland,Grassland
2048,Forest,Bareland,Wetland,Water,Wetland,Wetland
2049,Forest,Bareland,Wetland,Water,Wetland,Bareland
2050,Forest,Bareland,Wetland,Water,Wetland,Water
2051,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2052,Forest,Bareland,Water,Water,Water,Wetland
2053,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2054,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
2055,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2056,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest
2057,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2058,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2059,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2060,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2061,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2062,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2063,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2064,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2065,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2066,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2067,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2068,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2069,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2070,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2071,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2072,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2073,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2074,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2075,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2076,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2077,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2078,Forest,Built-up,Wetland,NULL,Wetland,Forest
2079,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
2080,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
2081,Forest,Built-up,Wetland,Water,Wetland,Water
2082,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2083,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
2084,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2085,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2086,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2087,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2088,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2089,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2090,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
2091,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest
2092,Forest,Built-up,Water,Water,Water,Wetland
2093,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2094,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2095,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2096,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2097,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2098,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2099,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2100,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2101,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2102,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2103,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2104,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2105,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2106,Forest,Water,Shrubland,Water,Non_Wetland,Water
2107,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2108,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2109,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2110,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2111,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2112,Forest,Water,Grassland,Water,Non_Wetland,Water
2113,Forest,Water,Grassland,Water,Non_Wetland,Forest
2114,Forest,Water,Wetland,NULL,Wetland,Grassland
2115,Forest,Water,Wetland,NULL,Wetland,Wetland
2116,Forest,Water,Wetland,NULL,Wetland,Water
2117,Forest,Water,Wetland,NULL,Wetland,Forest
2118,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2119,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2120,Forest,Water,Wetland,Non_Water,Wetland,Water
2121,Forest,Water,Wetland,Non_Water,Wetland,Forest
2122,Forest,Water,Wetland,Water,Wetland,Grassland
2123,Forest,Water,Wetland,Water,Wetland,Wetland
2124,Forest,Water,Wetland,Water,Wetland,Water
2125,Forest,Water,Wetland,Water,Wetland,Forest
2126,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2127,Forest,Water,Water,NULL,Water,Water
2128,Forest,Water,Water,NULL,Water,Forest
2129,Forest,Water,Water,Non_Water,Water,Wetland
2130,Forest,Water,Water,Non_Water,Water,Forest
2131,Forest,Water,Water,Water,Water,Grassland
2132,Forest,Water,Water,Water,Water,Wetland
2133,Forest,Water,Water,Water,Water,Water
2134,Forest,Water,Water,Water,Water,Forest
2135,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2136,Forest,Water,Forest,NULL,Non_Wetland,Water
2137,Forest,Water,Forest,NULL,Non_Wetland,Forest
2138,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2139,Forest,Water,Forest,Water,Non_Wetland,Grassland
2140,Forest,Water,Forest,Water,Non_Wetland,Wetland
2141,Forest,Water,Forest,Water,Non_Wetland,Water
2142,Forest,Water,Forest,Water,Non_Wetland,Forest
2143,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2144,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2145,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2146,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2147,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2148,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2149,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2150,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2151,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2152,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2153,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2154,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2155,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
