Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWA_M_R
320,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
321,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
322,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
323,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
324,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
326,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
328,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
333,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
334,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
335,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
339,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
342,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
344,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
347,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
348,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
349,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
350,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
351,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
352,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
353,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
354,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
355,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
356,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
357,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
358,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
359,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
360,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
361,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
362,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
363,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
364,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
365,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
366,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
367,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
368,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
369,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Bareland
370,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
371,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
372,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
373,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
374,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
375,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
376,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
377,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
378,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
379,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
380,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
381,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
382,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
383,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
384,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
385,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
386,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
387,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
388,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
389,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
390,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
391,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
392,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
393,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
394,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
395,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
396,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
397,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
398,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
400,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
401,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
402,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
403,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
404,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
405,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
406,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
407,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
409,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
410,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
411,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
412,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
413,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
414,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
415,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
416,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
417,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
418,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
419,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
420,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
421,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
422,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
423,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
424,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
425,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
427,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
428,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
429,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
430,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
432,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
433,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
434,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
435,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
436,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
437,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
438,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
439,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
440,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
441,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
442,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
443,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
444,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
445,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
446,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
447,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
448,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
449,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
450,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
451,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
452,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
453,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
454,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
455,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
456,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
457,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
458,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
459,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
460,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
461,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
462,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
463,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
464,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
465,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
466,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
467,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
468,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
469,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
470,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
471,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
472,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
473,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
474,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
475,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
476,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
477,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
478,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
479,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
480,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
481,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
482,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
483,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
484,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
485,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
486,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
487,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
488,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
489,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
490,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
491,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
492,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
493,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
494,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
495,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
496,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
497,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
498,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
499,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
500,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
501,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
502,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
503,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
504,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
505,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
506,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
507,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
508,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
509,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
510,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
511,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
512,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Wetland
513,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
514,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
515,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
516,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
517,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
518,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
519,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
520,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
521,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
522,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
523,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
524,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
525,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
526,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
527,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
528,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
529,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
530,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
531,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
532,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
533,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
534,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
535,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
536,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
537,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
538,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
540,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
541,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
542,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
543,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
544,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
545,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
546,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
547,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
548,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
549,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
550,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
551,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
552,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
553,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
554,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
555,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
556,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
557,NULL,NULL,Water,NULL,Water,Grassland,Water,Wetland
558,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
559,NULL,NULL,Water,NULL,Water,Grassland,Forest,Wetland
560,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
561,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
562,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
563,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
564,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
565,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
566,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
567,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
568,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
569,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
570,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
571,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
572,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
573,NULL,NULL,Water,NULL,Water,Water,Water,Forest
574,NULL,NULL,Water,NULL,Water,Forest,Grassland,Wetland
575,NULL,NULL,Water,NULL,Water,Forest,Wetland,Wetland
576,NULL,NULL,Water,NULL,Water,Forest,Forest,Wetland
577,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
578,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
579,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
580,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
581,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
582,NULL,NULL,Water,Non_Water,Water,Grassland,Forest,Forest
583,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
584,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
585,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
586,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
587,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
588,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
589,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Forest
590,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
591,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
592,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
593,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
594,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
595,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
596,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
597,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
598,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
599,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
600,NULL,NULL,Water,Water,Water,Water,Grassland,Water
601,NULL,NULL,Water,Water,Water,Water,Wetland,Water
602,NULL,NULL,Water,Water,Water,Water,Water,Wetland
603,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
604,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
605,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
606,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
607,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
608,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
609,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
610,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
611,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
612,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
613,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
614,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
615,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
616,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
617,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
619,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
620,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
621,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
623,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
626,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
627,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
628,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
629,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
630,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
631,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
632,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
633,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
634,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
635,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
637,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
638,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
639,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
641,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
643,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
644,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
645,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
646,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
648,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
649,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
650,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
651,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
652,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
653,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
654,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
655,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
656,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
657,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
658,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
659,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
660,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
661,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
662,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
663,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
664,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
665,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
666,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
667,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
668,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
669,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
670,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
671,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
