Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDK_M_R
335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
364,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
365,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
366,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
367,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
368,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
369,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
387,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Wetland
389,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
398,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
407,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Built-up
408,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Built-up
409,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
410,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
411,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
412,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Water
413,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
414,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
415,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
416,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
417,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
418,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
419,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
420,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
421,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
422,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
423,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
424,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
425,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
426,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
427,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Built-up
429,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
430,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
431,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
432,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
433,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
434,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
435,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
436,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
437,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
438,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
439,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
440,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
441,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
442,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
443,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
444,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
445,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
446,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
447,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
448,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
449,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
450,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
451,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
452,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
453,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
454,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
455,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
456,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
457,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
458,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
459,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
460,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
461,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
462,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
463,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
464,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
466,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
467,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
468,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
469,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
470,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
471,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
472,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
473,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
474,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
475,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
476,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
477,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
478,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
479,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
480,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
481,NULL,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
482,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
483,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
484,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
485,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
486,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
487,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
488,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
489,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
490,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
491,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
492,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
493,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Wetland
494,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Water
495,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
496,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
497,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
498,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
499,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
500,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
501,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
502,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
503,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
504,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
505,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
506,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
507,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
509,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
510,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
511,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
512,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
513,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
514,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
515,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
516,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
517,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
518,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
519,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
520,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
521,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
522,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
523,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
524,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
525,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
526,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
527,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
528,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
529,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
530,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
531,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
532,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
533,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
534,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
535,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
536,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
537,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
538,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
539,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
540,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
541,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
542,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
543,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
544,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
545,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
546,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
547,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
548,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Bareland
549,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
550,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
551,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
552,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
553,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
554,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
555,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
556,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
557,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
558,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
560,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
561,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
562,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
563,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
564,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
565,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
566,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
567,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
568,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
569,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
570,NULL,Built-up,Water,NULL,Water,Water,Water,Water
571,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
572,NULL,Built-up,Water,Water,Water,Water,Water,Water
573,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
574,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
575,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
576,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
577,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
578,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
579,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
580,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
581,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
582,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
583,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
584,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
585,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
586,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
587,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
588,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
589,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
590,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
591,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
592,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
593,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
594,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
595,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
596,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
597,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
598,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
599,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Built-up
600,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
601,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
602,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
603,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
604,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
605,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
606,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
607,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
608,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
609,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
610,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
611,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
612,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
613,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
614,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
615,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
616,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
617,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
618,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
619,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
620,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
621,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
622,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Wetland
623,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
624,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
625,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
626,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
627,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
628,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
629,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
630,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
631,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
632,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
633,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
634,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
635,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
636,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
637,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
638,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
639,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
640,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Water
641,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
642,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
643,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
644,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
645,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
646,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
647,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
648,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
649,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
650,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
651,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
652,NULL,Water,Wetland,NULL,Wetland,Water,Water,Wetland
653,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
654,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
655,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
656,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
657,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
658,NULL,Water,Water,NULL,Water,Water,Water,Water
659,NULL,Water,Water,NULL,Water,Water,Forest,Water
660,NULL,Water,Water,Non_Water,Water,Water,Water,Wetland
661,NULL,Water,Water,Water,Water,NULL,Forest,Forest
662,NULL,Water,Water,Water,Water,Built-up,Water,Water
663,NULL,Water,Water,Water,Water,Water,NULL,Water
664,NULL,Water,Water,Water,Water,Water,Water,Wetland
665,NULL,Water,Water,Water,Water,Water,Water,Water
666,NULL,Water,Water,Water,Water,Water,Water,Forest
667,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
668,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
