Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
346,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
347,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
348,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
349,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
350,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
351,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
352,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Cropland
353,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
354,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
355,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
356,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
357,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
359,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
362,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
364,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
366,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
368,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
369,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
370,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
371,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
373,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
374,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
376,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
377,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
378,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
379,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
381,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
382,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
386,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
388,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
391,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
392,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
394,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
398,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
399,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
403,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
404,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
405,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
409,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
410,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
411,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
416,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
417,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
418,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
421,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
425,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
426,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
429,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
430,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
433,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
438,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
439,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
440,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
444,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
445,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
446,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
450,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
451,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
452,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
454,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Water
455,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
456,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
460,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
474,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
475,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
476,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
478,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
479,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Cropland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
484,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
486,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
488,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
489,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
490,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
493,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
494,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
495,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
499,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
500,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
501,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
502,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
504,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
505,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
507,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
508,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
509,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
510,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
512,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
514,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
515,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
516,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
518,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
521,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
523,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
524,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
525,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
528,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
529,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
531,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
532,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
533,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
534,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
537,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
539,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
540,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
543,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
545,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
548,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
549,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
550,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
554,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
557,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
561,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
564,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
565,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
566,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
567,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
568,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
569,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
570,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
571,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
572,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
573,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Water,Bareland
574,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
575,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
576,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
577,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
578,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
579,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
580,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
581,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
582,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
583,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
584,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
585,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
586,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
587,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
588,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Cropland
589,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
590,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Cropland
591,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Forest
592,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
593,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
594,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
652,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
