Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQS_M_R
6237,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
6238,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6239,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Wetland
6240,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
6241,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6242,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Water
6243,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
6244,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
6245,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
6246,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
6247,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
6248,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Wetland
6249,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
6250,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
6251,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6252,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6253,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6254,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6255,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6256,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6257,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6258,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
6259,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6260,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6261,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6262,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6263,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6264,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6265,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6266,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
6267,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6268,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6269,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
6270,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6271,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6272,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
6273,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6274,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
6275,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
6276,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6277,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6278,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
6279,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
6280,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6281,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
6282,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
6283,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
6284,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
6285,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
6286,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6287,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6288,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6289,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6290,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6291,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6292,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
6293,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6294,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6295,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6296,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6297,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
6298,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6299,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6300,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6301,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6302,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6303,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6304,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6305,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6306,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6307,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
6308,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6309,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
6310,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6311,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6312,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6313,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6314,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6315,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6316,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
6317,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6318,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
6319,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
6320,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
6321,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6322,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6323,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
6324,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
6325,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
6326,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6327,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
6328,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6329,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
6330,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
6331,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6332,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6333,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6334,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
6335,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
6336,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
6337,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
6338,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
6339,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6340,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
6341,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6342,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
6343,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6344,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6345,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6346,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
6347,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6348,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6349,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
6350,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6351,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
6352,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
6353,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
6354,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
6355,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
6356,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
6357,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
6358,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
6359,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
6360,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
6361,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
6362,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
6363,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
6364,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
6365,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
6366,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
6367,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
6368,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Water
6369,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
6370,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
6371,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
6372,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
6373,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
6374,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Built-up
6375,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
6376,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
6377,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
6378,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Forest
6379,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
6380,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
6381,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
6382,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Grassland
6383,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Forest
6384,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Built-up,Grassland
6385,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Built-up,Built-up
6386,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
6387,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Water
6388,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Water
6389,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
6390,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
6391,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
6392,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
6393,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
6394,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
6395,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
6396,NULL,Built-up,Water,NULL,Water,Wetland,Water,Forest
6397,NULL,Built-up,Water,NULL,Water,Bareland,Water,Water
6398,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
6399,NULL,Built-up,Water,NULL,Water,Built-up,Water,Water
6400,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Water
6401,NULL,Built-up,Water,Non_Water,Water,Wetland,Water,Wetland
6402,NULL,Built-up,Water,Water,NULL,Bareland,Water,Bareland
6403,NULL,Built-up,Water,Water,NULL,Built-up,Water,Bareland
6404,NULL,Built-up,Water,Water,Water,Grassland,Built-up,Wetland
6405,NULL,Built-up,Water,Water,Water,Grassland,Water,Water
6406,NULL,Built-up,Water,Water,Water,Wetland,Water,Wetland
6407,NULL,Built-up,Water,Water,Water,Bareland,Shrubland,Grassland
6408,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
6409,NULL,Built-up,Water,Water,Water,Bareland,Water,Bareland
6410,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
6411,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
6412,NULL,Built-up,Water,Water,Water,Water,Water,Built-up
6413,NULL,Built-up,Water,Water,Water,Forest,Forest,Wetland
6414,NULL,Built-up,Water,Water,Water,Forest,Forest,Forest
6415,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6416,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6417,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6418,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6419,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6420,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6421,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
6422,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6423,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6424,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6425,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6426,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
6427,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6428,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
6429,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6430,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6431,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
6432,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
6433,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
6434,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
6435,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
6436,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6437,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6438,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6439,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6440,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6441,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6442,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
6443,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
6444,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6445,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6446,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6447,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6448,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6449,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6450,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6451,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6452,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6453,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6454,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6455,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6456,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6457,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6458,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6459,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6460,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6461,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6462,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6463,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
6464,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6465,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6466,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Wetland
6467,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6468,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
6469,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6470,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6471,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6472,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6473,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
6474,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
6475,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6476,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6477,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6478,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6479,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
6480,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6481,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6482,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6483,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6484,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6485,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6486,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6487,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6488,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6489,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6490,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6491,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
6492,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6493,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6494,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
6495,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6496,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Wetland
6497,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
6498,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
6499,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
6500,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6501,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6502,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6503,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
6504,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
6505,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6506,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6507,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6508,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6509,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6510,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
6511,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
6512,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6513,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6514,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6515,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
6516,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6517,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6518,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6519,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6520,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6521,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6522,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6523,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6524,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6525,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
6526,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6527,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
6528,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Wetland
6529,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
6530,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6531,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6532,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6533,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6534,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6535,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6536,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6537,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6538,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6539,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6540,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
6541,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6542,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6543,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6544,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6545,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6546,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
6547,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6548,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6549,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
6550,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
6551,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6552,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
6553,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
6554,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6555,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
6556,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
6557,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
6558,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
