Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZR_M_R
1681,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1682,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1683,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1684,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1685,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1686,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1687,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1688,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1689,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1690,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1691,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1692,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1693,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1694,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1695,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1696,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1697,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1698,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1699,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1700,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1701,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1702,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1703,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1704,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1705,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1706,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1707,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1708,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1709,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1710,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1711,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1712,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1713,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1714,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1715,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1716,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1717,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1718,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1719,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1720,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1721,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1722,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1723,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1724,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1725,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1726,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1727,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1728,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1729,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1730,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1731,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1732,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1733,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1734,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1735,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1736,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1737,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1738,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1739,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1740,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
1741,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1742,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1743,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1744,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1745,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1746,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1747,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
1748,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
1749,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1750,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1751,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1752,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1753,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1754,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1755,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1756,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1757,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1758,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1759,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
1760,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1761,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1762,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
1763,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1764,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1765,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1766,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1767,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1768,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
1769,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1770,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
1771,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1772,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1773,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1774,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1775,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1776,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1777,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1778,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1779,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1780,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1781,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1782,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1783,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1784,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1785,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1786,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1787,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1788,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1789,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1790,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1791,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1792,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1793,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1794,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1795,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1796,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1797,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1798,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1799,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1800,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1801,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1802,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1803,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1804,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1805,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1806,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1807,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1808,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1809,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1810,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1811,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1812,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
1813,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1814,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1815,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1816,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1817,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1818,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1819,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1820,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1821,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1822,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1823,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1824,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1825,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1826,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1827,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1828,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1829,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1830,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1831,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1832,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1833,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1834,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1835,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1836,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
1837,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1838,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1839,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1840,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1841,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1842,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1843,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1844,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1845,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1846,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1847,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1848,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1849,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1850,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1851,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1852,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
1853,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
1854,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
1855,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1856,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1857,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1858,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1859,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1860,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1861,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1862,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1863,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1864,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1865,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1866,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1867,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1868,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1869,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1870,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1871,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1872,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1873,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1874,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1875,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1876,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1877,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
1878,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1879,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1880,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
1881,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1882,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1883,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1884,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1885,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1886,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1887,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1888,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1889,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1890,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1891,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1892,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1893,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1894,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1895,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1896,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1897,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1898,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1899,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1900,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1901,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
1902,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1903,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1904,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1905,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1906,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1907,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1908,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1909,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1910,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1911,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
1912,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1913,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1914,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1915,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1916,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1917,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1918,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1919,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1920,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1921,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1922,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1923,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1924,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1925,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1926,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
1927,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1928,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
1929,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1930,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1931,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1932,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
1933,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1934,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1935,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1936,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
1937,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1938,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1939,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1940,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1941,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
1942,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1943,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1944,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1945,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1946,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1947,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
1948,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
1949,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1950,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1951,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1952,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
1953,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1954,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1955,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
1956,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1957,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1958,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1959,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1960,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1961,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
1962,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1963,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1964,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1965,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1966,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1967,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
1968,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
1969,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1970,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
1971,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
1972,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1973,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
1974,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1975,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1976,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Forest
1977,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1978,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1979,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1980,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Water
1981,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1982,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1983,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,NULL
1984,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1985,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1986,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1987,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1988,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1989,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1990,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1991,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1992,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1993,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1994,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1995,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
1996,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1997,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
