Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLE_M_R
1691,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1692,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1693,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1694,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1696,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1697,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1698,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1699,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1700,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1701,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1702,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1703,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1704,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1705,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1706,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1707,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,NULL
1708,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1709,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1710,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1711,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1712,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1713,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1715,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1716,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1717,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1718,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1719,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1720,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1721,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1722,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1723,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1724,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1725,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1726,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1727,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1728,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1729,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1730,Water,Bareland,Water,NULL,Water,NULL,NULL,NULL
1731,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1732,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1733,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1734,Water,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1735,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1736,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1737,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1738,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1739,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1740,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1741,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1742,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1743,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1744,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1745,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1746,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1747,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1748,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1749,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1750,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1751,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1752,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1753,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1754,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1755,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1756,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1757,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1758,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1759,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1760,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1761,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1762,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1763,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1764,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
1765,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1766,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1767,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1768,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1769,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1770,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1771,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1772,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1773,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1774,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1775,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1776,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1777,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1778,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1779,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1780,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1781,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1782,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1783,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1784,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1785,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1786,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1787,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1788,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1789,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1790,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1791,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1792,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1793,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1794,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1795,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1796,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1797,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1798,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1799,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1800,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1801,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1802,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1803,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1804,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1805,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1806,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1807,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1808,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1809,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1810,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1811,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1812,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1813,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1814,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1815,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1816,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1817,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1818,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1819,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1820,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1821,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1822,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1823,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1824,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1825,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1826,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1827,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1828,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1829,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1830,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1831,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1832,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1833,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1834,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1835,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
1836,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1837,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1838,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1839,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1840,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1841,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1842,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1843,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1844,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1845,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1846,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1847,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1848,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1849,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1850,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1851,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1852,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1853,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1854,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1855,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1856,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1857,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1858,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1859,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1860,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1861,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1862,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1863,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1864,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1865,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1866,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1867,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1868,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1869,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1870,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1871,Water,Water,Water,NULL,Water,NULL,NULL,Water
1872,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1873,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1874,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1875,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1876,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1877,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1878,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1879,Water,Water,Water,Water,Water,NULL,NULL,NULL
1880,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1881,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1882,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1883,Water,Water,Water,Water,Water,NULL,NULL,Water
1884,Water,Water,Water,Water,Water,NULL,NULL,Forest
1885,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1886,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1887,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1888,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1889,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1890,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1891,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1892,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1893,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1894,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1895,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1896,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1897,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1898,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1899,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1900,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1901,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1902,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1903,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1904,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1905,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1906,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1907,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1908,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1909,Water,Forest,Water,NULL,Water,NULL,NULL,NULL
1910,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1911,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1913,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1914,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1915,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1916,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1917,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1918,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1919,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1920,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1921,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1922,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1923,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1924,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1925,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1926,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1927,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1928,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1929,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1930,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1931,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
1932,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1933,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1934,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1935,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1936,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1937,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1938,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1939,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1940,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1941,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1942,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1943,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1944,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1945,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1946,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1947,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1948,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1949,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1950,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1951,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1952,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1953,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1954,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1955,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1956,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1957,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1958,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1959,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1960,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1961,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1962,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1963,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1964,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1965,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1966,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1967,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1968,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1969,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1970,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1971,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1972,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1973,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1974,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1975,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1976,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1977,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1978,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1979,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1980,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1981,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1982,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1983,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1984,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1985,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1986,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1987,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1988,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1989,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1990,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1991,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1992,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1993,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1994,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1995,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1996,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1997,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1998,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1999,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2000,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2001,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2002,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2003,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2004,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2005,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2006,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2007,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2008,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2009,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2010,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2011,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2012,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2013,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2014,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2015,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2016,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2017,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2018,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2019,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2020,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2021,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2022,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2023,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2024,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2025,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2026,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2027,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2028,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2029,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2030,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2031,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2032,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2033,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2034,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2035,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2036,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2037,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
