Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEL_M_R
4187,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4188,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4189,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
4190,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4191,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4192,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
4193,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4194,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4195,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4196,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4197,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4198,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4199,NULL,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
4200,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4201,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4202,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4203,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4204,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4205,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4206,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4207,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4208,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4209,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4210,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
4211,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4212,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4213,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4214,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
4215,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4216,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4217,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4218,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4219,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4220,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4221,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4222,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4223,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4224,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4225,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4226,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4227,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4228,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4229,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4230,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4231,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4232,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4233,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4234,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4235,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4236,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4237,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4238,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4239,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4240,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4241,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4242,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4243,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4244,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4245,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4246,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4247,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4248,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4249,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4250,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4251,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4252,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4253,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4254,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4255,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4256,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4257,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4258,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4259,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4260,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4261,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4262,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4263,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4264,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4265,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4266,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
4267,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4268,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4269,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4270,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4271,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
4272,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4273,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4274,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4275,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4276,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4277,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4278,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4279,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4280,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4281,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4282,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4283,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4284,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4285,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
4286,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4287,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4288,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4289,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4290,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4291,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4292,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4293,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4294,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4295,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4296,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4297,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4298,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4299,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4300,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4301,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4302,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
4303,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4304,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4305,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4306,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
4307,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4308,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4309,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4310,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
4311,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4312,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4313,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
4314,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4315,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4316,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
4317,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
4318,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4319,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4320,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4321,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4322,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
4323,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4324,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4325,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4326,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4327,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4328,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
4329,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
4330,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4331,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
4332,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4333,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
4334,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4335,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4336,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4337,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4338,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4339,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
4340,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4341,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
4342,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4343,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
4344,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
4345,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4346,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4347,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4348,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
4349,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4350,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,NULL
4351,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
4352,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
4353,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
4354,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4355,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
4356,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
4357,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4358,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4359,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4360,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
4361,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4362,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4363,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4364,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4365,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4366,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4367,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4368,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4369,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4370,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4371,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4372,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4373,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4374,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4375,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4376,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4377,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4378,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4379,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4380,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4381,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4382,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4383,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4384,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4385,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4386,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4387,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4388,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4389,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4390,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4391,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4392,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4393,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4394,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4395,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4396,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4397,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4398,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4399,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4400,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4401,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4402,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4403,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4404,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4405,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4406,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4407,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4408,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4409,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4410,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4411,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4412,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4413,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4414,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4415,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4416,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4417,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
4418,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4419,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4420,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4421,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4422,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4423,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4424,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4425,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4426,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4427,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4428,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4429,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
4430,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4431,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4432,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4433,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4434,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4435,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4436,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4437,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4438,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4439,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4440,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4441,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4442,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4443,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4444,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
4445,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4446,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4447,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4448,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4449,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4450,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4451,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4452,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4453,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4454,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4455,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4456,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4457,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4458,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4459,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4460,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4461,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
4462,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4463,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
4464,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4465,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4466,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4467,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4468,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4469,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4470,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
4471,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
4472,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4473,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4474,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
4475,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4476,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
4477,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4478,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4479,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4480,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4481,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4482,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
4483,NULL,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
4484,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
4485,NULL,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
4486,NULL,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Water
4487,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4488,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
4489,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
4490,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
4491,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4492,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4493,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
4494,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4495,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4496,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4497,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4498,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
4499,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4500,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4501,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4502,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
