Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEE_M_R
1711,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1712,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1713,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1714,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1715,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1718,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1719,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1720,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1721,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1722,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1723,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1724,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1725,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1726,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1727,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1728,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1729,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1730,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1731,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1732,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1733,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1734,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1735,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1736,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1737,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1738,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1739,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1740,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1741,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1742,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1743,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1744,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1745,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1746,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1747,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1748,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1749,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1750,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1751,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1752,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1753,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1754,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1755,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1756,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1757,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1758,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1759,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1760,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1761,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1762,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1763,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1764,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1765,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1766,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1767,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1768,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1769,Forest,Water,Water,Water,Water,NULL,NULL,Water
1770,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1771,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1772,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1773,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1774,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1775,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1776,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1777,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1778,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1779,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1780,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1781,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1782,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1783,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1784,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1785,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1786,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1787,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1788,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1789,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1790,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1791,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1792,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1793,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1794,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1795,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1796,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1797,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1798,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1799,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1800,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1801,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1802,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1803,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1804,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1805,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1806,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1807,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1808,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1809,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1810,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1811,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1812,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1813,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1814,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1815,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1816,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1817,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1818,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1819,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1820,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1821,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1822,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1823,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1824,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1825,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1826,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1827,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1828,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1829,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1830,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1831,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1832,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1833,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1834,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1835,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1836,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1837,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1838,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1839,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1840,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1841,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1842,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1843,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1844,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1845,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1846,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1847,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1848,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1849,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1850,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1851,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1852,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1853,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1854,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1855,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1856,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1857,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1858,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1859,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1860,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1861,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1862,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1863,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1864,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1865,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1866,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1867,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1868,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1869,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1870,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1871,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1872,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1873,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1874,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1875,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1876,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1877,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1878,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1879,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1880,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1881,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1882,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1883,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1884,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1885,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1886,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1887,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1888,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1889,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1890,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1891,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1892,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1893,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1894,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1895,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1896,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1897,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1898,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1899,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1900,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1901,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1902,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1903,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1904,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1905,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1906,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1907,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1908,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1909,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1910,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1911,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1912,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1913,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1914,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1915,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1916,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1917,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1918,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1919,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1920,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1921,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1922,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1923,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1924,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1925,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1926,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1927,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
