Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVV_M_R
1679,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1680,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1681,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1682,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1683,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1684,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1685,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1686,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1687,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1688,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1689,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1690,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1691,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1692,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1693,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1694,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1695,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1696,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1697,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1698,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1699,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1700,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1701,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1702,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1703,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
1704,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1705,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
1706,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Built-up
1707,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
1708,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
1709,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
1710,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
1711,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Cropland
1712,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
1713,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
1714,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
1715,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
1716,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
1717,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1718,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1719,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1720,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1721,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1722,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1723,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1724,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1725,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1726,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1727,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,NULL
1728,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1729,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
1730,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1731,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Shrubland,Grassland
1732,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Built-up
1733,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Forest,Built-up
1734,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,NULL,Bareland
1735,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Built-up
1736,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Built-up
1737,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Shrubland,Grassland
1738,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Shrubland,Built-up
1739,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1740,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Built-up
1741,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
1742,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Forest,Built-up
1743,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1744,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
1745,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
1746,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1747,NULL,NULL,Water,NULL,Water,NULL,Shrubland,NULL
1748,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
1749,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1750,NULL,NULL,Water,NULL,Water,NULL,Water,NULL
1751,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1752,NULL,NULL,Water,NULL,Water,NULL,Water,Forest
1753,NULL,NULL,Water,NULL,Water,NULL,Forest,Grassland
1754,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1755,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1756,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1757,NULL,NULL,Water,NULL,Water,Shrubland,Water,NULL
1758,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1759,NULL,NULL,Water,NULL,Water,Shrubland,Water,Forest
1760,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1761,NULL,NULL,Water,NULL,Water,Grassland,NULL,Bareland
1762,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1763,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1764,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1765,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
1766,NULL,NULL,Water,NULL,Water,Water,Shrubland,Grassland
1767,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
1768,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
1769,NULL,NULL,Water,Non_Water,Water,NULL,Forest,Grassland
1770,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,NULL
1771,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
1772,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
1773,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
1774,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Water
1775,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
1776,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
1777,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1778,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
1779,NULL,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
1780,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
1781,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1782,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
1783,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
1784,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
1785,NULL,NULL,Water,Water,Water,NULL,Shrubland,Grassland
1786,NULL,NULL,Water,Water,Water,NULL,Shrubland,Wetland
1787,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1788,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1789,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1790,NULL,NULL,Water,Water,Water,NULL,Water,Water
1791,NULL,NULL,Water,Water,Water,Shrubland,NULL,NULL
1792,NULL,NULL,Water,Water,Water,Shrubland,NULL,Grassland
1793,NULL,NULL,Water,Water,Water,Shrubland,NULL,Water
1794,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
1795,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
1796,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
1797,NULL,NULL,Water,Water,Water,Shrubland,Water,NULL
1798,NULL,NULL,Water,Water,Water,Shrubland,Water,Grassland
1799,NULL,NULL,Water,Water,Water,Shrubland,Water,Forest
1800,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Grassland
1801,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1802,NULL,NULL,Water,Water,Water,Water,NULL,Grassland
1803,NULL,NULL,Water,Water,Water,Water,NULL,Water
1804,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
1805,NULL,NULL,Water,Water,Water,Water,Water,NULL
1806,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1807,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1808,NULL,NULL,Water,Water,Water,Water,Water,Water
1809,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1810,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1811,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1812,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1813,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1814,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1815,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1816,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1817,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1818,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1819,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
1820,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
1821,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1822,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
1823,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1824,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1825,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1826,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1827,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1828,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1829,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1830,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1831,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1832,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1833,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
1834,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1835,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
1836,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1837,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
1838,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
1839,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1840,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
1841,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1842,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1843,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1844,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
1845,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1846,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1847,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1848,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1849,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1850,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
1851,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
1852,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
1853,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1854,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1855,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1856,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1857,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1858,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1859,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1860,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1861,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1862,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1863,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1864,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1865,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1866,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1867,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1868,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1869,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1870,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1871,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1872,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
1873,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1874,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
1875,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1876,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
1877,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1878,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1879,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1880,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
1881,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1882,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1883,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1884,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1885,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1886,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1887,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1888,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1889,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1890,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1891,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1892,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1893,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1894,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1895,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
1896,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1897,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1898,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1899,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1900,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1901,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1902,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1903,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1904,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1905,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1906,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1907,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1908,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1909,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1910,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1911,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1912,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1913,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1914,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
1915,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
1916,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1917,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1918,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1919,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1920,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
1921,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1922,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1923,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1924,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1925,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1926,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1927,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1928,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1929,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1930,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1931,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1932,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1933,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1934,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1935,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1936,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1937,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1938,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1939,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1940,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1941,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1942,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1943,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1944,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1945,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1946,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1947,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1948,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1949,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1950,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
1951,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1952,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
1953,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1954,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1955,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1956,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1957,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1958,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1959,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1960,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1961,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
1962,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1963,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1964,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
1965,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1966,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1967,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1968,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1969,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1970,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1971,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1972,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
1973,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1974,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1975,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1976,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1977,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1978,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1979,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
1980,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1981,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
1982,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
1983,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1984,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
1985,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1986,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
1987,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
1988,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1989,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1990,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1991,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
1992,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1993,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1994,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
1995,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1996,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1997,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1998,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1999,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2000,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2001,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2002,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
2003,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2004,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2005,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2006,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
2007,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
2008,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
2009,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2010,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2011,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2012,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2013,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2014,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2015,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2016,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
2017,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
2018,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
2019,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
