Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRG_M_R
3677,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3678,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3679,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3680,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3681,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3682,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3683,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
3684,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3685,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3686,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3687,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3688,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3689,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3690,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3691,NULL,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
3692,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3693,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3694,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3695,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3696,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3697,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
3698,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3699,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3700,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3701,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3702,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3703,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3704,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3705,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
3706,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3707,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3708,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3709,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3710,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
3711,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3712,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3713,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3714,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3715,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3716,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3717,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
3718,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3719,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3720,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
3721,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
3722,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3723,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
3724,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3725,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3726,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3727,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3728,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3729,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3730,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3731,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3732,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3733,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
3734,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3735,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3736,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3737,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3738,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3739,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3740,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3741,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3742,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3743,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
3744,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3745,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3746,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3747,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3748,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
3749,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3750,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3751,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3752,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3753,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3754,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3755,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3756,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3757,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3758,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3759,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3760,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3761,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3762,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3763,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3764,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
3765,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3766,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
3767,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3768,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3769,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
3770,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
3771,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3772,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3773,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3774,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3775,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3776,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3777,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3778,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3779,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3780,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3781,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3782,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3783,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3784,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3785,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3786,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3787,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3788,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3789,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3790,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3791,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3792,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3793,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3794,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
3795,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3796,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3797,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3798,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3799,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
3800,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3801,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3802,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3803,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3804,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3805,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3806,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3807,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3808,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3809,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3810,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3811,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3812,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3813,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3814,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3815,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3816,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3817,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3818,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
3819,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3820,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3821,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3822,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
3823,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
3824,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3825,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3826,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3827,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3828,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3829,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3830,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
3831,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3832,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3833,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3834,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3835,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
3836,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3837,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
3838,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3839,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3840,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
3841,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3842,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3843,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3844,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3845,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3846,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3847,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3848,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3849,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3850,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3851,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3852,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3853,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3854,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3855,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
3856,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3857,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3858,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3859,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
3860,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
3861,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
3862,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3863,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
3864,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
3865,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
3866,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
3867,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
3868,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Forest,Wetland
3869,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
3870,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3871,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
3872,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
3873,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
3874,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3875,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Forest,Grassland
3876,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3877,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3878,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3879,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3880,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3881,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3882,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3883,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3884,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3885,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3886,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3887,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3888,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3889,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3890,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3891,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3892,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3893,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3894,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3895,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3896,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
3897,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3898,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3899,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3900,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3901,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3902,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3903,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3904,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3905,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
3906,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3907,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3908,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3909,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3910,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3911,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3912,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3913,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3914,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3915,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3916,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3917,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3918,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3919,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3920,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3921,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3922,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3923,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3924,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
3925,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3926,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3927,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3928,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
3929,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3930,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3931,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3932,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3933,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3934,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3935,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3936,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3937,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3938,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3939,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3940,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3941,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3942,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3943,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3944,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3945,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3946,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3947,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3948,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3949,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3950,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3951,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3952,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3953,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3954,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3955,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3956,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3957,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3958,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3959,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3960,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3961,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3962,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3963,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3964,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3965,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3966,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3967,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3968,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3969,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3970,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3971,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3972,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3973,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3974,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3975,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3976,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3977,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3978,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3979,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3980,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
3981,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3982,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3983,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3984,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3985,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3986,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3987,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3988,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3989,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3990,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3991,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
3992,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3993,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
