Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDN_M_R
1846,Bareland,Forest,Water,Water,Water,Water,Water,Water
1847,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1848,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1849,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1850,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1851,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1852,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1853,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1854,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1855,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
1856,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1857,Water,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Bareland
1858,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1859,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1860,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1861,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1862,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1863,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1864,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1865,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1866,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1867,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1868,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1869,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
1870,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1871,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1872,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1873,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1874,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1875,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1876,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1877,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1878,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1879,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1880,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1881,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1882,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1883,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1884,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1885,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1886,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1887,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1888,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1889,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1890,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1891,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1892,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1893,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1894,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1895,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1896,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1897,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1898,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1899,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1900,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1901,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1902,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
1903,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1904,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1905,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1906,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1907,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1908,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1909,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
1910,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1911,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
1912,Water,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1913,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
1914,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1915,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
1916,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
1917,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
1918,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
1919,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1920,Water,NULL,Water,Water,Water,Grassland,Water,Water
1921,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
1922,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1923,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
1924,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
1925,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1926,Water,NULL,Water,Water,Water,Water,Wetland,Water
1927,Water,NULL,Water,Water,Water,Water,Wetland,Forest
1928,Water,NULL,Water,Water,Water,Water,Water,Grassland
1929,Water,NULL,Water,Water,Water,Water,Water,Water
1930,Water,NULL,Water,Water,Water,Water,Water,Forest
1931,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1932,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1933,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1934,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1935,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1936,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1937,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1938,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1939,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1940,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1941,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1942,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1943,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1944,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1945,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1946,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1947,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1948,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1949,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1950,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
1951,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1952,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1953,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1954,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1955,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1956,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1957,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1958,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1959,Water,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
1960,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1961,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1962,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1963,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1964,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1965,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1966,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1967,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1968,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
1969,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1970,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1971,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1972,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1973,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1974,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1975,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1976,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1977,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1978,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1979,Water,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
1980,Water,Wetland,Water,NULL,Water,Grassland,Water,Grassland
1981,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1982,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1983,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1984,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
1985,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1986,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1987,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1988,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1989,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1990,Water,Wetland,Water,Water,Water,NULL,Water,Grassland
1991,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1992,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1993,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1994,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1995,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1996,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1997,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1998,Water,Wetland,Water,Water,Water,Water,Water,Water
1999,Water,Wetland,Water,Water,Water,Water,Water,Forest
2000,Water,Bareland,Wetland,NULL,Wetland,Grassland,Forest,Forest
2001,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
2002,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
2003,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
2004,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
2005,Water,Bareland,Water,Water,Water,Water,Water,Water
2006,Water,Bareland,Water,Water,Water,Water,Water,Forest
2007,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2008,Water,Built-up,Grassland,Water,Non_Wetland,Built-up,Water,Water
2009,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2010,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2011,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2012,Water,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Water
2013,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
2014,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2015,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2016,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
2017,Water,Built-up,Water,Water,Water,Built-up,Water,Water
2018,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2019,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2020,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2021,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2022,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2023,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
2024,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2025,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
2026,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2027,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2028,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2029,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2030,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2031,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2032,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2033,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2034,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2035,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
2036,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2037,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
2038,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2039,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2040,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
2041,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2042,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2043,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2044,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2045,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
2046,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2047,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2048,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2049,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2050,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2051,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2052,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2053,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2054,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2055,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2056,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2057,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2058,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2059,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2060,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2061,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2062,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2063,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2064,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
2065,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
2066,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2067,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2068,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2069,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2070,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
2071,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2072,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2073,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2074,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2075,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2076,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2077,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2078,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2079,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2080,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2081,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2082,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2083,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
2084,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
2085,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2086,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2087,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2088,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2089,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
2090,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2091,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2092,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2093,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2094,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2095,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
2096,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2097,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2098,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2099,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
2100,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2101,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2102,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2103,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2104,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2105,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2106,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
2107,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2108,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2109,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2110,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2111,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2112,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
2113,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2114,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2115,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2116,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2117,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2118,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2119,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
2120,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2121,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2122,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2123,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
2124,Water,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
2125,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2126,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2127,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
2128,Water,Water,Grassland,Water,Non_Wetland,Built-up,Water,Water
2129,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
2130,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2131,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2132,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2133,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2134,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2135,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2136,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2137,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
2138,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
2139,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2140,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2141,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2142,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2143,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2144,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2145,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2146,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2147,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2148,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2149,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2150,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2151,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2152,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
2153,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2154,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
2155,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2156,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
2157,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
2158,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
2159,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2160,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
2161,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
2162,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
2163,Water,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
2164,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
2165,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
2166,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
2167,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2168,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
2169,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
2170,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
2171,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
2172,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
