Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGG_M_R
1223,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1224,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1225,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1226,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1227,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1228,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
1229,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1230,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1231,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1232,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1233,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1234,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1235,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1236,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1237,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
1238,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1239,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1240,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1241,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1242,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1243,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1244,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1245,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1246,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
1247,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1248,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1249,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1250,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1251,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1252,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1253,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1254,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1255,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1256,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1257,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1258,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1259,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1260,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1261,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1262,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1263,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1264,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1265,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1266,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1267,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1268,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1269,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1270,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1271,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1272,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1273,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1274,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1275,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1276,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1277,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1278,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1279,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1280,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1281,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1282,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1283,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1284,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1285,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1286,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1287,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
1288,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1289,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1290,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1291,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1292,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1293,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
1294,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1295,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1296,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1297,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1298,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1299,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1300,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1301,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1302,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1303,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1304,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1305,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1306,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
1307,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1308,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1309,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1310,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1311,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1312,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1313,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1314,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1315,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1316,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
1317,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Cropland
1318,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Bareland
1319,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1320,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1321,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1322,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1323,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1324,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1325,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1326,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1327,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1328,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1329,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1330,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1331,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1332,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1333,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1334,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
1335,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1336,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1337,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1338,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1339,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1340,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1341,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
1342,NULL,NULL,Forest,Water,Non_Wetland,NULL,Forest,Water
1343,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1344,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1345,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1346,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
1347,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1348,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1349,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1350,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1351,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1352,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1353,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1354,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1355,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1356,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
1357,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1358,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1359,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1360,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1361,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1362,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1363,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1364,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1365,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1366,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1367,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1368,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1369,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1370,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1371,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1372,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1373,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,NULL
1374,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1375,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1376,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1377,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
1378,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Water
1379,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1380,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1381,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1382,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1383,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
1384,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
1385,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1386,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1387,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1388,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
1389,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1390,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1391,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1392,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1393,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1394,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1395,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1396,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1397,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1398,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1399,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1400,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
1401,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1402,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1403,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
1404,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
1405,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1406,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1407,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1408,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1409,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1410,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1411,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1412,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1413,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1414,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1415,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1416,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1417,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1418,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1419,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1420,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1421,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1422,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1423,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1424,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1425,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
1426,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1427,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1428,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1429,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
1430,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Water
1431,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1432,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1433,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1434,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1435,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1436,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1437,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1438,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1439,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
1440,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1441,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
1442,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1443,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1444,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1445,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1446,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1447,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
1448,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1449,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1450,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1451,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1452,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1453,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
1454,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1455,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1456,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1457,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1458,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1459,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1460,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1461,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1462,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1463,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1464,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1465,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1466,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1467,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1468,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
1469,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1470,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1471,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1472,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1473,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1474,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1475,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1476,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1477,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1478,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1479,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
1480,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1481,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1482,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1483,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1484,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1485,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1486,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1487,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1488,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1489,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1490,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1491,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
1492,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1493,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1494,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1495,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1496,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1497,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1498,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
1499,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1500,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1501,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1502,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1503,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1504,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1505,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
1506,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
1507,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1508,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1509,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1510,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1511,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1512,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1513,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1514,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1515,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1516,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1517,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
1518,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1519,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1520,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
1521,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1522,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1523,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1524,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1525,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
1526,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1527,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1528,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1529,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1530,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1531,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1532,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1533,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
1534,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
1535,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1536,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1537,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1538,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
1539,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1540,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
1541,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
1542,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
1543,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1544,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1545,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1546,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1547,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1548,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1549,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1550,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
