Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCD_M_R
1165,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1166,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1167,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1168,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1169,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,NULL
1170,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
1171,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1172,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1173,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1174,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1175,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
1176,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1177,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
1178,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1179,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1180,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1181,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
1182,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
1183,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
1184,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
1185,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
1186,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1187,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1188,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1189,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1190,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1191,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1192,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1193,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1194,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1195,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1196,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1197,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1198,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1199,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
1200,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
1201,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1202,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1203,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1204,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1205,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
1206,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1207,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1208,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1209,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
1210,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1211,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1212,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
1213,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1214,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1215,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1216,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1217,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1218,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1219,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1220,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1221,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1222,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1223,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1224,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1225,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1226,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1227,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1228,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1229,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1230,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1231,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1232,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1233,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1234,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1235,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1236,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1237,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1238,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1239,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
1240,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1241,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1242,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1243,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1244,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1245,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1246,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1247,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1248,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1249,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1250,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1251,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1252,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1253,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1254,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1255,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1256,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1257,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1258,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1259,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
1260,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1261,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1262,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1263,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1264,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1265,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1266,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1267,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1268,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1269,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1270,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1271,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1272,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1273,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1274,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
1275,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1276,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1277,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1278,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1279,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1280,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1281,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1282,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1283,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1284,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1285,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1286,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1287,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1288,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1289,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1290,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1291,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1292,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
1293,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1294,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1295,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1296,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1297,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1298,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1299,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1300,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1301,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
1302,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1303,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1304,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1305,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1306,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1307,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
1308,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1309,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1310,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
1311,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1312,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1313,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1314,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
1315,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Water
1316,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1317,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1318,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1319,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1320,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1321,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1322,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1323,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1324,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1325,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1326,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1327,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1328,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1329,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1330,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1331,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
1332,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1333,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1334,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1335,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1336,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1337,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1338,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1339,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
1340,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
1341,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1342,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1343,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1344,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1345,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1346,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1347,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1348,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1349,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1350,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
1351,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1370,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1371,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1372,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1373,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1374,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1375,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1376,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1377,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1378,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1379,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1380,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1381,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1382,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1383,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1384,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1385,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1386,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1387,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1388,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1389,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1390,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1391,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1392,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1393,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1394,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1395,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1396,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1397,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1398,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1399,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1400,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1401,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1402,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1403,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1404,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1405,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1406,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1407,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1408,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1409,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1410,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1411,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1412,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1413,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1414,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1415,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1416,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1418,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1419,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1420,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1421,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1422,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1423,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1424,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1425,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1426,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1427,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1428,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1429,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1430,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1431,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1432,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1433,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1434,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1435,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1436,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1437,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1438,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1439,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1440,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1441,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1442,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1443,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1444,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1445,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1446,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1447,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1448,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1449,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1450,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1451,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1452,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1453,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
1455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1458,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1459,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1460,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1461,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
1462,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1463,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1464,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1465,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1466,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
1467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1472,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1473,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1474,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1475,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1476,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1477,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1478,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1479,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1480,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
1481,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1482,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Built-up
