Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQH_M_R
2698,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2699,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2700,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
2701,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2702,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2703,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2704,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2705,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2706,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2707,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2708,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2709,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2710,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2711,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2712,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2713,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2714,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2715,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2716,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2717,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2718,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2719,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2720,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2721,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2722,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2723,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2724,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2725,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2726,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2727,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2728,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
2729,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2730,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
2731,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2732,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2733,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2734,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2735,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2736,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2737,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2738,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2739,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2740,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2741,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2742,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2743,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2744,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2745,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2746,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
2747,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2748,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
2749,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2750,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2751,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2752,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2753,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2754,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
2755,NULL,Cropland,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2756,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
2757,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
2758,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
2759,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
2760,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2761,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2762,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
2763,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2764,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
2765,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
2766,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
2767,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2768,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2769,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2770,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2771,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2772,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2773,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2774,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
2775,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2776,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2777,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2778,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2779,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2780,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2781,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2782,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2783,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2784,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2785,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2786,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2787,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2788,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2789,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2790,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2791,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2792,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2793,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2794,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2795,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2796,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2797,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2798,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2799,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2800,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2801,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2802,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2803,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2804,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2805,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2806,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2807,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2808,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2809,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2810,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2811,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2812,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2813,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2814,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2815,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2816,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2817,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2818,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2819,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2820,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2821,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2822,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2823,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2824,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2825,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2826,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2827,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2828,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2829,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2830,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2831,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2832,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2833,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2834,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2835,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2836,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2837,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2838,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2839,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
2840,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
2841,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2842,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2843,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2844,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2845,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2846,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2847,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2848,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2849,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2850,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2851,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2852,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
2853,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2854,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
2855,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2856,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2857,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2858,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2859,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2860,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2861,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2862,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2863,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2864,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2865,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2866,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2867,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2868,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2869,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2870,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2871,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2872,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2873,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2874,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2875,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2876,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2877,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2878,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2879,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2880,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2881,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2882,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2883,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2884,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2885,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2886,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2887,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2888,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2889,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2890,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2891,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2892,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2893,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2894,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2895,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2896,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2897,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2898,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2899,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2900,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2901,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2902,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2903,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2904,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2905,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2906,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2907,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2908,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2909,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2910,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2911,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2912,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2913,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2914,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2915,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2916,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2917,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2918,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2919,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2920,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2921,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2922,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2923,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2924,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2925,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2926,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2927,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2928,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2929,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2930,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2931,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2932,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2933,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2934,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2935,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2936,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2937,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2938,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2939,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2940,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2941,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2942,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2943,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2944,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2945,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2946,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2947,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2948,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2949,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2950,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2951,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2952,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2953,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2954,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2955,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2956,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
2957,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2958,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2959,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2960,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2961,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2962,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2963,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
2964,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2965,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2966,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2967,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2968,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2969,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2970,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2971,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2972,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2973,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2974,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2975,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2976,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2977,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2978,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2979,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2980,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2981,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2982,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2983,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2984,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2985,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2986,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2987,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2988,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
2989,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2990,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2991,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2992,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2993,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2994,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2995,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2996,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2997,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2998,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2999,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
3000,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3001,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3002,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3003,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3004,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3005,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3006,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3007,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3008,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3009,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3010,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
