Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDP_M_R
4446,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4447,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4448,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4449,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4450,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4451,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4452,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4453,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4454,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4455,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4456,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4457,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4458,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4459,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4460,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4461,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4462,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4463,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4464,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4465,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4466,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4467,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4468,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4469,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4470,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4471,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4472,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4473,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4474,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4475,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4476,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4477,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4478,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4479,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4480,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4481,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4482,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4483,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4484,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4485,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4486,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4487,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4488,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
4489,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
4490,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4491,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4492,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4493,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4494,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4495,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4496,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4497,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
4498,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4499,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4500,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4501,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4502,Grassland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4503,Grassland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Wetland,Grassland
4504,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4505,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
4506,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4507,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4508,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4509,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4510,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
4511,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4512,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4513,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4514,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4515,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4516,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4517,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4518,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4519,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4520,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4521,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4522,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4523,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
4524,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
4525,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4526,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4527,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4528,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4529,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4530,Grassland,Cropland,Water,NULL,Water,NULL,Wetland,Wetland
4531,Grassland,Cropland,Water,NULL,Water,NULL,Forest,Grassland
4532,Grassland,Cropland,Water,NULL,Water,NULL,Forest,Wetland
4533,Grassland,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
4534,Grassland,Cropland,Water,NULL,Water,Shrubland,Wetland,Grassland
4535,Grassland,Cropland,Water,NULL,Water,Shrubland,Wetland,Water
4536,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
4537,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
4538,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
4539,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
4540,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
4541,Grassland,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
4542,Grassland,Cropland,Water,NULL,Water,Grassland,Forest,Cropland
4543,Grassland,Cropland,Water,NULL,Water,Grassland,Forest,Wetland
4544,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Cropland
4545,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
4546,Grassland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
4547,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
4548,Grassland,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
4549,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Bareland
4550,Grassland,Cropland,Water,NULL,Water,Forest,Forest,Wetland
4551,Grassland,Cropland,Water,Non_Water,Water,Shrubland,Grassland,Wetland
4552,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
4553,Grassland,Cropland,Water,Non_Water,Water,Forest,Grassland,Wetland
4554,Grassland,Cropland,Water,Water,Water,NULL,Wetland,Grassland
4555,Grassland,Cropland,Water,Water,Water,NULL,Wetland,Water
4556,Grassland,Cropland,Water,Water,Water,Shrubland,Wetland,Wetland
4557,Grassland,Cropland,Water,Water,Water,Shrubland,Wetland,Water
4558,Grassland,Cropland,Water,Water,Water,Shrubland,Forest,Grassland
4559,Grassland,Cropland,Water,Water,Water,Water,Wetland,Water
4560,Grassland,Cropland,Water,Water,Water,Water,Water,Water
4561,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4562,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4563,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4564,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4565,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4566,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4567,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4568,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4569,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4570,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4571,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4572,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4573,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4574,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
4575,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4576,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4577,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4578,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4579,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4580,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4581,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4582,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4583,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4584,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4585,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4586,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4587,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4588,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4589,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4590,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4591,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4592,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4593,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4594,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4595,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
4596,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4597,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4598,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4599,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4600,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4601,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
4602,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4603,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4604,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4605,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4606,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4607,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4608,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4609,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4610,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4611,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4612,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4613,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4614,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4615,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4616,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4617,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4618,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4619,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4620,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4621,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4622,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4623,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4624,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4625,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4626,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4627,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4628,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
4629,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Water
4630,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Grassland
4631,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
4632,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
4633,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4634,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4635,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4636,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4637,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4638,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4639,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4640,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
4641,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4642,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4643,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4644,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4645,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4646,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4647,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4648,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4649,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4650,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4651,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4652,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4653,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4654,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
4655,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
4656,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4657,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4658,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4659,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4660,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
4661,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
4662,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4663,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4664,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
4665,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4666,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
4667,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
4668,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4669,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
4670,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4671,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4672,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
4673,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4674,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
4675,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
4676,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
4677,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Grassland
4678,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
4679,Grassland,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Grassland
4680,Grassland,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Wetland
4681,Grassland,Wetland,Wetland,Water,Wetland,Forest,Forest,Grassland
4682,Grassland,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
4683,Grassland,Wetland,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4684,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4685,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4686,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4687,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4688,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4689,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4690,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4691,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4692,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4693,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4694,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4695,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4696,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4697,Grassland,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
4698,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4699,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4700,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4701,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4702,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4703,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4704,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4705,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4706,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4707,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4708,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4709,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4710,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4711,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4712,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4713,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4714,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4715,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4716,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4717,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4718,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4719,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4720,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4721,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4722,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4723,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4724,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4725,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4726,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4727,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4728,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4729,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4730,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4731,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4732,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4733,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4734,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4735,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4736,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4737,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4738,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4739,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
4740,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4741,Grassland,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
