Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LML_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LML_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LML_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LML_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LML_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LML_M_R
339,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
340,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
341,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
342,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
343,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
344,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
345,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
346,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
347,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
348,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
349,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
350,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
351,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
352,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
353,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
354,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
355,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
356,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
357,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
358,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
359,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
360,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
362,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
363,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
364,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
365,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
366,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
368,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
369,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
370,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
372,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
373,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
374,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
375,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
377,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
378,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
379,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
380,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
381,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
382,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
383,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
384,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
385,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
386,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
387,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
388,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
389,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
390,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
391,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
392,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
393,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
394,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
395,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
396,NULL,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
397,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
398,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
399,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
400,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
401,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
402,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
403,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
404,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
405,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
406,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
407,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
408,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
409,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
410,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
411,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
412,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
413,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
414,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
415,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
416,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
417,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
418,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
419,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
420,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
421,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
422,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
423,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
424,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
425,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
426,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
427,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
428,NULL,Wetland,Water,Water,Water,NULL,NULL,Forest
429,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
430,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
431,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
432,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
433,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
434,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
435,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
436,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
437,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
438,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
439,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
440,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
441,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
442,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
444,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
445,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
446,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
447,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
448,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
449,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
450,NULL,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
451,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
452,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
453,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
454,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
455,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
456,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
457,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
458,NULL,Bareland,Wetland,Water,Wetland,Water,NULL,Grassland
459,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
460,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
461,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
462,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
463,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
466,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
467,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
469,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
470,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
471,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
472,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
473,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
475,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
476,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
477,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
478,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
479,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
480,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
481,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
482,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
483,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
484,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
485,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
486,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
487,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
488,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
489,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
490,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
491,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
492,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
493,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
494,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
495,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
496,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
497,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
498,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
499,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
500,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
501,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
502,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
503,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
504,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
505,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
506,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
507,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
508,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
509,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
510,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
511,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
512,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
513,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
514,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
515,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
516,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
517,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
518,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
519,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Forest
520,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
521,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
522,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
523,NULL,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
524,NULL,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
525,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
526,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
527,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
528,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
529,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
530,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
531,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
532,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
533,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
534,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
535,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
536,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
537,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
538,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
539,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
540,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
541,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
542,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
543,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
544,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
545,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
546,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
547,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
548,NULL,Water,Water,NULL,Water,NULL,NULL,Wetland
549,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
550,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
551,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
552,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
553,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
554,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
555,NULL,Water,Water,Water,Water,NULL,NULL,Water
556,NULL,Water,Water,Water,Water,NULL,NULL,Forest
557,NULL,Water,Water,Water,Water,Wetland,NULL,Forest
558,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
559,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
560,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
561,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
562,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
564,NULL,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
565,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
566,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
567,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
568,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
569,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
570,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
571,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
572,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
573,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
574,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
575,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
576,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
577,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
578,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
579,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
580,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
581,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
582,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
583,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
584,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
585,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
586,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
587,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
588,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
589,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
590,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
591,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
592,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
593,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
594,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
595,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
596,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
597,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
598,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
599,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
600,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
601,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
602,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
603,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
604,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
605,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
606,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
607,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
608,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
609,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
610,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
611,NULL,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
612,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
613,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
614,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
615,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
616,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
617,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
618,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
619,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
620,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
621,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
622,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
623,NULL,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
624,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
625,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
626,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
627,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
628,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
629,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
630,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
631,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
632,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
633,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
634,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
635,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
636,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
637,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
638,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
639,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
640,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
641,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
642,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
643,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
644,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
645,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
646,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
647,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
648,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
649,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
650,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
651,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
652,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
654,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
655,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
656,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
657,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
658,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
659,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
660,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
661,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
662,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
663,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
664,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
665,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
666,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
667,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
668,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
669,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
670,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
671,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
672,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
673,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
674,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
675,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
676,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
677,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
678,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
679,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
680,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
681,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
682,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
683,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
684,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
685,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
686,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
687,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
688,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
689,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
