Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGK_M_R
333,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
334,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
335,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
336,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
337,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
338,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
339,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
340,NULL,NULL,Water,Water,Water,Water,Grassland,Water
341,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
342,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
343,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
345,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
346,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
347,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
348,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
349,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
351,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
353,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
354,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
355,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
356,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
358,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
359,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
360,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
361,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
362,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
363,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
364,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
367,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
368,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
369,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
370,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
371,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
372,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
373,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
374,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
375,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
376,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
377,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
378,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
379,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
380,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
381,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
382,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
383,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
384,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
385,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
387,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
388,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
389,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
390,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
391,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
392,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
393,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
394,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
395,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
396,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
397,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
398,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
399,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
400,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
402,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
403,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
404,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
405,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
406,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
407,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
408,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
409,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
410,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
412,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
413,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
414,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
415,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
416,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
417,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
418,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
419,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
420,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
421,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
422,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
423,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
424,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
427,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
428,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
429,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
430,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
431,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
432,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
433,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
434,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
435,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
436,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
437,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
438,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
439,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
440,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
441,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
442,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
443,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
444,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
445,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
446,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
447,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
448,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
449,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
450,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
451,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
452,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
453,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
454,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
455,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
456,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
457,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
458,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
459,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
460,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
462,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
464,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
465,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
466,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
467,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
468,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
469,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
470,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
471,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
472,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
473,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
474,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
475,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
476,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
477,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
478,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
479,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
480,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
481,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
482,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
483,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
484,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
485,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
486,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
487,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
488,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
489,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
490,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
491,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
492,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
494,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
495,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
497,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
498,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
499,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
500,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
501,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
502,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
503,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
504,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
505,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
506,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
507,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
508,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
509,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
510,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
511,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
512,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
513,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
514,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
515,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
516,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
517,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
518,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
519,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
520,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
521,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
522,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
523,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
524,NULL,Cropland,Water,Non_Water,Water,Grassland,Bareland,Grassland
525,NULL,Cropland,Water,Non_Water,Water,Bareland,Bareland,Grassland
526,NULL,Cropland,Water,Non_Water,Water,Bareland,Bareland,Bareland
527,NULL,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
528,NULL,Cropland,Water,Water,Water,Grassland,Water,Bareland
529,NULL,Cropland,Water,Water,Water,Bareland,NULL,Bareland
530,NULL,Cropland,Water,Water,Water,Bareland,Water,Grassland
531,NULL,Cropland,Water,Water,Water,Water,Water,Water
532,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
533,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
534,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
535,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
536,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
537,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
538,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
539,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
540,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
541,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
542,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
543,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
544,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
545,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
546,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
547,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
548,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
549,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
550,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
551,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
552,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
553,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
554,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
555,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
556,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
557,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
558,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
559,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
561,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
562,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
563,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
564,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
565,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
566,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
567,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
568,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
569,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
570,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
571,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
572,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Forest
573,NULL,Bareland,Water,NULL,Water,Grassland,Water,Bareland
574,NULL,Bareland,Water,NULL,Water,Bareland,NULL,Grassland
575,NULL,Bareland,Water,NULL,Water,Bareland,NULL,Bareland
576,NULL,Bareland,Water,NULL,Water,Bareland,Grassland,Grassland
577,NULL,Bareland,Water,NULL,Water,Bareland,Water,Grassland
578,NULL,Bareland,Water,NULL,Water,Bareland,Water,Bareland
579,NULL,Bareland,Water,NULL,Water,Bareland,Water,Built-up
580,NULL,Bareland,Water,NULL,Water,Bareland,Water,Forest
581,NULL,Bareland,Water,NULL,Water,Water,Water,Grassland
582,NULL,Bareland,Water,NULL,Water,Water,Water,Bareland
583,NULL,Bareland,Water,NULL,Water,Water,Water,Forest
584,NULL,Bareland,Water,Water,Water,Bareland,Water,Grassland
585,NULL,Bareland,Water,Water,Water,Bareland,Water,Bareland
586,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
587,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Water,Grassland
588,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
590,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
591,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
592,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
593,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
594,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
595,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
596,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
597,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
598,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
599,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
600,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
601,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
602,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
603,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
604,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
605,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
606,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
607,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
608,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
609,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
610,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
611,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
612,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
613,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
616,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
618,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
620,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
621,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
622,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
623,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
624,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
625,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
626,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
627,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
628,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
629,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
630,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
631,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
632,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
633,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
634,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
635,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
636,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
637,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
638,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
639,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
640,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
641,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
642,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Water
643,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
644,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
645,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
646,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
647,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
648,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
649,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
650,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
651,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
652,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,Grassland
653,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,Bareland
654,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
655,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
656,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
657,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
658,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
659,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
660,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
661,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
662,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
663,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
664,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
665,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
666,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
667,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
