Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLM_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
323,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
324,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
325,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
326,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
327,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
328,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
329,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
330,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
331,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
332,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
333,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
334,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
335,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
336,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
337,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
338,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,NULL
339,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
340,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
341,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
342,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
343,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
344,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
345,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
346,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
347,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
348,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
349,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
350,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
351,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
352,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
353,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
354,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
355,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
356,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
357,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
358,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
359,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
360,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
361,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
362,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
363,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
366,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
371,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
373,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
378,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
379,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
383,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
384,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
388,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
389,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
391,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
394,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
399,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
402,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
405,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
407,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
408,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
410,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
413,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
414,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
417,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
420,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
421,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
423,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
426,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
430,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
431,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
434,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
436,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
437,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
440,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
441,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
442,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
443,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
444,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
445,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
446,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
447,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
448,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
449,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
450,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
451,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
452,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
453,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
454,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
455,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
456,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
457,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
458,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
459,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
460,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
461,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
462,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
463,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
465,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
466,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
467,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
468,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
469,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
470,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
471,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
472,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
473,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
474,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
475,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
476,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
477,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
478,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
479,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
480,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
481,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
482,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
483,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
484,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
485,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
486,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
487,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
488,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
489,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
490,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
491,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
492,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
493,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
494,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
495,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
496,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
497,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
498,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
499,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
500,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
501,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
502,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
503,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
504,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
505,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
506,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
507,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
508,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
509,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
510,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
511,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
512,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
513,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
514,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
515,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
516,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
517,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
518,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
519,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
520,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
521,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
522,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
523,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
524,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
525,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
526,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
527,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
528,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
529,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
530,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
531,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
532,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
533,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
534,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
535,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
536,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
537,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
538,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
539,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
540,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
541,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
542,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
543,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
544,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
545,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
546,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
547,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
548,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
549,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
550,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
551,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
552,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
553,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
554,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
555,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
556,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
557,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
558,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
559,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
560,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
561,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
562,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
563,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
564,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
565,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
566,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
567,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
568,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
569,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
570,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
571,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
572,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
573,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
574,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
575,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
576,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
577,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
578,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
579,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
580,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
581,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
582,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
583,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
584,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
585,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
586,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
587,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
588,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
589,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
590,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
591,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
592,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
593,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
594,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
595,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
596,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
597,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
598,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
599,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
600,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
601,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
602,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
603,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
604,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
605,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
606,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
607,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
608,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
609,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
610,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
611,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
612,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
613,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,NULL,Grassland
615,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
616,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
617,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
618,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
619,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
620,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
621,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
622,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
623,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
624,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
625,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
626,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
627,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
628,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Wetland
629,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
630,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
631,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
632,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
633,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
634,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
635,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
636,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
637,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
638,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
639,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
640,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
641,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
642,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
643,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
644,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
645,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
647,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
648,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
649,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
650,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
651,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
652,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
653,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
654,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
655,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
656,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
657,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
658,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
659,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
660,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
661,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
662,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
663,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
