Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXT_M_R
2895,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2896,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2897,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2898,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2899,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2900,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2901,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Built-up
2902,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2903,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
2904,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Water
2905,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2906,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
2907,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2908,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2909,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2910,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2911,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2912,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2913,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2914,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2915,NULL,Built-up,Forest,Water,Non_Wetland,Forest,Water,Forest
2916,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2917,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2918,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2919,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2920,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2921,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2922,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2923,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
2924,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2925,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2926,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2927,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2928,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2929,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2930,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2931,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2932,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2933,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
2934,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2935,NULL,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
2936,NULL,Water,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2937,NULL,Water,Water,NULL,Water,Bareland,NULL,Grassland
2938,NULL,Water,Water,NULL,Water,Water,Water,Water
2939,NULL,Water,Water,NULL,Water,Forest,Water,Forest
2940,NULL,Water,Water,Non_Water,Water,Water,Water,Forest
2941,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2942,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2943,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2944,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2945,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2946,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2947,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2948,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2949,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2950,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
2951,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2952,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2953,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2954,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2955,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2956,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2957,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2958,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2959,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2960,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2961,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2962,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2963,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2964,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2965,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2966,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2967,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2968,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2969,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2970,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2971,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2972,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2973,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2974,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2975,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2976,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2977,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2978,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Water
2979,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2980,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2981,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2982,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2983,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2984,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2985,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2986,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2987,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2988,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2989,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2990,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2991,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2992,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2993,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2994,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2995,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2996,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2997,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2998,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2999,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3000,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3001,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3002,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3003,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3004,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3005,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3006,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3007,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3008,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3009,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3010,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3011,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3012,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3013,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3014,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3015,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3016,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3017,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3018,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3019,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3020,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3021,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3022,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3023,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3024,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3025,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3026,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3027,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3028,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3029,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3030,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3031,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3032,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3033,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3034,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3035,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3036,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3037,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3038,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3039,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3040,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3041,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3042,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3043,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3044,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3045,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3046,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3047,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3048,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3049,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3050,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3051,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3052,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3053,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3054,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3055,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3056,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
3057,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3058,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3059,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3060,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3061,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3062,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3063,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3064,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3065,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3066,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3067,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3068,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3069,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3070,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
3071,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3072,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3073,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3074,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3075,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3076,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3077,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3078,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3079,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3080,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3081,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3082,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3083,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3084,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3085,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3086,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3087,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3088,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3089,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3090,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3091,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3092,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3093,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3094,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3095,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3096,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3097,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3098,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
3099,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3100,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3101,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3102,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3103,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3104,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3105,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3106,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3107,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3108,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3109,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3110,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
3111,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3112,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3113,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3114,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3115,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3116,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3117,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3118,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3119,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3120,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3121,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3122,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3123,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3124,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3125,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3126,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
3127,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3128,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3129,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3130,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3131,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3132,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3133,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3134,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3135,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3136,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3137,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3138,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3139,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3140,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3141,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3142,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3143,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3144,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3145,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
3146,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3147,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3148,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3149,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3150,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
3151,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3152,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3153,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3154,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3155,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3156,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3157,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3158,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3159,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3160,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3161,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3162,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3163,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3164,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3165,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3166,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3167,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3168,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3169,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3170,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3171,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3172,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3173,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3174,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3175,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3176,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3177,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3178,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3179,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3180,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3181,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3182,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3183,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3184,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3185,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
3186,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3187,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3188,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3189,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
3190,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3191,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3192,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3193,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3194,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3195,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3196,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3197,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3198,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3199,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3200,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3201,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3202,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3203,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3204,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3205,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3206,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3207,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3208,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3209,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3210,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3211,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3212,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3213,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3214,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3215,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3216,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3217,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3218,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3219,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3220,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3221,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
3222,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3223,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
