Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMP_M_R
331,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
332,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
333,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
334,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
336,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
337,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
338,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
339,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
340,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
341,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
342,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
343,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
344,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
345,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
346,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
347,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
348,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
349,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
350,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
351,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
353,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
354,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
355,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
356,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
357,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
358,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
359,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
360,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
361,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
362,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
363,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
364,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
365,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
366,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
367,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
368,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
369,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Built-up
370,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
371,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
372,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
373,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
374,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
375,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Built-up
376,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
377,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
378,NULL,NULL,Built-up,Water,Non_Wetland,Water,NULL,Built-up
379,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
380,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
381,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
382,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
383,NULL,NULL,Water,NULL,Water,NULL,Water,Bareland
384,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
385,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
386,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
387,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
388,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
389,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
390,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
391,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
392,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
393,NULL,NULL,Water,Non_Water,Water,NULL,Water,Water
394,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
395,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
396,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
397,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
398,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
399,NULL,NULL,Water,Non_Water,Water,Forest,NULL,Forest
400,NULL,NULL,Water,Non_Water,Water,Forest,Forest,Grassland
401,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
402,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
403,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
404,NULL,NULL,Water,Water,Water,NULL,Grassland,Forest
405,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
406,NULL,NULL,Water,Water,Water,NULL,Water,Water
407,NULL,NULL,Water,Water,Water,NULL,Water,Forest
408,NULL,NULL,Water,Water,Water,NULL,Forest,Water
409,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
410,NULL,NULL,Water,Water,Water,Bareland,Water,Water
411,NULL,NULL,Water,Water,Water,Water,NULL,Water
412,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
413,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
414,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
415,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
416,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
417,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
418,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
419,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
420,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
421,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
422,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
423,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
424,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Built-up
425,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
426,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
428,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
430,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
433,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
434,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
435,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
436,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
437,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
438,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
439,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
440,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
442,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
444,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
446,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
447,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
449,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
450,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
451,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
453,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
454,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
455,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
456,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
457,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
458,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
460,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
461,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
462,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
463,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
464,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
465,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
466,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
467,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
468,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
469,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
470,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
471,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
472,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
473,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
474,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
475,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
476,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
477,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
478,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
479,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
480,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
481,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
482,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
483,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
484,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
485,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
486,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
487,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
488,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
489,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
490,NULL,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
491,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
492,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Bareland
493,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
494,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
495,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
496,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
497,NULL,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
498,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
499,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
500,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
501,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
502,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
503,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
504,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
505,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
506,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
507,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
508,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
509,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
510,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
511,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
512,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
513,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
514,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
515,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
516,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
517,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
518,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
519,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
520,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
521,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
522,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
523,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
525,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
526,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
527,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
528,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
532,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
533,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
534,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
535,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
536,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
537,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
538,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
539,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
540,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
541,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
542,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
543,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
544,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
545,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
546,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
547,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
548,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
549,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
550,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
551,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
552,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
553,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
554,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
555,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
556,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
557,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
558,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
559,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
560,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
561,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
562,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
563,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
564,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
565,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
566,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
567,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
568,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
569,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
570,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
571,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
572,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
573,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
574,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
575,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
576,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
577,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
578,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
579,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
580,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
581,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
582,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
583,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
584,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
585,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
586,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
587,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
588,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
589,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
590,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
591,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
592,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
593,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
594,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
595,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
596,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
597,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
598,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
599,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
600,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
601,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
602,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
603,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
604,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
605,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
606,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Wetland
607,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
608,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
609,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
610,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
612,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
613,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
614,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
615,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
616,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
617,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
618,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
619,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
620,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
621,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
622,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
623,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
624,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
625,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
626,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
627,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
628,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
629,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
630,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
631,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
632,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
633,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
634,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
635,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
636,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
637,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
638,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
639,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
640,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
641,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
642,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
643,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
644,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
645,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
646,NULL,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
647,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
648,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
649,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
650,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
651,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
652,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
653,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
654,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
655,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
656,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
657,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
658,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
659,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
660,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
661,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
662,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
663,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
664,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
665,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
666,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
667,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
668,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
669,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
670,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
671,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
