Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R
1938,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1939,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1940,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1941,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1942,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1943,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1944,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1945,Water,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1946,Water,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1947,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1948,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1949,Water,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1950,Water,Forest,Cropland,Water,Non_Wetland,NULL,Water
1951,Water,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1952,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
1953,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
1954,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1955,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1956,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
1957,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1958,Water,Forest,Wetland,Water,Wetland,NULL,Grassland
1959,Water,Forest,Wetland,Water,Wetland,NULL,Wetland
1960,Water,Forest,Wetland,Water,Wetland,NULL,Water
1961,Water,Forest,Wetland,Water,Wetland,NULL,Forest
1962,Water,Forest,Water,NULL,Water,NULL,Water
1963,Water,Forest,Water,NULL,Water,NULL,Forest
1964,Water,Forest,Water,Non_Water,Water,NULL,Grassland
1965,Water,Forest,Water,Non_Water,Water,NULL,Wetland
1966,Water,Forest,Water,Non_Water,Water,NULL,Water
1967,Water,Forest,Water,Non_Water,Water,NULL,Forest
1968,Water,Forest,Water,Water,Water,NULL,Grassland
1969,Water,Forest,Water,Water,Water,NULL,Wetland
1970,Water,Forest,Water,Water,Water,NULL,Water
1971,Water,Forest,Water,Water,Water,NULL,Forest
1972,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1973,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1974,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1975,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
1976,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1977,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
1978,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1979,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1980,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
1981,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
1982,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1983,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1984,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1985,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1986,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1987,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1988,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1989,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1990,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
1991,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1992,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1993,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1994,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Water
1995,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1996,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1997,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1998,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1999,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Grassland
2000,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Grassland
2001,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Wetland
2002,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Water
2003,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2004,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2005,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2006,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2007,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2008,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
2009,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
2010,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
2011,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
2012,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
2013,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
2014,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2015,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Forest
2016,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,NULL,Water
2017,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water
2018,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Wetland
2019,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Bareland
2020,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Water
2021,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water
2022,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2023,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL
2024,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
2025,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
2026,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
2027,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland
2028,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest
2029,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
2030,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
2031,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
2032,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
2033,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
2034,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
2035,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
2036,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
2037,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
2038,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2039,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
2040,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2041,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2042,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
2043,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2044,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
2045,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
2046,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
2047,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
2048,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
2049,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
2050,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
2051,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
2052,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
2053,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
2054,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
2055,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
2056,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
2057,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2058,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2059,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2060,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
2061,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
2062,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL
2063,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
2064,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
2065,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
2066,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
2067,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
2068,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
2069,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
2070,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
2071,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
2072,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
2073,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2074,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
2075,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
2076,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
2077,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
2078,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL
2079,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
2080,Forest,NULL,Wetland,NULL,Wetland,NULL,Cropland
2081,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
2082,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
2083,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
2084,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL
2085,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
2086,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
2087,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
2088,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
2089,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
2090,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
2091,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
2092,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
2093,Forest,NULL,Wetland,Water,Wetland,NULL,Water
2094,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
2095,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
2096,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
2097,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
2098,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
2099,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2100,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
2101,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
2102,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
2103,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Forest
2104,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
2105,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
2106,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland
2107,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
2108,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2109,Forest,NULL,Water,NULL,Water,NULL,Grassland
2110,Forest,NULL,Water,NULL,Water,NULL,Wetland
2111,Forest,NULL,Water,NULL,Water,NULL,Water
2112,Forest,NULL,Water,NULL,Water,NULL,Forest
2113,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
2114,Forest,NULL,Water,Non_Water,Water,NULL,Wetland
2115,Forest,NULL,Water,Non_Water,Water,NULL,Bareland
2116,Forest,NULL,Water,Non_Water,Water,NULL,Water
2117,Forest,NULL,Water,Non_Water,Water,NULL,Forest
2118,Forest,NULL,Water,Water,Water,NULL,Grassland
2119,Forest,NULL,Water,Water,Water,NULL,Wetland
2120,Forest,NULL,Water,Water,Water,NULL,Bareland
2121,Forest,NULL,Water,Water,Water,NULL,Water
2122,Forest,NULL,Water,Water,Water,NULL,Forest
2123,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
2124,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2125,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
2126,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
2127,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
2128,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
2129,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2130,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
2131,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
2132,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
2133,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
2134,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2135,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
2136,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
2137,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland
2138,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
2139,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
2140,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2141,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
2142,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
2143,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2144,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2145,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Forest
2146,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL
2147,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
2148,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
2149,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
2150,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
2151,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
2152,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
2153,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
2154,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland
2155,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland
2156,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water
2157,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest
2158,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
2159,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
2160,Forest,Cropland,Wetland,Water,Wetland,NULL,Forest
2161,Forest,Cropland,Water,NULL,Water,NULL,Forest
2162,Forest,Cropland,Water,Non_Water,Water,NULL,Grassland
2163,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL
2164,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
2165,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
2166,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
2167,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
2168,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2169,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
2170,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
2171,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
2172,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
2173,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
2174,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
2175,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
2176,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2177,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2178,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2179,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
2180,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
2181,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2182,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2183,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
2184,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2185,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL
2186,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
2187,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
2188,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
2189,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
2190,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
2191,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
2192,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
2193,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
2194,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
2195,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
2196,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2197,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2198,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
2199,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
2200,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
2201,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
2202,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water
2203,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
2204,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
2205,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
2206,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
2207,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2208,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2209,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
2210,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
2211,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland
2212,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water
2213,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
2214,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
2215,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
2216,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water
2217,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
2218,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland
2219,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland
2220,Forest,Wetland,Wetland,Water,Wetland,NULL,Water
2221,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest
2222,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
2223,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
2224,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2225,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Forest
2226,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
2227,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Forest
2228,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
2229,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2230,Forest,Wetland,Water,NULL,Water,NULL,Grassland
2231,Forest,Wetland,Water,NULL,Water,NULL,Wetland
2232,Forest,Wetland,Water,NULL,Water,NULL,Water
2233,Forest,Wetland,Water,NULL,Water,NULL,Forest
2234,Forest,Wetland,Water,Non_Water,Water,NULL,Grassland
2235,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland
2236,Forest,Wetland,Water,Non_Water,Water,NULL,Water
2237,Forest,Wetland,Water,Non_Water,Water,NULL,Forest
2238,Forest,Wetland,Water,Water,Water,NULL,Grassland
2239,Forest,Wetland,Water,Water,Water,NULL,Wetland
2240,Forest,Wetland,Water,Water,Water,NULL,Water
2241,Forest,Wetland,Water,Water,Water,NULL,Forest
2242,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
2243,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
2244,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
2245,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
2246,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water
2247,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
2248,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2249,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
2250,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
2251,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
2252,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
2253,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
2254,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water
2255,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest
2256,Forest,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
2257,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2258,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2259,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
2260,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2261,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2262,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
2263,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
2264,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
2265,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2266,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
2267,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
2268,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
2269,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
2270,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2271,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
2272,Forest,Bareland,Wetland,NULL,Wetland,NULL,Grassland
2273,Forest,Bareland,Wetland,NULL,Wetland,NULL,Forest
2274,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
2275,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
2276,Forest,Bareland,Wetland,Water,Wetland,NULL,Grassland
2277,Forest,Bareland,Wetland,Water,Wetland,NULL,Wetland
2278,Forest,Bareland,Wetland,Water,Wetland,NULL,Water
2279,Forest,Bareland,Wetland,Water,Wetland,NULL,Forest
2280,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Forest
2281,Forest,Bareland,Water,NULL,Water,NULL,Grassland
2282,Forest,Bareland,Water,NULL,Water,NULL,Forest
2283,Forest,Bareland,Water,Non_Water,Water,NULL,Forest
2284,Forest,Bareland,Water,Water,Water,NULL,Wetland
2285,Forest,Bareland,Water,Water,Water,NULL,Water
2286,Forest,Bareland,Water,Water,Water,NULL,Forest
2287,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
2288,Forest,Bareland,Forest,Water,Non_Wetland,NULL,Forest
2289,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
2290,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
2291,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
2292,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
2293,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
2294,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
2295,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
2296,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2297,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2298,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
2299,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
2300,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
2301,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
2302,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
2303,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2304,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
2305,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
2306,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest
2307,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland
2308,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest
2309,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
2310,Forest,Built-up,Wetland,Water,Wetland,NULL,Forest
2311,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
2312,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
